codgeo,libgeo,code_epci,n_gares,n_equipements,n_carreaux,pop_insee,pct_habitat_gare_3,pct_equipements_gare_3
21211,Crécey-sur-Tille,242100154,0,1,10,120,0.0,0.0
21212,Crépand,242101491,0,6,18,316,100.0,100.0
21214,Crugey,200071207,0,2,20,158,,
21215,Cuiserey,200072825,0,1,8,166,,
21216,Culètre,200071173,0,1,12,92,,
21217,Curley,200070894,0,1,10,132,0.0,0.0
21218,Curtil-Saint-Seine,200039063,0,1,7,114,,
21219,Curtil-Vergy,200070894,0,1,9,159,0.0,0.0
21220,Cussey-les-Forges,200070910,0,1,13,140,,
21221,Cussy-la-Colonne,200071207,0,1,4,44,,
21222,Cussy-le-Châtel,200071173,0,1,10,123,,
21223,Daix,242100410,0,6,37,1304,0.0,16.67
21224,Dampierre-en-Montagne,200071017,0,2,12,62,,
21225,Dampierre-et-Flée,200072825,0,1,12,128,,
21226,Darcey,242101459,0,5,22,341,0.0,0.0
21227,Darois,200039063,0,7,14,392,,
21228,Détain-et-Bruant,200070894,0,1,15,142,0.0,0.0
21229,Diancey,200071173,0,1,16,64,,
21230,Diénay,242100154,0,3,20,386,0.0,0.0
21231,Dijon,242100410,2,682,597,121964,95.12,89.74
21232,Dompierre-en-Morvan,200071017,0,2,35,224,,
21233,Drambon,200070902,0,2,9,161,0.0,0.0
21234,Drée,200039055,0,1,5,61,0.0,0.0
21235,Duesme,242101434,0,1,8,51,,
21236,Ébaty,200006682,0,2,9,238,0.0,0.0
21237,Échalot,242101434,0,1,11,88,,
21238,Échannay,200039055,0,2,9,131,0.0,0.0
21239,Échenon,242101509,0,4,33,770,38.18,75.0
21240,Échevannes,242100154,0,2,6,82,9.7,0.0
21241,Échevronne,200006682,0,3,16,326,0.0,0.0
21242,Échigey,200000925,0,1,9,243,36.63,0.0
21243,Écutigny,200071207,0,1,9,81,,
21244,Éguilly,200071207,0,3,7,50,,
21245,Épagny,242100154,0,1,17,330,0.0,0.0
21246,Épernay-sous-Gevrey,200070894,0,1,11,170,0.0,0.0
21247,Époisses,200071017,0,12,51,679,,
21248,Éringes,242101491,0,2,5,52,0.0,0.0
21249,Esbarres,242101509,0,3,55,695,64.03,100.0
21250,Essarois,242101434,0,2,12,87,,
21251,Essey,200071207,0,3,25,322,,
21252,Étais,242101491,0,1,10,79,0.0,0.0
21253,Étalante,242101434,0,2,25,128,,
21254,L'Étang-Vergy,200070894,0,4,14,197,0.0,0.0
21255,Étaules,200039063,0,5,18,314,,
21256,Étevaux,200070902,0,3,15,284,0.0,0.0
21257,Étormay,242101434,0,1,6,70,,
21258,Étrochey,242101434,0,3,9,117,,
21259,Fain-lès-Montbard,242101491,0,7,14,278,0.0,0.0
21260,Fain-lès-Moutiers,242101491,0,2,14,141,0.0,0.0
21261,Fauverney,200000925,0,9,22,604,0.0,0.0
21262,Faverolles-lès-Lucey,242101434,0,1,5,28,,
21263,Fénay,242100410,0,11,42,1385,100.0,100.0
21264,Le Fête,200071173,0,1,6,32,,
21265,Fixin,200070894,0,6,30,706,73.23,100.0
21266,Flacey,200069540,0,1,12,198,15.62,100.0
21267,Flagey-Echézeaux,200070894,0,2,17,417,100.0,100.0
21268,Flagey-lès-Auxonne,200070902,0,2,13,164,0.0,0.0
21269,Flammerans,200070902,0,5,24,450,0.0,0.0
21270,Flavignerot,242100410,0,1,12,218,0.0,0.0
21271,Flavigny-sur-Ozerain,242101459,0,4,23,178,0.0,0.0
21272,Le Val-Larrey,200071017,0,1,29,263,,
21273,Fleurey-sur-Ouche,200039055,0,18,48,1389,96.11,94.44
21274,Foissy,200071173,0,2,27,164,,
21275,Foncegrive,200070910,0,1,16,115,,
21276,Fontaines-en-Duesmois,242101434,0,1,7,114,,
21277,Fontaine-Française,200072825,0,18,38,874,,
21278,Fontaine-lès-Dijon,242100410,0,42,59,6554,94.97,73.81
21279,Fontaines-les-Sèches,242101491,0,1,4,30,0.0,0.0
21280,Fontangy,200071017,0,1,24,152,,
21281,Fontenelle,200072825,0,3,13,159,,
21282,Forléans,200071017,0,1,10,104,,
21283,Fraignot-et-Vesvrotte,200070910,0,2,10,52,,
21284,Francheville,200039063,0,3,13,250,,
21285,Franxault,242101509,0,4,43,462,0.65,0.0
21286,Frénois,200039063,0,2,8,88,,
21287,Fresnes,242101491,0,1,22,154,0.0,0.0
21288,Frôlois,242101459,0,2,25,168,11.31,0.0
21289,Fussey,200070894,0,1,5,114,0.0,0.0
21290,Gemeaux,242100154,1,6,31,938,99.79,100.0
21291,Genay,200071017,0,4,23,356,,
21292,Genlis,200000925,1,43,75,4750,100.0,100.0
21293,Gergueil,200039055,0,2,8,124,0.0,0.0
21294,Gerland,200070894,0,3,27,460,0.0,0.0
21295,Gevrey-Chambertin,200070894,1,34,63,2514,100.0,100.0
21296,Gevrolles,242101434,0,1,12,160,,
21297,Gilly-lès-Cîteaux,200070894,1,6,22,510,99.41,100.0
21298,Gissey-le-Vieil,200071017,0,3,10,81,,
21299,Gissey-sous-Flavigny,242101459,0,1,11,110,0.0,0.0
21300,Gissey-sur-Ouche,200039055,0,5,25,346,0.0,0.0
21301,Glanon,242101509,0,3,15,226,0.0,0.0
21302,Gomméville,242101434,0,1,9,113,,
21303,Les Goulles,242101434,0,1,3,11,,
21304,Grancey-le-Château-Neuvelle,200070910,0,5,25,208,,
21305,Grancey-sur-Ource,242101434,0,3,12,203,,
21306,Grenant-lès-Sombernon,200039055,0,2,21,198,0.0,0.0
21307,Grésigny-Sainte-Reine,242101459,0,1,13,150,7.64,0.0
21308,Grignon,242101459,0,2,20,198,0.0,0.0
21309,Griselles,242101434,0,2,10,86,,
21310,Grosbois-en-Montagne,200039055,0,1,10,102,0.0,0.0
21311,Grosbois-lès-Tichey,242101509,0,1,7,75,0.0,0.0
21312,Gurgy-la-Ville,242101434,0,1,5,30,,
21313,Gurgy-le-Château,242101434,0,1,8,44,,
21314,Hauteroche,242101459,0,1,13,74,0.0,0.0
21315,Hauteville-lès-Dijon,242100410,0,6,28,1068,0.0,0.0
21316,Heuilley-sur-Saône,200070902,0,2,20,351,0.0,0.0
21317,Is-sur-Tille,242100154,0,43,76,3668,99.7,100.0
21319,Izeure,200000925,0,4,29,877,99.32,100.0
21320,Izier,200000925,0,6,22,792,0.0,0.0
21321,Jailly-les-Moulins,242101459,0,1,11,77,0.0,0.0
21322,Jallanges,242101509,0,2,18,212,100.0,100.0
21323,Jancigny,200072825,0,2,14,152,,
21324,Jeux-lès-Bard,200071017,0,1,5,48,,
21325,Jouey,200071173,0,1,30,160,,
21326,Jours-lès-Baigneux,242101434,0,1,9,74,,
21327,Val-Mont,200006682,0,6,30,215,0.0,0.0
21328,Juillenay,200071017,0,1,8,47,,
21329,Juilly,200071017,0,1,6,45,,
21330,Labergement-Foigney,200000925,0,3,19,411,100.0,100.0
21331,Labergement-lès-Auxonne,200070902,0,5,14,332,0.0,0.0
21332,Labergement-lès-Seurre,242101509,0,8,79,958,0.0,0.0
21333,Labruyère,242101509,0,2,12,209,0.0,0.0
21334,Lacanche,200071173,0,7,31,485,,
21335,Lacour-d'Arcenay,200071017,0,1,24,125,,
21336,Laignes,242101434,0,17,34,670,,
21337,Lamarche-sur-Saône,200070902,0,9,50,1352,0.0,0.0
21338,Lamargelle,200039063,0,4,14,140,,
21339,Lantenay,200039055,1,6,19,496,100.0,100.0
21340,Lanthes,242101509,0,1,22,253,28.66,0.0
21341,Lantilly,200071017,0,1,9,101,,
21342,Laperrière-sur-Saône,242101509,0,3,29,407,0.0,0.0
21343,Larrey,242101434,0,1,7,95,,
21344,Lechâtelet,242101509,0,1,10,176,0.0,0.0
21345,Léry,200039063,0,2,14,196,,
21346,Leuglay,242101434,0,5,19,260,,
21347,Levernois,200006682,0,7,24,356,1.13,14.29
21348,Licey-sur-Vingeanne,200072825,0,1,6,75,,
21349,Liernais,200071173,0,13,67,454,,
21350,Lignerolles,242101434,0,1,6,46,,
21351,Longchamp,200000925,0,6,34,1127,0.0,0.0
21352,Longeault-Pluvault,200000925,0,10,28,972,100.0,100.0
21353,Longecourt-en-Plaine,200000925,1,8,29,1180,100.0,100.0
21354,Longecourt-lès-Culêtre,200071173,0,2,11,54,,
21355,Longvic,242100410,0,51,72,7580,20.92,27.45
21356,Losne,242101509,1,6,64,1430,100.0,100.0
21357,Louesme,242101434,0,2,11,110,,
21358,Lucenay-le-Duc,242101491,0,2,13,195,0.0,0.0
21359,Lucey,242101434,0,1,7,50,,
21360,Lusigny-sur-Ouche,200071207,0,1,10,94,,
21361,Lux,242100154,0,7,27,490,0.0,0.0
21362,Maconge,200071207,0,1,8,120,,
21363,Magnien,200071173,0,3,46,316,,
21364,Magny-Lambert,242101434,0,1,8,79,,
21365,Magny-la-Ville,200071017,0,1,8,62,,
21366,Magny-lès-Aubigny,242101509,0,3,16,196,0.0,0.0
21367,Magny-Montarlot,200070902,0,3,13,257,0.0,0.0
21368,Magny-lès-Villers,200070894,0,4,11,236,0.0,0.0
21369,Magny-Saint-Médard,200072825,0,2,17,355,,
21370,Magny-sur-Tille,242100410,0,6,25,890,0.0,0.0
21371,Les Maillys,200070902,0,8,52,803,0.0,0.0
21372,Maisey-le-Duc,242101434,0,1,10,72,,
21373,Mâlain,200039055,1,5,27,776,100.0,100.0
21374,Maligny,200071173,0,1,23,192,,
21375,Manlay,200071173,0,6,40,192,,
21376,Marandeuil,200070902,0,1,10,104,0.0,0.0
21377,Marcellois,200071017,0,1,6,46,,
21378,Marcenay,242101434,0,1,11,114,,
21379,Marcheseuil,200071173,0,1,32,135,,
21380,Marcigny-sous-Thil,200071017,0,1,10,65,,
21381,Marcilly-et-Dracy,200071017,0,1,10,81,,
21382,Marcilly-Ogny,200071207,0,4,24,178,,
21383,Marcilly-sur-Tille,242100154,1,6,40,1410,100.0,100.0
21384,Marey-lès-Fussey,200070894,0,1,6,72,0.0,0.0
21385,Marey-sur-Tille,242100154,0,4,20,338,0.0,0.0
21386,Marigny-le-Cahouët,242101459,0,5,27,310,0.0,0.0
21387,Marigny-lès-Reullée,200006682,0,1,19,187,0.0,0.0
21388,Marliens,200000925,0,3,17,594,0.0,0.0
21389,Marmagne,242101491,0,2,15,205,95.12,100.0
21390,Marsannay-la-Côte,242100410,0,42,59,4822,0.0,0.0
21391,Marsannay-le-Bois,242100154,0,7,30,841,0.0,0.0
21392,Martrois,200071207,0,1,7,49,,
21393,Massingy,242101434,0,1,12,130,,
21394,Massingy-lès-Semur,200071017,0,2,11,152,,
21395,Massingy-lès-Vitteaux,200071017,0,2,12,88,,
21396,Mauvilly,242101434,0,1,8,62,,
21397,Mavilly-Mandelot,200006682,0,1,16,152,0.0,0.0
21398,Maxilly-sur-Saône,200070902,0,4,22,352,0.0,0.0
21399,Meilly-sur-Rouvres,200071207,0,3,24,202,,
21400,Le Meix,200070910,0,1,4,34,,
21401,Meloisey,200006682,0,4,19,320,0.0,0.0
21402,Menesble,242101434,0,1,5,13,,
21403,Ménessaire,200071173,0,1,17,80,,
21404,Ménétreux-le-Pitois,242101459,0,3,20,355,100.0,100.0
21405,Merceuil,200006682,0,9,42,838,0.48,0.0
21406,Mesmont,200039055,0,2,11,237,0.0,0.0
21407,Messanges,200070894,0,1,9,248,0.0,0.0
21408,Messigny-et-Vantoux,200039063,0,14,48,1461,,
21409,Meuilley,200070894,0,4,16,406,0.0,0.0
21410,Meulson,242101434,0,1,5,29,,
21411,Meursanges,200006682,0,3,37,522,0.0,0.0
21412,Meursault,200006682,1,13,58,1347,99.33,100.0
21413,Millery,200071017,0,2,49,410,,
21414,Mimeure,200071173,0,4,32,298,,
21415,Minot,242101434,0,4,29,191,,
21416,Mirebeau-sur-Bèze,200072825,0,26,42,1841,,
21417,Missery,200071017,0,2,18,126,,
21418,Moitron,242101434,0,1,6,62,,
21419,Molesme,242101434,0,5,20,244,,
21420,Molinot,200006682,0,1,23,174,0.0,0.0
21421,Moloy,242100154,0,5,16,216,0.0,0.0
21422,Molphey,242101442,0,2,22,119,,
21423,Montagny-lès-Beaune,200006682,0,2,33,750,0.27,0.0
21424,Montagny-lès-Seurre,242101509,0,1,14,108,0.0,0.0
21425,Montbard,242101491,1,50,108,4357,98.42,98.0
21426,Montberthault,200071017,0,1,22,224,,
21427,Montceau-et-Écharnant,200071207,0,1,17,178,,
21428,Monthelie,200006682,0,2,10,127,0.0,0.0
21429,Montigny-Montfort,242101491,0,3,28,287,42.86,66.67
21430,Montigny-Saint-Barthélemy,200071017,0,1,11,72,,
21431,Montigny-sur-Armançon,200071017,0,1,17,169,,
21432,Montigny-sur-Aube,242101434,0,8,19,236,,
21433,Montigny-Mornay-Villeneuve-sur-Vingeanne,200072825,0,7,31,372,,
21434,Montlay-en-Auxois,200071017,0,2,25,182,,
21435,Montliot-et-Courcelles,242101434,0,3,21,288,,
21436,Montmain,242101509,0,2,13,141,0.0,0.0
21437,Montmançon,200070902,0,2,12,219,0.0,0.0
21438,Montmoyen,242101434,0,1,8,70,,
21439,Montoillot,200039055,0,1,9,86,0.0,0.0
21440,Montot,242101509,0,2,13,203,99.01,100.0
21441,Mont-Saint-Jean,200071207,0,3,43,214,,
21442,Morey-Saint-Denis,200070894,0,8,28,600,97.58,100.0
21444,Mosson,242101434,0,1,6,70,,
21445,La Motte-Ternant,242101442,0,3,40,152,,
21446,Moutiers-Saint-Jean,242101491,0,4,16,182,0.0,0.0
21447,Musigny,200071173,0,1,12,70,,
21448,Mussy-la-Fosse,242101459,0,1,6,100,12.94,0.0
21449,Nan-sous-Thil,200071017,0,3,23,178,,
21450,Nantoux,200006682,0,2,9,174,0.0,0.0
21451,Nesle-et-Massoult,242101491,0,2,10,80,0.0,0.0
21452,Neuilly-Crimolois,242100410,0,17,44,2948,0.0,0.0
21454,Nicey,242101434,0,1,13,106,,
21455,Nod-sur-Seine,242101434,0,4,20,207,,
21456,Nogent-lès-Montbard,242101491,0,2,11,149,0.67,50.0
21457,Noidan,200071017,0,1,8,92,,
21458,Noiron-sous-Gevrey,200070894,0,8,22,1136,0.0,0.0
21459,Noiron-sur-Bèze,200072825,0,2,14,224,,
21460,Noiron-sur-Seine,242101434,0,1,4,63,,
21461,Nolay,200006682,0,24,48,1214,0.0,0.0
21462,Norges-la-Ville,200069540,0,9,21,726,23.06,33.33
21463,Normier,200071017,0,1,7,51,,
21464,Nuits-Saint-Georges,200070894,1,50,98,4822,97.85,100.0
21465,Obtrée,242101434,0,2,4,68,,
21466,Oigny,242101434,0,1,9,39,,
21467,Oisilly,200072825,0,1,8,91,,
21468,Orain,200072825,0,1,17,88,,
21469,Orgeux,200069540,0,3,15,469,0.0,0.0
21470,Origny,242101434,0,2,2,17,,
21471,Orret,242101434,0,1,3,13,,
21472,Orville,200070910,0,2,11,180,,
21473,Ouges,242100410,1,7,35,856,100.0,100.0
21474,Pagny-la-Ville,242101509,0,4,20,392,88.15,100.0
21475,Pagny-le-Château,242101509,1,6,28,492,100.0,100.0
21476,Painblanc,200071207,0,1,17,160,,
21477,Panges,200039063,0,1,7,92,,
21478,Pasques,200039055,0,2,18,297,4.71,0.0
21479,Pellerey,200039063,0,1,8,86,,
21480,Pernand-Vergelesses,200006682,0,6,14,246,0.0,0.0
21481,Perrigny-lès-Dijon,242100410,0,10,25,1822,0.0,0.0
21482,Perrigny-sur-l'Ognon,200070902,0,5,35,650,0.0,0.0
21483,Pichanges,242100154,0,1,14,299,100.0,100.0
21484,Planay,242101491,0,1,4,45,0.0,0.0
21485,Plombières-lès-Dijon,242100410,0,12,44,2189,0.5,0.0
21487,Pluvet,200000925,0,2,22,434,100.0,100.0
21488,Poinçon-lès-Larrey,242101434,0,3,12,196,,
21489,Poiseul-la-Grange,200039063,0,2,11,61,,
21490,Poiseul-la-Ville-et-Laperrière,242101434,0,3,20,160,,
21491,Poiseul-lès-Saulx,242100154,0,3,8,79,0.0,0.0
21492,Pommard,200006682,0,6,16,420,0.48,0.0
21493,Poncey-lès-Athée,200070902,0,4,24,564,0.0,0.0
21494,Poncey-sur-l'Ignon,200039063,0,1,8,73,,
21495,Pont,200070902,0,3,12,150,0.0,0.0
21496,Pontailler-sur-Saône,200070902,0,23,40,1080,0.0,0.0
21497,Pont-et-Massène,200071017,0,3,23,200,,
21498,Posanges,200071017,0,1,5,52,,
21499,Pothières,242101434,0,4,18,186,,
21500,Pouillenay,242101459,0,3,32,582,0.0,0.0
21501,Pouilly-en-Auxois,200071207,0,31,50,1392,,
21502,Pouilly-sur-Saône,242101509,0,5,30,528,2.65,0.0
21503,Pouilly-sur-Vingeanne,200072825,0,1,13,120,,
21504,Prâlon,200039055,0,1,9,108,0.0,0.0
21505,Précy-sous-Thil,200071017,0,14,35,606,,
21506,Premeaux-Prissey,200070894,0,3,20,401,99.75,100.0
21508,Prenois,200039063,0,2,14,492,,
21510,Prusly-sur-Ource,242101434,0,3,15,162,,
21511,Puits,242101434,0,1,14,119,,
21512,Puligny-Montrachet,200006682,0,2,22,361,0.0,0.0
21514,Quemigny-sur-Seine,242101434,0,1,20,88,,
21515,Quetigny,242100410,0,66,69,7466,0.01,0.0
21516,Quincerot,242101491,0,1,7,89,0.0,0.0
21517,Quincey,200070894,0,2,19,504,98.61,100.0
21518,Quincy-le-Vicomte,242101491,0,1,14,199,0.0,0.0
21519,Recey-sur-Ource,242101434,0,14,19,280,,
21520,Remilly-en-Montagne,200039055,0,1,12,144,0.0,0.0
21521,Remilly-sur-Tille,200069540,0,3,28,777,0.0,0.0
21522,Renève,200072825,0,4,23,407,,
21523,Reulle-Vergy,200070894,0,1,7,156,0.0,0.0
21524,Riel-les-Eaux,242101434,0,1,12,76,,
21525,La Roche-en-Brenil,242101442,0,10,127,783,,
21526,Rochefort-sur-Brévon,242101434,0,1,10,39,,
21527,La Rochepot,200006682,0,2,18,235,0.0,0.0
21528,La Roche-Vanneau,242101459,0,1,21,134,0.0,0.0
21529,Roilly,200071017,0,1,5,48,,
21530,Rougemont,242101491,0,1,10,130,0.0,0.0
21531,Rouvray,242101442,0,9,31,405,,
21532,Rouvres-en-Plaine,200000925,0,6,32,1194,0.0,0.0
21533,Rouvres-sous-Meilly,200071207,0,2,8,58,,
21534,Ruffey-lès-Beaune,200006682,0,6,53,697,0.0,0.0
21535,Ruffey-lès-Echirey,200069540,1,14,34,1344,100.0,100.0
21536,Sacquenay,200070910,0,1,22,282,,
21537,Saffres,200071017,0,3,14,127,,
21538,Saint-Andeux,242101442,0,1,21,102,,
21539,Saint-Anthot,200039055,0,1,6,48,0.0,0.0
21540,Saint-Apollinaire,242100410,0,47,64,7297,81.81,59.57
21541,Saint-Aubin,200006682,0,7,19,215,0.0,0.0
21542,Saint-Bernard,200070894,0,2,16,402,0.0,0.0
21543,Saint-Broing-les-Moines,242101434,0,1,19,170,,
21544,Sainte-Colombe-en-Auxois,200071017,0,1,8,54,,
21545,Sainte-Colombe-sur-Seine,242101434,0,13,33,884,,
21546,Saint-Didier,242101442,0,1,43,188,,
21547,Saint-Euphrône,200071017,0,4,18,218,,
21548,Saint-Germain-de-Modéon,242101442,0,1,29,158,,
21549,Saint-Germain-le-Rocheux,242101434,0,2,10,75,,
21550,Saint-Germain-lès-Senailly,242101491,0,1,12,118,0.0,0.0
21552,Saint-Hélier,200071017,0,1,5,42,,
21553,Saint-Jean-de-Bœuf,200039055,0,1,9,103,0.0,0.0
21554,Saint-Jean-de-Losne,242101509,0,16,7,726,100.0,100.0
21555,Saint-Julien,200069540,1,19,43,1670,100.0,100.0
21556,Saint-Léger-Triey,200070902,0,2,19,241,0.0,0.0
21557,Saint-Marc-sur-Seine,242101434,0,6,14,117,,
21558,Sainte-Marie-la-Blanche,200006682,0,8,33,854,0.0,0.0
21559,Sainte-Marie-sur-Ouche,200039055,0,7,30,582,0.0,0.0
21560,Saint-Martin-de-la-Mer,200071173,0,1,64,258,,
21561,Saint-Martin-du-Mont,200039063,0,3,39,402,,
21562,Saint-Maurice-sur-Vingeanne,200072825,0,2,20,194,,
21563,Saint-Mesmin,200071017,0,2,16,132,,
21564,Saint-Nicolas-lès-Cîteaux,200070894,0,5,21,306,0.0,0.0
21565,Saint-Philibert,200070894,0,3,11,458,98.25,100.0
21566,Saint-Pierre-en-Vaux,200071173,0,2,20,100,,
21567,Saint-Prix-lès-Arnay,200071173,0,3,27,170,,
21568,Saint-Rémy,242101491,0,3,27,648,0.62,0.0
21569,Saint-Romain,200006682,0,3,19,208,0.0,0.0
21570,Sainte-Sabine,200071207,0,2,14,158,,
21571,Saint-Sauveur,200070902,0,2,13,240,0.0,0.0
21572,Saint-Seine-en-Bâche,242101509,0,2,30,406,0.0,0.0
21573,Saint-Seine-l'Abbaye,200039063,0,19,11,272,,
21574,Saint-Seine-sur-Vingeanne,200072825,0,3,26,386,,
21575,Saint-Symphorien-sur-Saône,242101509,0,1,25,307,0.0,0.0
21576,Saint-Thibault,200071017,0,2,17,169,,
21577,Saint-Usage,242101509,1,11,38,1171,100.0,100.0
21578,Saint-Victor-sur-Ouche,200039055,0,1,24,297,0.0,0.0
21579,Salives,200070910,0,2,23,167,,
21580,Salmaise,242101459,0,1,16,124,96.77,100.0
21581,Samerey,242101509,0,1,13,152,0.0,0.0
21582,Santenay,200006682,1,13,38,626,100.0,100.0
21583,Santosse,200006682,0,1,5,52,0.0,0.0
21584,Saulieu,242101442,0,40,124,2061,,
21585,Saulon-la-Chapelle,200070894,1,8,37,1011,100.0,100.0
21586,Saulon-la-Rue,200070894,0,3,17,476,17.0,0.0
21587,Saulx-le-Duc,242100154,0,4,19,248,0.0,0.0
21588,Saussey,200071207,0,1,7,65,,
21589,Saussy,200039063,0,2,7,92,,
21590,Savigny-lès-Beaune,200006682,0,9,60,1224,0.49,0.0
21591,Savigny-le-Sec,200039063,0,6,22,889,,
21592,Savigny-sous-Mâlain,200039055,0,2,14,230,0.0,0.0
21593,Savilly,200071173,0,1,18,84,,
21594,Savoisy,242101434,0,5,15,196,,
21595,Savolles,200072825,0,1,8,147,,
21596,Savouges,200070894,0,2,11,363,0.0,0.0
21597,Segrois,200070894,0,1,9,58,0.0,0.0
21598,Seigny,242101491,0,1,10,152,0.0,0.0
21599,Selongey,200070910,0,22,89,2249,,
21600,Semarey,200071207,0,1,9,120,,
21601,Semezanges,200070894,0,1,6,111,0.0,0.0
21602,Semond,242101434,0,1,4,24,,
21603,Semur-en-Auxois,200071017,0,50,94,3656,,
21604,Senailly,242101491,0,1,13,136,0.0,0.0
21605,Sennecey-lès-Dijon,242100410,0,12,36,2066,0.0,0.0
21606,Ladoix-Serrigny,200006682,0,10,60,1740,0.0,0.0
21607,Seurre,242101509,1,39,41,1986,100.0,100.0
21608,Sincey-lès-Rouvray,242101442,0,1,16,93,,
21609,Soirans,200070902,0,7,14,488,0.0,0.0
21610,Soissons-sur-Nacey,200070902,0,1,12,271,0.0,0.0
21611,Sombernon,200039055,0,26,40,872,0.0,0.0
21612,Souhey,200071017,0,1,6,72,,
21613,Soussey-sur-Brionne,200071017,0,3,19,168,,
21614,Spoy,242100154,0,3,16,388,0.0,0.0
21615,Sussey,200071173,0,2,42,207,,
21616,Tailly,200006682,0,1,15,184,100.0,100.0
21617,Talant,242100410,0,46,56,9210,66.41,58.7
21618,Talmay,200070902,0,7,22,538,0.0,0.0
21619,Tanay,200072825,0,2,14,226,,
21620,Tarsul,242100154,0,1,16,172,0.0,0.0
21622,Tart-le-Bas,200000925,0,1,21,240,0.0,0.0
21623,Tart,200000925,0,4,42,1568,0.0,0.0
21624,Tellecey,200070902,0,1,9,142,0.0,0.0
21625,Ternant,200070894,0,1,10,74,0.0,0.0
21626,Terrefondrée,242101434,0,1,13,65,,
21627,Thenissey,242101459,1,3,8,91,100.0,100.0
21628,Thoires,242101434,0,1,9,62,,
21629,Thoisy-la-Berchère,242101442,0,3,54,288,,
21630,Thoisy-le-Désert,200071207,0,2,22,222,,
21631,Thomirey,200071207,0,1,6,50,,
21632,Thorey-en-Plaine,200000925,0,12,14,762,100.0,100.0
21633,Thorey-sous-Charny,200071017,0,2,16,180,,
21634,Thorey-sur-Ouche,200071207,0,3,15,106,,
21635,Thoste,200071017,0,1,17,113,,
21636,Thury,200006682,0,4,31,241,0.0,0.0
21637,Tichey,242101509,0,5,18,206,0.0,0.0
21638,Til-Châtel,242100154,0,8,39,1064,6.39,0.0
21639,Tillenay,200070902,1,4,28,590,100.0,100.0
21640,Torcy-et-Pouligny,200071017,0,1,24,207,,
21641,Touillon,242101491,0,4,33,504,0.0,0.0
21642,Toutry,200071017,0,9,19,396,,
21643,Tréclun,200070902,0,2,11,410,0.0,0.0
21644,Trochères,200072825,0,1,11,170,,
21645,Trouhans,242101509,0,4,27,606,0.0,0.0
21646,Trouhaut,200039063,0,1,11,112,,
21647,Trugny,242101509,0,1,7,103,96.12,100.0
21648,Turcey,200039063,0,3,19,186,,
21649,Uncey-le-Franc,200071017,0,1,7,46,,
21650,Urcy,200070894,0,1,11,144,0.0,0.0
21651,Val-Suzon,200039063,0,1,15,176,,
21652,Vandenesse-en-Auxois,200071207,0,3,31,284,,
21653,Vannaire,242101434,0,1,4,46,,
21655,Vanvey,242101434,0,4,14,246,,
21656,Varanges,200000925,0,3,28,692,90.04,100.0
21657,Varois-et-Chaignot,200069540,0,10,46,2108,0.24,0.0
21659,Vaux-Saules,200039063,0,1,23,170,,
21660,Veilly,200071207,0,1,5,44,,
21661,Velars-sur-Ouche,200039055,1,13,55,1625,100.0,100.0
21662,Velogny,200071017,0,1,5,38,,
21663,Venarey-les-Laumes,242101459,1,28,59,2436,100.0,100.0
21664,Verdonnet,242101491,0,1,8,73,0.0,0.0
21665,Vernois-lès-Vesvres,200070910,0,2,8,146,,
21666,Vernot,242100154,0,1,12,99,0.0,0.0
21667,Véronnes,200070910,0,2,24,344,,
21669,Verrey-sous-Drée,200039055,0,1,10,68,0.0,0.0
21670,Verrey-sous-Salmaise,242101459,1,9,18,283,100.0,100.0
21671,Vertault,242101434,0,1,10,39,,
21672,Vesvres,200071017,0,1,6,28,,
21673,Veuvey-sur-Ouche,200071207,0,3,18,196,,
21674,Veuxhaulles-sur-Aube,242101434,0,8,17,224,,
21675,Vianges,200071173,0,1,9,33,,
21676,Vic-de-Chassenay,200071017,0,2,37,223,,
21677,Vic-des-Prés,200071207,0,1,5,82,,
21678,Vic-sous-Thil,200071017,0,1,32,155,,
21679,Vieilmoulin,200039055,0,1,12,145,0.0,0.0
21680,Vielverge,200070902,0,4,20,432,0.0,0.0
21681,Vieux-Château,200071017,0,1,9,98,,
21682,Viévigne,200072825,0,1,15,222,,
21683,Viévy,200071173,0,2,65,371,,
21684,Vignoles,200006682,0,5,33,864,51.16,40.0
21685,Villaines-en-Duesmois,242101434,0,8,20,246,,
21686,Villaines-les-Prévôtes,242101491,0,1,11,132,0.0,0.0
21687,Villargoix,242101442,0,2,29,146,,
21688,Villars-Fontaine,200070894,0,1,8,122,0.0,0.0
21689,Villars-et-Villenotte,200071017,0,1,20,170,,
21690,Villeberny,200071017,0,1,16,104,,
21691,Villebichot,200070894,0,2,17,397,0.0,0.0
21692,Villecomte,242100154,0,1,15,254,0.0,0.0
21693,Villedieu,242101434,0,2,6,56,,
21694,Villeferry,200071017,0,1,3,17,,
21695,La Villeneuve-les-Convers,242101459,0,1,8,42,0.0,0.0
21696,Villeneuve-sous-Charigny,200071017,0,1,9,86,,
21698,Villers-la-Faye,200070894,0,2,16,429,0.0,0.0
21699,Villers-les-Pots,200070902,0,10,47,1158,65.95,90.0
21700,Villers-Patras,242101434,0,1,9,94,,
21701,Villers-Rotin,200070902,0,2,12,130,0.0,0.0
21702,Villey-sur-Tille,242100154,0,3,11,290,0.0,0.0
21703,Villiers-en-Morvan,200071173,0,1,13,43,,
21704,Villiers-le-Duc,242101434,0,2,8,92,,
