CODGEO,LIBGEO,services,commerces,enseignement,sante,transport,sport_culture,tourisme,total
32344,,153,42,12,120,0,72,3,402
32345,,42,18,3,24,0,36,3,126
32346,,27,0,0,0,0,0,0,27
32347,,21,0,3,0,0,12,0,36
32348,,39,9,3,6,0,21,3,81
32349,,3,0,0,0,0,0,0,3
32350,,3,0,0,0,0,3,0,6
32351,,12,0,0,0,0,6,0,18
32352,,21,3,0,0,0,3,0,27
32353,,12,0,0,0,0,0,0,12
32354,,12,0,0,0,0,9,0,21
32355,,12,0,0,0,0,0,0,12
32356,,18,0,0,0,0,6,0,24
32357,,6,0,0,0,0,0,0,6
32358,,12,3,3,3,0,0,0,21
32359,,6,0,0,0,0,6,0,12
32360,,12,0,0,0,0,12,0,24
32361,,3,0,0,0,0,0,0,3
32362,,18,0,0,0,0,0,0,18
32363,,6,0,0,0,0,0,0,6
32364,,12,0,0,0,0,0,0,12
32365,,39,6,6,18,0,24,3,96
32366,,3,0,0,0,0,6,0,9
32367,,3,0,0,0,0,0,0,3
32368,,72,0,3,6,0,12,0,93
32369,,12,0,0,0,0,0,0,12
32370,,93,39,3,81,0,39,0,255
32371,,3,0,0,0,0,3,0,6
32372,,18,0,0,9,3,9,0,39
32373,,9,0,0,6,0,3,0,18
32374,,6,6,0,0,0,0,0,12
32375,,12,0,3,6,0,3,0,24
32376,,15,3,0,0,0,3,0,21
32377,,27,0,3,0,0,0,0,30
32378,,39,3,3,6,0,12,0,63
32379,,12,0,0,0,0,3,0,15
32380,,9,3,3,0,0,3,0,18
32381,,36,0,3,12,0,12,0,63
32382,,27,3,3,3,0,12,0,48
32383,,12,0,0,0,0,0,0,12
32384,,6,0,0,0,6,6,0,18
32385,,15,0,0,0,0,0,0,15
32386,,9,0,0,0,0,0,0,9
32387,,6,0,0,0,0,0,0,6
32388,,24,0,3,3,0,3,0,33
32389,,39,6,0,3,0,15,0,63
32390,,12,3,3,0,0,3,0,21
32391,,18,3,0,0,0,6,0,27
32392,,3,0,0,0,0,0,0,3
32393,,21,0,0,0,0,0,0,21
32394,,24,3,3,3,0,6,0,39
32395,,9,3,0,0,0,3,0,15
32396,,18,0,3,0,0,6,0,27
32397,,9,3,3,9,0,9,0,33
32398,,21,9,3,15,0,9,6,63
32399,,6,0,0,0,0,0,0,6
32400,,12,0,0,0,0,9,0,21
32401,,6,0,0,0,0,0,0,6
32402,,9,0,0,0,0,0,0,9
32403,,6,0,0,0,0,0,0,6
32404,,45,9,3,18,3,24,0,102
32405,,12,0,0,6,0,0,0,18
32406,,12,0,3,3,0,18,0,36
32407,,12,0,0,0,0,0,0,12
32408,,3,0,0,0,0,0,0,3
32409,,9,0,0,0,0,0,0,9
32410,,255,93,21,174,3,51,9,606
32411,,3,0,0,0,0,0,0,3
32412,,78,21,3,45,3,27,0,177
32414,,18,0,0,0,0,6,0,24
32415,,6,0,0,0,0,0,0,6
32416,,30,3,3,0,0,21,0,57
32417,,21,3,3,3,0,9,0,39
32418,,27,6,0,0,0,0,0,33
32419,,15,0,0,0,0,0,0,15
32420,,6,0,0,0,0,0,0,6
32421,,18,0,0,0,0,0,0,18
32422,,3,0,0,0,0,0,0,3
32423,,3,0,0,0,0,0,0,3
32424,,9,3,3,3,0,9,3,30
32425,,84,24,3,6,0,21,0,138
32426,,102,21,3,90,0,24,6,246
32427,,15,3,0,0,0,0,0,18
32428,,9,0,0,0,0,0,0,9
32429,,6,3,3,0,0,9,0,21
32430,,3,0,0,0,0,0,0,3
32431,,6,0,0,0,0,3,0,9
32432,,18,0,3,0,0,0,3,24
32433,,48,21,3,24,0,24,3,123
32434,,9,0,0,0,0,0,0,9
32435,,18,0,0,0,0,0,0,18
32436,,36,3,3,9,3,21,0,75
32437,,9,0,0,0,0,3,0,12
32438,,21,0,0,0,0,0,0,21
32439,,9,0,0,0,0,6,0,15
32440,,15,0,0,0,0,12,0,27
32441,,3,0,0,0,0,0,3,6
32442,,33,6,3,6,0,12,0,60
32443,,9,0,0,3,0,3,0,15
32444,,27,0,0,0,0,15,3,45
32445,,12,0,0,0,0,0,0,12
32446,,21,3,0,0,0,15,0,39
32447,,9,0,0,0,0,0,0,9
32448,,27,0,3,3,6,18,0,57
32449,,15,3,0,12,0,6,0,36
32450,,21,0,0,0,0,6,0,27
32451,,15,3,0,0,0,3,0,21
32452,,27,3,3,3,0,21,0,57
32453,,6,0,0,0,0,3,0,9
32454,,6,0,0,0,0,0,0,6
32455,,9,0,0,0,0,0,0,9
32456,,9,0,0,0,0,0,0,9
32457,,18,0,0,0,0,0,0,18
32458,,12,6,0,0,6,6,0,30
32459,,96,21,6,45,0,27,3,198
32460,,15,0,0,3,0,9,0,27
32461,,3,0,0,0,0,0,0,3
32462,,294,87,9,162,0,54,6,612
32463,,45,6,3,6,3,18,0,81
32464,,66,18,6,39,0,21,0,150
32465,,21,6,0,0,0,0,0,27
32466,,9,3,0,0,0,0,0,12
32467,,3,3,0,0,0,0,0,6
32468,,9,3,0,0,0,3,0,15
33001,,120,30,3,57,3,12,6,231
33002,,78,3,3,33,0,30,0,147
33003,,1476,159,42,417,84,117,6,2301
33004,,231,21,6,81,9,57,0,405
33005,,1104,486,27,519,27,90,36,2289
33006,,60,12,3,6,0,12,0,93
33007,,123,3,3,6,6,15,0,156
33008,,36,3,6,0,0,15,0,60
33009,,1218,819,42,666,24,120,117,3006
33010,,39,12,3,9,3,9,0,75
33011,,561,174,6,474,15,45,42,1317
33012,,231,57,9,81,6,51,6,441
33013,,684,177,30,183,75,48,18,1215
33014,,78,24,3,9,0,24,0,138
33015,,138,36,9,72,6,24,9,294
33016,,21,3,3,0,0,12,3,42
33017,,21,0,3,0,0,3,0,27
33018,,273,18,9,57,6,45,6,414
33019,,627,129,9,249,9,48,3,1074
33020,,3,3,0,0,0,0,0,6
33021,,69,12,3,54,3,24,0,165
33022,,189,30,6,99,9,27,6,366
33023,,114,18,3,195,0,15,0,345
33024,,27,0,3,6,0,12,0,48
33025,,33,0,3,0,3,12,0,51
33026,,15,6,3,3,0,15,0,42
33027,,21,3,0,0,3,9,0,36
33028,,99,0,3,6,0,9,0,117
33029,,366,60,15,150,12,39,3,645
33030,,138,24,3,36,6,33,12,252
33031,,18,0,0,0,0,3,0,21
33032,,531,39,18,210,87,66,3,954
33033,,72,3,3,3,6,18,3,108
33034,,27,3,3,0,0,6,3,42
33035,,30,3,3,0,3,21,0,60
33036,,411,183,27,291,6,87,12,1017
33037,,165,36,6,90,6,24,0,327
33038,,42,9,3,48,0,15,6,123
33039,,1965,771,111,1032,135,96,42,4152
33040,,120,30,3,18,0,9,3,183
33042,,468,72,9,129,12,39,6,735
33043,,18,0,0,0,0,0,0,18
33044,,21,0,0,0,0,3,0,24
33045,,9,3,3,9,0,6,0,30
33046,,81,9,3,48,3,36,0,180
33047,,120,15,3,36,3,27,0,204
33048,,18,0,0,0,0,3,0,21
33049,,297,21,3,126,12,27,6,492
33050,,36,3,3,3,0,12,0,57
33051,,933,417,15,681,18,72,12,2148
33052,,105,36,3,15,0,15,3,177
33053,,12,0,3,3,0,3,0,21
33054,,18,3,0,0,0,0,0,21
33055,,39,3,0,9,3,6,0,60
33056,,930,183,87,492,57,120,18,1887
33057,,93,9,3,48,0,30,0,183
33058,,300,141,27,429,3,63,15,978
33059,,18,0,0,3,0,9,3,33
33060,,39,0,9,6,6,21,3,84
33061,,81,3,3,15,3,9,0,114
33062,,54,0,3,6,3,9,0,75
33063,,19140,7116,1308,12705,825,747,783,42624
33064,,6,0,0,0,0,0,0,6
33065,,276,120,6,81,12,30,9,534
33066,,12,0,0,0,0,0,0,12
33067,,144,54,9,96,3,45,3,354
33068,,12,0,0,0,0,15,0,27
33069,,1437,375,57,1005,48,105,45,3072
33070,,42,6,3,21,0,12,0,84
33071,,138,42,6,72,0,21,0,279
33072,,6,3,0,0,0,0,0,9
33073,,78,24,6,63,0,36,3,210
