CODGEO,LIBGEO,services,commerces,enseignement,sante,transport,sport_culture,tourisme,total
42204,,138,66,12,96,0,36,6,354
42205,,39,12,3,9,0,12,0,75
42206,,90,3,3,12,6,9,0,123
42207,,1941,687,141,909,54,228,42,4002
42208,,102,18,6,39,6,21,0,192
42209,,30,0,3,0,0,9,0,42
42210,,33,3,3,3,0,15,0,57
42211,,171,15,3,27,3,33,0,252
42212,,54,0,3,0,3,24,0,84
42213,,15,0,3,0,0,9,0,27
42214,,66,6,3,9,0,12,0,96
42215,,105,12,6,18,0,18,0,159
42216,,48,0,3,0,0,18,0,69
42217,,24,3,3,9,0,18,0,57
42218,,9327,3459,726,5235,243,867,186,20043
42219,,39,12,3,9,0,24,0,87
42220,,33,6,3,6,0,6,0,54
42221,,33,6,0,0,0,12,0,51
42222,,354,99,12,219,15,54,9,762
42223,,327,63,18,147,3,51,3,612
42224,,189,60,18,84,0,36,6,393
42225,,198,39,12,87,9,33,3,381
42226,,18,0,3,0,0,6,0,27
42227,,48,3,3,3,3,18,0,78
42228,,36,6,3,0,0,15,0,60
42229,,12,0,0,0,0,12,0,24
42230,,120,42,9,84,6,33,6,300
42231,,87,24,15,69,0,15,0,210
42232,,48,12,3,6,0,21,0,90
42233,,66,6,3,0,0,15,0,90
42234,,123,39,9,102,3,45,0,321
42235,,42,0,0,0,0,6,0,48
42236,,42,3,3,3,3,9,0,63
42237,,264,114,24,153,0,78,0,633
42238,,24,6,3,3,0,6,3,45
42239,,69,6,3,6,0,18,0,102
42240,,36,6,3,45,0,18,0,108
42241,,21,6,9,0,6,21,0,63
42242,,144,6,3,12,6,27,0,198
42243,,12,0,3,0,0,3,0,18
42245,,27,12,0,9,3,21,3,75
42246,,54,9,3,39,0,24,3,132
42247,,15,0,3,3,0,12,0,33
42248,,108,42,12,78,0,27,9,276
42249,,69,18,3,51,0,30,0,171
42251,,54,3,3,9,0,6,0,75
42253,,75,12,3,12,0,21,3,126
42254,,51,0,3,12,0,18,0,84
42255,,9,0,0,0,0,15,0,24
42256,,246,45,6,81,6,48,0,432
42257,,42,24,3,24,0,27,0,120
42259,,168,33,6,81,0,24,3,315
42260,,81,15,3,30,0,18,0,147
42261,,51,18,6,36,0,18,0,129
42262,,108,18,3,45,3,18,0,195
42264,,90,3,3,3,6,12,3,120
42265,,78,27,3,0,0,3,0,111
42266,,39,3,0,0,0,9,0,51
42267,,57,42,6,12,0,24,0,141
42268,,24,3,3,3,0,45,3,81
42269,,18,0,3,0,0,0,0,21
42270,,57,3,3,15,3,24,0,105
42271,,156,51,6,168,9,54,6,450
42272,,117,24,3,66,0,24,3,237
42273,,18,12,0,0,3,3,0,36
42274,,12,3,3,0,0,6,0,24
42275,,363,201,24,687,15,69,0,1359
42276,,30,6,3,0,0,21,3,63
42277,,12,3,3,0,0,12,0,30
42278,,18,0,0,0,0,3,0,21
42279,,840,228,33,567,15,108,9,1800
42280,,15,3,3,0,0,12,0,33
42281,,9,3,0,0,0,12,0,24
42282,,12,0,0,3,0,9,0,24
42283,,84,9,6,15,0,12,0,126
42284,,63,12,3,54,0,27,3,162
42285,,261,39,9,93,9,33,0,444
42286,,27,6,3,12,0,12,0,60
42287,,57,15,6,24,0,36,3,141
42288,,39,3,3,0,0,12,0,57
42289,,144,42,6,99,0,24,0,315
42290,,12,0,3,0,0,3,0,18
42293,,66,6,3,15,9,18,0,117
42294,,39,6,3,3,0,21,0,72
42295,,27,18,3,15,3,18,3,87
42296,,36,0,3,3,0,15,0,57
42297,,36,6,0,9,0,6,0,57
42298,,9,9,3,0,0,12,0,33
42299,,282,84,12,144,6,45,6,579
42300,,39,0,3,0,0,15,0,57
42301,,27,0,3,24,3,12,0,69
42302,,462,126,24,165,9,30,0,816
42303,,12,0,3,0,0,6,0,21
42304,,489,60,24,87,15,33,0,708
42305,,339,177,21,264,15,42,3,861
42306,,21,3,3,0,0,21,0,48
42307,,39,3,3,18,6,15,0,84
42308,,54,15,3,18,0,9,0,99
42310,,9,0,0,0,0,6,3,18
42311,,93,9,3,18,0,18,0,141
42312,,45,18,0,24,0,6,0,93
42313,,42,12,3,9,0,18,3,87
42314,,18,3,3,0,0,9,0,33
42315,,30,6,3,9,0,9,0,57
42316,,345,99,27,153,21,81,0,726
42317,,9,0,3,0,0,3,0,15
42318,,96,57,3,60,0,48,6,270
42319,,36,6,3,3,9,21,0,78
42320,,21,9,3,6,3,12,0,54
42321,,18,0,0,3,0,3,0,24
42322,,48,12,3,3,0,36,0,102
42323,,537,126,18,231,9,39,3,963
42324,,42,3,3,0,0,21,0,69
42325,,18,3,3,0,0,3,0,27
42326,,54,3,3,6,0,12,0,78
42327,,24,3,0,12,0,9,0,48
42328,,45,6,9,12,0,9,3,84
42329,,18,3,0,3,0,18,0,42
42330,,354,201,27,204,15,69,12,882
42331,,51,3,6,3,0,24,0,87
42332,,177,42,12,90,6,69,12,408
42333,,30,6,3,0,0,12,0,51
42334,,66,18,6,36,0,30,0,156
42335,,24,0,3,0,0,9,0,36
42336,,51,3,3,9,6,9,0,81
42337,,15,6,0,0,0,6,0,27
42338,,90,18,15,27,0,27,3,180
42339,,6,0,3,0,0,15,0,24
43001,,6,0,0,0,0,3,0,9
43002,,36,27,9,132,6,12,3,225
43003,,63,36,6,75,3,27,9,219
43004,,9,0,0,0,0,3,0,12
43005,,12,0,0,0,3,9,9,33
43006,,6,0,3,0,0,9,0,18
43007,,33,15,6,0,0,15,0,69
43008,,3,0,0,0,0,3,3,9
43009,,6,0,0,0,0,0,0,6
43010,,42,9,3,3,3,15,0,75
43011,,18,0,0,0,0,3,0,21
43012,,330,60,15,129,9,78,6,627
43013,,9,3,3,0,6,3,0,24
43014,,3,0,0,0,0,3,0,6
43015,,6,0,0,0,0,0,0,6
43016,,36,6,3,24,0,18,3,90
43017,,15,0,3,3,0,9,0,30
43018,,69,18,12,33,3,15,0,150
43019,,3,0,0,0,0,6,0,9
43020,,309,45,9,93,6,36,12,510
43021,,60,9,6,27,0,21,0,123
43022,,21,0,0,0,0,9,0,30
43023,,15,0,0,0,3,3,0,21
43024,,57,3,3,15,0,9,0,87
43025,,153,30,6,69,3,33,9,303
43026,,33,0,3,6,0,12,3,57
43027,,6,0,0,0,0,3,0,9
43028,,6,0,0,0,0,3,0,9
43029,,12,0,0,0,0,3,0,15
43030,,27,0,3,0,0,9,0,39
43031,,12,3,0,0,0,3,0,18
43032,,63,18,3,42,6,24,6,162
43033,,51,30,6,9,0,12,6,114
43034,,39,3,3,0,0,15,3,63
43035,,3,0,0,0,0,3,0,6
43036,,33,0,3,0,0,9,0,45
43037,,15,6,3,3,0,12,3,42
43038,,54,12,3,15,6,9,0,99
43039,,18,12,3,9,0,6,3,51
43040,,465,294,30,411,6,93,27,1326
43041,,327,228,39,213,0,57,9,873
43042,,54,3,3,24,0,27,6,117
43043,,36,0,3,0,0,12,3,54
43044,,9,0,3,0,0,12,0,24
43045,,21,3,0,3,0,21,3,51
43046,,102,63,12,129,6,36,0,348
43047,,21,0,0,0,0,3,0,24
43048,,75,39,6,75,6,39,15,255
43049,,18,6,3,6,3,9,3,48
43050,,3,3,0,0,0,3,0,9
43051,,210,108,27,117,3,78,27,570
43052,,15,3,3,12,0,12,3,48
43053,,21,0,0,3,0,3,6,33
43054,,12,3,0,0,3,6,0,24
43055,,9,0,0,0,0,3,0,12
43056,,27,3,0,0,0,12,6,48
43057,,6,0,0,0,0,6,0,12
43058,,54,3,3,6,6,18,0,90
43059,,6,0,0,0,0,9,0,15
43060,,3,0,0,0,0,6,0,9
43061,,45,0,3,0,3,12,0,63
43062,,90,36,3,0,6,18,3,156
43063,,6,6,3,0,0,6,0,21
43064,,3,0,0,0,0,9,3,15
43065,,12,0,0,0,0,0,0,12
43066,,15,0,0,0,0,9,0,24
43067,,15,3,3,0,0,12,0,33
43068,,9,0,0,0,0,0,0,9
43069,,21,0,0,0,0,3,0,24
43070,,15,3,0,3,0,12,3,36
43071,,21,9,3,0,0,12,3,48
43072,,12,0,0,0,0,6,3,21
43073,,18,0,0,0,0,3,0,21
43074,,75,36,3,9,0,24,3,150
43075,,9,0,0,0,0,3,0,12
43076,,9,0,0,3,0,0,0,12
43077,,63,27,3,24,0,24,0,141
43078,,141,21,12,66,3,27,3,273
43079,,15,0,3,3,0,6,0,27
43080,,222,99,15,138,0,42,3,519
43082,,6,0,0,0,0,3,0,9
43083,,15,0,0,0,3,6,0,24
43084,,93,9,6,15,9,15,0,147
43085,,6,0,0,0,0,3,0,9
43086,,12,0,0,0,0,3,0,15
43087,,174,60,9,87,3,36,3,372
43088,,27,0,3,12,0,9,0,51
43089,,150,12,15,57,3,39,3,279
43090,,9,0,0,0,0,6,0,15
43091,,33,27,3,6,0,42,9,120
43092,,48,9,3,27,3,12,6,108
43093,,18,3,3,3,0,12,0,39
43094,,6,0,0,0,0,3,0,9
43095,,9,9,0,0,3,3,0,24
43096,,39,6,12,12,0,30,0,99
43097,,9,0,0,0,0,9,0,18
43098,,6,3,0,0,3,9,0,21
43099,,24,0,3,3,0,3,0,33
43100,,3,0,0,3,0,6,0,12
43101,,6,0,0,0,0,0,6,12
43102,,60,15,3,18,0,27,0,123
43103,,9,3,0,0,0,6,0,18
43104,,9,0,0,0,0,3,0,12
43105,,12,0,3,3,0,6,0,24
43106,,9,0,0,0,0,9,0,18
43107,,6,0,0,0,0,6,0,12
43108,,24,6,3,3,0,12,3,51
43109,,6,0,0,0,0,3,0,9
43110,,21,3,3,3,0,9,0,39
43111,,54,9,6,51,0,27,0,147
43112,,222,114,15,231,9,57,18,666
43113,,120,12,6,66,3,24,0,231
43114,,105,15,6,48,3,33,3,213
43115,,63,12,3,18,0,18,3,117
43116,,3,0,0,0,0,0,0,3
43117,,12,0,0,0,0,9,0,21
43118,,21,12,6,42,0,27,12,120
43119,,57,12,3,33,3,30,3,141
43120,,69,30,3,66,3,27,6,204
43121,,9,0,0,0,3,6,0,18
43122,,24,0,0,0,0,6,0,30
43123,,21,9,3,3,0,18,3,57
43124,,66,15,3,60,0,15,0,159
43125,,9,0,0,0,0,0,0,9
43126,,21,3,3,3,0,21,0,51
43127,,33,3,0,0,0,3,0,39
43128,,9,0,0,0,0,0,0,9
43129,,12,0,0,0,0,6,0,18
43130,,66,18,3,33,0,27,6,153
43131,,12,0,3,0,0,6,0,21
43132,,60,0,3,9,3,15,3,93
43133,,6,3,0,0,0,6,0,15
43134,,12,0,0,0,0,6,0,18
43135,,132,45,15,90,12,39,9,342
43136,,18,3,0,3,3,18,6,51
43137,,609,261,39,321,9,96,12,1347
43138,,27,0,3,0,6,6,0,42
43139,,6,0,0,0,0,3,0,9
43140,,30,9,3,0,0,9,0,51
43141,,84,33,6,69,0,30,6,228
43142,,48,3,3,0,0,12,0,66
43143,,12,0,3,0,0,0,3,18
43144,,12,0,0,0,0,0,3,15
43145,,3,0,0,0,0,3,0,6
43147,,12,3,3,6,0,9,0,33
43148,,69,36,6,78,0,24,3,216
43149,,6,0,0,0,0,0,0,6
43150,,30,18,3,3,0,15,0,69
43151,,12,3,3,6,3,15,3,45
43152,,153,24,6,75,0,24,0,282
43153,,132,27,6,42,0,27,0,234
43154,,39,18,3,42,3,27,9,141
43155,,3,0,0,0,0,6,6,15
43156,,9,0,0,0,0,12,0,21
43157,,1407,768,129,1002,42,216,60,3624
43158,,18,3,3,0,0,9,0,33
43159,,36,12,3,0,0,15,0,66
43160,,6,0,0,0,0,9,0,15
43162,,147,48,18,96,3,54,0,366
43163,,66,30,6,36,6,24,0,168
43164,,24,0,3,0,0,15,0,42
43165,,108,21,6,66,3,24,0,228
43166,,18,0,3,0,0,9,0,30
43167,,9,0,0,0,0,3,0,12
43168,,12,0,0,0,0,3,3,18
43169,,3,0,0,0,0,3,0,6
43170,,15,0,3,12,0,18,3,51
43171,,3,0,0,0,0,3,0,6
43172,,42,27,3,0,0,9,15,96
43173,,6,0,0,0,0,6,0,12
43174,,66,0,3,21,0,15,0,105
43175,,15,0,0,0,0,3,0,18
43177,,147,45,15,96,3,42,3,351
43178,,9,3,0,0,0,3,0,15
43180,,3,0,0,0,0,0,0,3
43181,,33,0,3,3,3,6,0,48
43182,,9,0,0,0,0,6,0,15
43183,,21,0,0,0,0,6,3,30
43184,,159,21,6,45,6,39,0,276
43185,,153,39,27,78,0,39,3,339
43186,,9,0,3,3,0,18,3,36
43187,,15,9,3,0,0,6,0,33
43188,,42,12,3,0,3,12,0,72
43189,,39,3,3,0,6,9,0,60
43190,,213,48,24,66,6,24,0,381
43191,,12,0,0,0,0,3,0,15
43192,,15,0,0,3,0,9,0,27
43193,,6,0,3,12,6,6,0,33
43194,,39,3,3,24,0,12,3,84
43195,,18,0,0,0,0,6,0,24
43196,,6,0,0,0,0,3,0,9
43197,,15,6,3,0,0,6,0,30
43198,,3,3,3,6,0,15,0,30
43199,,36,6,6,3,0,18,0,69
43200,,120,42,12,78,9,42,15,318
43201,,9,3,0,0,0,6,0,18
43202,,6,0,0,0,0,6,0,12
43203,,24,9,3,0,0,3,0,39
43204,,9,3,0,0,0,9,0,21
43205,,210,51,9,75,3,33,0,381
43206,,21,0,3,3,0,9,0,36
43207,,6,0,0,0,0,6,0,12
43208,,3,0,0,0,0,3,0,6
43210,,6,6,3,0,0,6,0,21
43211,,147,24,6,93,0,21,3,294
43212,,81,12,6,45,3,27,3,177
43213,,147,21,3,60,3,21,3,258
43214,,3,0,0,0,0,6,0,9
43215,,9,3,0,0,0,6,3,21
43216,,189,45,9,78,6,45,6,378
43217,,36,0,3,0,0,15,0,54
43218,,78,9,3,9,0,9,0,108
43219,,3,3,0,0,0,6,0,12
43220,,21,3,0,3,0,15,3,45
43221,,30,9,3,6,0,18,6,72
43222,,6,0,3,0,3,9,0,21
43223,,72,15,6,18,0,21,0,132
43224,,411,72,12,135,3,45,6,684
43225,,3,0,0,3,0,0,3,9
43226,,12,0,0,0,0,3,0,15
43227,,45,3,3,12,0,18,0,81
43228,,9,6,0,0,0,3,0,18
43229,,27,0,0,0,0,9,6,42
43230,,60,9,3,18,9,15,0,114
43231,,9,0,0,0,0,3,0,12
43232,,30,3,3,0,3,6,3,48
43233,,99,3,3,6,0,9,3,123
43234,,171,72,21,81,3,60,12,420
43236,,60,9,6,18,0,36,0,129
43237,,18,3,3,0,0,12,9,45
43238,,15,0,3,3,0,6,0,27
43239,,45,15,3,27,6,15,6,117
43240,,9,0,0,0,0,3,0,12
43241,,99,21,6,39,3,24,0,192
43242,,3,0,0,0,0,3,3,9
43244,,264,111,12,111,3,63,12,576
43245,,12,0,0,0,0,9,0,21
43246,,27,3,3,0,0,18,0,51
43247,,3,0,0,0,0,3,0,6
43249,,27,3,3,3,0,18,0,54
43250,,9,0,3,0,0,3,0,15
43251,,108,78,12,81,3,33,3,318
43252,,6,0,0,0,0,3,0,9
43253,,21,0,3,3,0,9,0,36
43254,,21,6,3,0,3,6,0,39
43256,,30,0,0,3,0,9,0,42
43257,,33,3,3,0,0,9,0,48
43258,,87,21,6,30,3,18,0,165
43259,,18,6,3,3,3,15,0,48
43260,,3,0,0,0,0,12,0,15
43261,,39,3,3,3,0,9,0,57
43262,,66,9,3,3,0,21,3,105
43263,,3,0,0,0,0,3,0,6
43264,,27,3,3,0,0,15,6,54
43265,,81,3,6,27,0,21,0,138
43267,,78,42,6,63,3,24,12,228
43268,,492,246,48,594,6,105,15,1506
44001,,81,9,6,30,9,39,3,177
44002,,240,54,18,93,6,63,3,477
44003,,768,432,57,534,15,216,27,2049
44005,,402,66,18,129,3,87,6,711
44006,,96,15,6,45,0,36,21,219
44007,,105,21,6,18,0,33,0,183
44009,,456,282,21,285,27,84,9,1164
44010,,210,96,6,48,3,48,36,447
44012,,177,60,3,93,9,48,24,414
44013,,123,18,6,33,0,36,0,216
44014,,237,39,9,90,9,54,0,438
44015,,543,180,33,267,9,114,15,1161
44016,,63,6,3,12,0,18,0,102
44018,,426,84,27,168,21,72,6,804
44019,,66,0,6,12,0,21,0,105
44020,,888,186,54,465,81,138,21,1833
44021,,285,48,15,93,18,54,9,522
44022,,126,9,6,60,6,30,0,237
44023,,138,30,6,30,0,27,0,231
44024,,126,27,6,51,0,27,0,237
44025,,168,39,6,69,9,51,3,345
44026,,993,246,78,561,48,153,63,2142
44027,,99,6,6,42,21,21,0,195
44028,,264,39,9,72,9,45,9,447
44029,,432,102,12,171,6,69,3,795
44030,,153,45,6,90,3,30,0,327
44031,,24,12,3,3,0,24,3,69
44032,,198,30,9,81,3,48,3,372
44033,,117,15,6,27,0,33,6,204
44035,,717,210,51,579,78,171,24,1830
44036,,915,393,72,537,21,177,30,2145
44037,,186,30,21,69,0,39,3,348
44038,,177,18,6,36,0,33,0,270
44039,,108,9,3,18,6,24,0,168
44041,,393,57,9,93,3,48,3,606
44043,,465,231,33,267,9,102,33,1140
44044,,57,9,3,15,3,24,0,111
44045,,168,15,9,45,12,36,3,288
44046,,114,18,6,51,0,24,0,213
44047,,1218,165,57,375,60,138,6,2019
44048,,156,18,6,54,0,36,3,273
44049,,279,150,9,111,6,69,39,663
44050,,87,27,6,30,0,24,3,177
44051,,210,45,18,102,0,48,0,423
44052,,339,54,15,105,9,60,9,591
44053,,81,18,3,21,3,36,0,162
44054,,174,15,6,18,3,48,0,264
44055,,1377,867,30,519,42,189,126,3150
44056,,201,15,6,60,6,45,0,333
44057,,87,12,6,33,0,36,3,177
44058,,9,3,3,3,0,12,0,30
44061,,153,27,6,51,3,33,3,276
44062,,90,9,6,21,0,30,9,165
44063,,159,81,9,108,3,30,3,393
44064,,192,30,24,81,6,57,0,390
44065,,30,3,3,12,0,24,0,72
44066,,402,48,12,114,9,45,3,633
44067,,285,90,15,150,3,105,9,657
44068,,138,24,9,69,0,36,3,279
44069,,1164,615,48,687,27,150,48,2739
44070,,267,48,9,120,9,51,6,510
44071,,333,84,12,153,12,48,6,648
44072,,396,99,15,186,3,81,3,783
44073,,405,90,12,141,6,51,6,711
44074,,144,15,12,105,9,48,6,339
44075,,108,15,6,27,3,27,0,186
44076,,69,0,6,9,0,21,0,105
44077,,111,15,6,39,9,42,0,222
44078,,15,0,3,3,0,9,0,30
44079,,189,33,15,51,0,51,6,345
44080,,42,0,3,3,0,15,0,63
44081,,345,57,21,126,3,51,6,609
44082,,282,45,12,84,0,51,3,477
44083,,129,12,6,18,0,45,0,210
44084,,384,78,15,210,9,63,6,765
44085,,33,0,3,3,0,27,0,66
44086,,48,6,6,3,0,21,0,84
44087,,462,93,42,279,6,96,9,987
44088,,129,21,6,39,6,24,0,225
44089,,198,33,9,42,6,36,0,324
44090,,81,18,3,15,3,27,0,147
44091,,45,12,6,30,0,18,0,111
44092,,30,3,3,12,3,21,0,72
44094,,129,24,6,72,6,27,0,264
44095,,57,6,6,18,0,27,0,114
44096,,234,27,6,93,9,42,3,414
44097,,156,27,3,39,3,45,27,300
44098,,258,48,12,93,3,54,12,480
44099,,84,18,6,54,0,18,0,180
44100,,78,15,6,39,0,18,0,156
44101,,294,75,21,204,18,72,3,687
44102,,186,36,6,69,0,45,0,342
44103,,312,45,21,126,9,72,0,585
44104,,45,3,3,6,0,18,0,75
44105,,3,0,3,3,0,15,0,24
44106,,87,36,3,27,3,42,21,219
44107,,99,9,6,15,0,18,0,147
44108,,135,24,6,57,0,24,0,246
44109,,13068,5166,1365,10971,1146,1602,474,33792
44110,,477,159,30,273,6,93,9,1047
44111,,117,15,6,39,3,27,0,207
44112,,24,3,3,6,0,9,0,45
44113,,279,105,12,171,3,69,0,639
44114,,1164,477,66,675,78,189,18,2667
44115,,183,39,9,48,6,60,3,348
44116,,78,48,18,39,0,60,3,246
44117,,171,51,6,60,6,36,0,330
44118,,66,15,3,18,0,30,0,132
44119,,96,15,6,21,6,18,0,162
44120,,240,45,18,123,15,57,6,504
44121,,21,0,3,6,0,15,0,45
44122,,189,27,6,45,6,33,0,306
44123,,60,6,3,0,0,18,0,87
44124,,33,3,3,0,0,18,6,63
44125,,162,66,6,57,3,72,42,408
44126,,279,51,15,54,6,51,21,477
44127,,126,12,6,57,0,33,0,234
44128,,270,39,12,93,0,54,0,468
44129,,510,159,33,270,12,126,9,1119
44130,,381,75,9,135,15,45,3,663
44131,,1278,639,39,555,21,180,69,2781
44132,,747,333,15,354,15,99,81,1644
44133,,162,33,6,57,3,30,9,300
44134,,45,0,3,12,0,18,0,78
44135,,399,192,12,201,9,72,30,915
44136,,120,39,3,48,0,48,24,282
44137,,138,18,9,51,3,30,0,249
44138,,84,3,3,6,0,21,0,117
44139,,66,3,9,6,9,21,0,114
44140,,72,15,6,3,3,15,0,114
44141,,66,9,3,18,0,18,0,114
44142,,81,12,6,48,0,24,0,171
44143,,1848,750,120,1380,123,276,48,4545
44144,,120,24,15,63,0,27,0,249
44145,,159,24,6,42,3,27,3,264
44146,,102,33,6,24,0,36,0,201
44148,,36,3,3,9,0,21,0,72
44149,,222,36,6,51,3,42,0,360
44150,,234,48,9,51,15,45,9,411
44151,,324,54,12,111,9,63,9,582
44152,,126,63,6,42,0,24,0,261
44153,,60,12,6,24,0,18,0,120
44154,,807,249,24,336,12,159,51,1638
44155,,267,24,6,54,9,30,0,390
44156,,117,21,6,60,0,33,0,237
44157,,72,12,6,12,0,27,0,129
44158,,450,102,12,153,21,54,3,795
44159,,54,12,3,12,6,18,0,105
44161,,159,45,21,87,3,54,6,375
44162,,2913,918,216,2064,336,381,75,6903
44163,,192,21,12,48,3,60,3,339
44164,,210,30,6,33,3,27,6,315
44165,,93,21,6,24,0,18,3,165
44166,,195,9,9,87,6,24,3,333
44168,,162,33,15,60,0,48,12,330
44169,,432,87,12,129,9,60,6,735
44170,,27,9,6,18,0,15,0,75
44171,,93,12,3,12,12,30,0,162
44172,,759,177,33,366,66,72,15,1488
44173,,90,9,12,9,0,27,3,150
44174,,117,15,6,18,0,21,3,180
44175,,270,33,12,75,6,48,9,453
44176,,144,27,3,42,3,27,3,249
44178,,147,21,6,45,0,30,0,249
44179,,291,21,9,96,9,63,0,489
44180,,339,48,24,99,3,180,3,696
44182,,366,66,6,102,6,84,36,666
44183,,135,30,12,45,6,24,6,258
44184,,3030,1137,261,2337,84,447,105,7401
44185,,201,42,6,78,0,18,6,351
44186,,357,72,15,138,9,75,9,675
44187,,294,51,21,81,3,42,15,507
44188,,513,144,27,252,18,102,12,1068
44189,,90,15,6,36,3,27,3,180
44190,,888,315,84,738,66,186,30,2307
44192,,141,21,6,30,3,45,0,246
44193,,72,9,6,27,3,24,0,141
44194,,399,99,12,204,12,42,9,777
44195,,408,237,30,342,24,126,24,1191
44196,,48,9,3,24,3,36,0,123
44197,,69,9,6,24,0,21,0,129
44198,,552,105,21,222,42,72,9,1023
44199,,78,12,6,48,0,30,0,174
44200,,24,6,3,3,0,12,0,48
44201,,300,54,9,174,18,69,3,627
44202,,87,9,6,24,3,36,0,165
44203,,105,12,6,27,3,24,0,177
44204,,462,111,15,222,33,78,15,936
44205,,114,33,6,21,6,21,0,201
44206,,84,18,6,21,0,24,0,153
44207,,63,0,3,9,0,6,0,81
44208,,45,6,6,3,0,24,6,90
44209,,588,105,18,234,21,48,9,1023
44210,,519,366,21,165,12,75,24,1182
44211,,294,129,9,117,9,60,21,639
44212,,579,174,15,234,6,81,9,1098
44213,,444,93,30,138,6,102,9,822
44214,,84,12,6,33,0,24,0,159
44215,,1284,303,45,804,57,177,15,2685
44216,,207,39,6,96,6,33,0,387
44217,,483,69,12,126,6,54,9,759
44218,,42,0,3,3,0,18,0,66
44220,,96,3,6,24,0,24,0,153
44221,,72,6,6,12,3,21,0,120
44222,,39,9,3,12,0,27,0,90
44223,,243,75,6,99,3,33,0,459
44224,,96,15,6,9,0,27,0,153
45001,,3,0,3,0,0,0,0,6
45002,,18,6,0,0,0,9,0,33
45004,,621,309,30,327,39,141,24,1491
45005,,18,0,0,0,3,0,0,21
45006,,54,12,3,33,3,24,3,132
45008,,126,24,9,69,3,51,3,285
45009,,66,0,6,27,0,12,0,111
45010,,87,9,12,9,3,24,0,144
45011,,9,3,0,0,0,3,0,15
45012,,12,0,0,0,0,3,0,15
45013,,15,3,0,0,0,9,3,30
45014,,18,0,0,0,3,6,0,27
45015,,42,3,3,0,6,15,6,75
45016,,36,12,6,3,0,30,0,87
45017,,18,0,0,0,0,9,0,27
45018,,48,3,0,3,3,9,0,66
45019,,27,0,3,12,0,9,3,54
45020,,33,6,3,3,6,18,0,69
45021,,12,0,0,0,3,0,0,15
45022,,21,3,3,0,0,0,0,27
45023,,3,0,0,0,0,3,6,12
45024,,141,66,6,39,6,27,3,288
45025,,87,18,9,72,0,36,0,222
45026,,45,9,3,3,12,9,0,81
45027,,15,0,0,0,0,6,0,21
45028,,381,117,36,147,6,102,18,807
45029,,72,33,3,18,0,27,6,159
45030,,150,48,12,57,3,42,0,312
45031,,105,42,12,66,3,42,9,279
45032,,18,6,0,0,0,12,0,36
45033,,24,3,0,0,0,6,0,33
45034,,78,18,3,87,0,39,0,225
45035,,66,15,6,15,3,9,0,114
45036,,27,0,3,9,3,15,3,60
45037,,30,0,3,3,6,0,0,42
45038,,3,0,0,0,0,0,0,3
45039,,48,24,3,3,0,9,0,87
45040,,114,48,3,48,3,30,3,249
45041,,9,0,0,0,0,3,0,12
45042,,99,12,6,18,6,33,0,174
45043,,60,9,3,6,3,9,0,90
45044,,6,3,0,0,0,6,0,15
45045,,18,0,0,0,3,3,0,24
45046,,39,0,3,0,3,9,3,57
45047,,24,3,0,0,3,0,3,33
45049,,42,6,3,6,0,18,0,75
45050,,60,12,6,6,0,12,0,96
45051,,87,9,6,21,3,27,0,153
45052,,3,0,0,0,0,3,0,6
45053,,276,87,18,150,9,66,15,621
45054,,36,3,0,0,0,18,0,57
45055,,15,6,3,0,3,12,3,42
45056,,9,3,0,0,3,0,0,15
45058,,15,0,0,0,3,0,0,18
45059,,15,0,0,0,0,0,0,15
45060,,30,12,3,9,0,27,3,84
45061,,102,21,3,33,9,36,3,207
45062,,96,9,3,12,9,18,0,147
45063,,48,15,3,15,0,27,3,111
45064,,21,6,3,0,0,9,0,39
45065,,15,0,0,0,0,0,0,15
45066,,39,3,3,0,0,12,0,57
45067,,249,15,15,63,6,42,3,393
45068,,615,189,45,135,48,111,0,1143
45069,,39,6,3,6,0,12,3,69
45070,,3,0,0,0,0,3,0,6
45072,,30,9,3,18,0,27,0,87
45073,,48,6,3,9,0,12,0,78
45074,,3,0,0,0,0,0,0,3
45075,,468,93,27,216,15,90,24,933
45076,,15,0,0,0,3,0,0,18
45077,,33,3,3,0,0,3,0,42
45078,,15,6,0,3,3,0,0,27
45079,,6,0,0,0,0,0,0,6
45080,,21,0,3,0,0,6,0,30
45081,,39,6,3,0,0,12,3,63
45082,,432,162,18,207,15,54,9,897
45083,,162,45,9,57,0,45,3,321
45084,,15,0,0,0,0,12,3,30
45085,,165,36,6,69,6,51,3,336
45086,,27,3,0,0,0,0,0,30
45087,,141,45,6,78,12,42,0,324
45088,,15,0,0,0,3,6,0,24
45089,,462,207,18,135,3,75,6,906
45091,,21,0,0,0,0,12,3,36
45092,,78,18,6,9,6,18,0,135
45093,,123,27,6,69,3,27,3,258
45094,,18,0,0,0,0,6,0,24
45095,,108,24,6,45,3,27,0,213
45096,,21,0,3,0,0,21,0,45
45097,,78,12,3,12,0,12,0,117
45098,,261,54,12,93,3,45,6,474
45099,,24,6,0,3,0,6,0,39
45100,,12,6,3,0,0,12,0,33
45101,,9,0,0,0,0,6,0,15
45102,,24,3,0,3,3,0,0,33
45103,,84,15,3,21,0,24,0,147
45104,,150,9,3,30,12,18,0,222
45105,,15,0,0,0,0,0,0,15
45107,,12,0,0,0,0,3,0,15
45108,,105,33,3,30,9,42,6,228
45109,,24,6,3,0,0,18,0,51
