CODGEO,nb_panier_elargi,nb_A1,nb_A2,nb_A4,nb_A5,nb_B1,nb_B2,nb_B3,nb_C2,nb_C6,nb_D1,nb_D3,nb_D4,nb_D5,nb_D6,nb_E1,nb_F1,nb_F3
81246,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81247,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81248,12,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0
81249,18,1,0,9,4,0,1,0,0,0,0,0,1,0,1,0,1,0
81250,9,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81251,13,1,0,6,3,0,1,0,0,0,0,0,0,1,0,0,1,0
81252,13,2,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81253,8,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
81254,8,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
81255,7,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81256,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81257,169,2,4,62,36,1,9,21,1,0,2,2,0,9,0,0,19,1
81258,12,1,0,5,2,0,1,0,0,0,0,0,0,0,0,0,3,0
81259,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81261,22,1,0,11,3,0,1,2,0,0,0,0,0,0,0,0,3,1
81262,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81263,12,1,0,5,3,0,0,1,0,0,0,0,1,0,1,0,0,0
81264,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81265,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81266,31,1,1,6,6,0,6,3,0,0,0,1,1,2,1,0,2,1
81267,30,3,1,5,5,0,2,1,0,0,0,3,1,2,0,0,6,1
81268,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81269,17,1,1,8,2,0,1,2,0,0,0,0,0,0,0,0,2,0
81270,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81271,268,3,11,95,55,6,29,26,2,0,0,3,4,9,4,1,18,2
81272,8,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0
81273,93,1,2,25,21,0,3,11,0,0,0,1,4,8,2,0,14,1
81274,15,1,0,6,1,0,0,0,0,0,0,0,0,1,0,0,5,1
81275,8,1,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0
81276,44,2,2,14,8,0,4,5,0,0,0,1,2,1,2,0,2,1
81277,9,1,0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0
81278,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81279,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81280,7,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81281,41,2,1,14,10,0,3,1,0,0,1,1,1,0,1,0,5,1
81282,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81283,16,1,1,6,1,0,1,1,0,0,0,0,1,0,1,0,3,0
81284,95,1,1,17,25,3,5,33,0,0,0,1,1,2,1,0,5,0
81285,15,1,1,1,1,0,2,0,0,0,0,0,3,0,3,0,2,1
81286,15,2,0,5,3,0,0,0,0,0,0,0,1,2,0,0,2,0
81287,5,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81288,69,1,2,21,18,0,7,3,0,0,0,1,1,1,1,0,11,2
81289,67,2,3,17,18,3,4,8,0,0,0,1,1,1,3,0,5,1
81290,5,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
81291,11,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0
81292,14,1,3,1,1,0,1,0,0,0,0,1,0,1,0,1,4,0
81293,11,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0
81294,22,1,0,14,0,0,2,1,0,0,0,0,0,1,0,0,3,0
81295,18,1,1,2,0,0,3,3,0,0,0,1,1,0,1,0,4,1
81297,35,1,0,16,4,0,1,3,0,0,0,0,1,2,1,0,5,1
81298,16,1,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0
81299,6,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0
81300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81302,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81303,19,2,1,3,3,0,1,0,0,0,0,1,1,0,1,0,5,1
81304,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81305,31,2,1,8,3,0,3,1,0,0,1,1,2,1,2,0,5,1
81306,38,3,1,13,6,0,1,2,0,0,0,1,3,1,2,0,4,1
81307,23,1,1,7,5,0,1,3,0,0,0,0,0,1,0,0,4,0
81308,51,3,2,10,8,1,4,2,1,0,0,1,4,4,2,0,8,1
81309,27,2,1,12,2,0,2,0,0,0,0,0,1,1,1,0,3,2
81310,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81311,23,1,1,9,5,0,1,0,0,0,0,0,1,2,1,0,2,0
81312,28,1,1,8,4,0,2,0,0,0,1,0,2,0,1,0,7,1
81313,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81314,18,1,1,4,3,0,2,1,0,0,0,1,0,0,2,0,3,0
81315,48,1,1,15,8,0,5,3,1,0,0,1,1,2,1,1,7,1
81316,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81317,37,1,2,5,10,0,3,1,0,0,0,1,3,3,3,0,4,1
81318,6,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
81319,15,1,1,4,1,0,2,0,0,0,0,0,1,1,1,0,3,0
81320,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81321,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
81322,7,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
81323,6,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0
81324,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81325,32,1,1,15,6,0,4,0,0,0,0,1,0,0,0,0,3,1
81326,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82001,18,1,1,8,2,0,2,0,0,0,0,0,0,0,0,0,4,0
82002,86,1,3,38,19,0,6,2,0,0,0,1,1,2,4,1,7,1
82003,9,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,3,0
82004,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
82005,37,1,1,14,9,0,2,3,0,0,0,1,0,2,0,0,4,0
82006,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82007,4,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
82008,33,1,1,7,9,0,3,4,0,0,0,1,0,1,1,0,3,2
82009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82010,9,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,2,0
82011,16,2,0,5,3,0,0,0,0,0,0,0,0,2,0,0,4,0
82012,14,1,0,4,3,0,1,1,0,0,0,0,0,1,0,0,3,0
82013,131,3,4,31,19,4,12,22,2,0,0,3,4,5,1,0,18,3
82014,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82015,6,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82016,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82017,32,1,0,16,5,0,5,0,0,0,0,0,0,3,0,0,2,0
82018,17,1,0,7,3,0,1,0,0,0,0,0,0,1,0,0,3,1
82019,16,1,1,7,0,0,2,0,0,0,0,0,0,1,0,0,3,1
82020,18,1,1,8,2,0,1,1,0,0,0,0,0,0,0,0,4,0
82021,9,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0
82022,20,2,2,3,4,0,4,0,0,0,0,1,0,0,0,0,3,1
82023,22,1,1,13,2,0,1,0,0,0,0,0,0,0,0,0,4,0
82024,10,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0
82025,104,1,2,49,20,4,4,5,0,0,0,1,0,2,0,0,14,2
82026,18,1,1,4,6,0,1,2,0,0,0,0,0,1,0,0,2,0
82027,43,1,1,24,5,0,1,1,0,0,0,0,1,1,1,0,6,1
82028,32,1,0,17,4,1,1,4,0,0,0,1,0,0,0,0,3,0
82029,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0
82030,8,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0
82031,24,1,1,11,2,0,1,0,0,0,0,0,0,1,1,0,5,1
82032,24,1,1,8,4,0,6,1,0,0,0,0,0,0,0,0,2,1
82033,371,4,9,108,93,6,33,49,2,0,3,6,5,10,7,1,33,2
82034,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82035,13,1,1,4,2,0,1,0,0,0,0,0,0,1,0,0,3,0
82036,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
82037,231,3,10,42,50,6,24,40,2,0,2,4,3,6,3,1,31,4
82038,71,2,4,22,12,0,9,6,0,0,0,1,3,4,2,0,4,2
82039,10,1,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
82040,6,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
82041,12,1,1,5,2,0,0,2,0,0,0,0,0,0,0,0,0,1
82042,29,1,2,8,6,0,3,2,0,0,0,1,0,0,0,0,5,1
82043,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82044,45,1,1,24,7,0,4,0,0,0,1,0,0,0,0,0,6,1
82045,8,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1
82046,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82047,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82048,48,2,1,17,12,0,3,2,1,0,0,0,0,1,0,1,7,1
82049,31,1,1,15,7,0,1,1,0,0,0,0,0,0,0,0,4,1
82050,32,1,1,11,7,0,4,1,0,0,0,1,0,0,0,0,5,1
82051,32,1,1,13,4,0,1,1,0,0,0,0,0,0,0,0,10,1
82052,33,1,1,12,3,0,6,1,0,0,0,0,1,1,0,0,6,1
82053,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0
82054,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1
82055,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
82056,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82057,9,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0
82058,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82059,7,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0
82060,9,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1
82061,9,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
82062,25,1,1,10,2,1,1,2,0,0,0,1,0,1,0,0,4,1
82063,17,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,5,1
82064,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
82065,11,1,0,6,1,0,0,1,0,0,0,0,0,0,0,0,2,0
82066,14,1,0,7,2,0,1,0,0,0,0,0,0,2,0,0,1,0
82067,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82068,7,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82069,9,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82070,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82071,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82072,40,1,1,9,9,1,3,5,0,0,1,0,0,1,0,0,9,0
82073,16,1,0,6,2,0,1,0,0,0,0,0,0,0,1,0,5,0
82074,7,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
82075,107,2,5,38,23,2,5,5,1,0,0,2,1,4,0,1,16,2
82076,44,1,2,21,5,1,1,1,0,0,0,0,0,3,0,0,8,1
82077,8,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0
82078,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82079,103,1,2,39,19,1,10,10,1,0,1,1,0,4,0,0,12,2
82080,30,1,0,11,5,0,4,1,0,0,0,0,0,2,0,0,5,1
82081,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
82082,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82083,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82084,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
82085,29,1,0,20,2,0,1,0,0,0,0,0,0,1,0,0,3,1
82086,7,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0
82087,97,3,4,26,17,2,7,11,1,0,1,1,2,8,1,0,12,1
82088,42,1,1,11,6,0,4,3,0,0,0,1,2,2,1,1,8,1
82089,34,2,1,11,5,0,4,3,0,0,0,1,1,0,0,1,4,1
82090,33,1,1,13,4,0,3,1,0,0,0,1,0,2,3,0,4,0
82091,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82092,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82093,10,1,1,2,0,0,1,1,0,0,0,0,1,0,0,0,3,0
82094,63,3,2,13,14,1,4,5,1,0,0,1,2,4,1,0,11,1
82095,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82096,71,2,1,33,12,2,6,2,0,0,0,1,2,1,1,1,6,1
82097,48,2,4,12,9,1,2,3,0,0,1,1,1,3,2,0,6,1
82098,20,1,0,11,4,0,0,0,0,0,0,0,0,1,0,0,3,0
82099,9,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0
82100,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82101,29,1,1,8,9,0,3,1,0,0,0,1,0,0,0,0,4,1
82102,14,1,1,5,3,0,1,1,0,0,0,0,0,1,0,0,1,0
82103,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82104,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
82105,27,1,1,12,4,0,1,0,0,0,0,1,0,1,0,0,6,0
82106,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82107,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82108,31,1,1,13,5,0,3,0,0,0,0,1,0,1,0,0,5,1
82109,8,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0
82110,25,1,1,9,4,0,2,1,0,0,0,0,0,1,0,0,5,1
82111,13,1,1,3,1,0,3,0,0,0,0,0,0,0,0,0,3,1
82112,402,3,10,128,85,8,37,56,2,0,2,6,6,11,6,1,37,4
82113,49,2,2,13,10,0,6,3,0,0,1,1,3,1,2,0,4,1
82114,12,1,0,3,5,0,0,0,0,0,0,0,0,1,0,0,2,0
82115,53,2,3,16,13,1,3,0,0,0,1,1,1,3,0,0,7,2
82116,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82117,68,3,3,26,6,2,6,2,0,0,1,1,3,3,2,0,9,1
82118,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82119,10,1,0,4,0,0,0,2,0,0,0,0,1,0,0,0,2,0
82120,10,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0
82121,2126,9,36,631,523,30,182,408,9,1,8,21,20,57,30,0,150,11
82122,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
82123,33,1,1,17,4,0,2,0,0,0,0,0,0,2,0,1,4,1
82124,99,1,1,47,18,1,6,5,0,0,0,1,2,1,4,0,11,1
82125,173,3,7,50,50,3,13,15,1,0,1,3,2,3,1,0,20,1
82126,27,1,0,6,6,2,5,2,0,0,0,0,0,2,0,0,3,0
82127,22,1,1,8,7,0,0,1,0,0,0,0,0,0,0,0,4,0
82128,5,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82129,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82130,7,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
82131,49,3,2,15,9,1,3,1,0,0,0,1,1,2,0,0,10,1
82132,47,1,1,16,9,0,5,3,0,0,1,1,0,1,0,0,8,1
82133,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82134,167,3,3,63,39,3,9,12,1,0,0,2,5,7,3,0,16,1
82135,37,1,1,16,7,0,4,1,0,0,0,0,0,1,0,0,5,1
82136,48,1,1,27,8,0,0,0,0,0,0,0,1,2,1,0,6,1
82137,29,2,1,6,6,0,2,1,0,0,0,1,0,2,0,0,7,1
82138,7,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82139,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82140,13,1,0,8,1,0,1,0,0,0,0,0,0,1,0,0,1,0
82141,15,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,1
82142,47,1,1,14,17,0,3,2,0,0,0,0,0,1,0,0,8,0
82143,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82144,20,1,1,13,3,0,0,0,0,0,0,0,0,1,0,0,1,0
82145,9,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82146,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82147,13,1,1,5,2,0,0,1,0,0,0,0,0,0,0,0,2,1
82148,29,1,1,9,4,0,4,2,0,0,0,1,0,1,0,0,5,1
82149,39,1,1,13,8,0,2,3,0,0,0,1,1,2,1,0,5,1
82150,27,2,1,11,5,0,1,1,0,0,0,0,0,1,0,0,5,0
82151,15,1,1,5,3,0,1,0,0,0,0,0,0,1,0,0,2,1
82152,9,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
82153,6,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
82154,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
82155,117,2,3,30,35,2,4,17,1,0,1,1,1,5,0,0,11,4
82156,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
82157,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82158,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
82159,13,1,0,7,1,0,0,1,0,0,0,0,0,1,0,0,2,0
82160,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
82161,92,1,2,39,18,1,4,6,0,0,0,1,0,4,7,0,8,1
82162,7,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
82163,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82164,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82165,9,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,3,0
82166,8,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0
82167,47,1,1,18,14,0,1,4,0,0,0,1,0,1,0,0,5,1
82168,6,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1
82169,57,3,2,14,13,1,3,5,0,0,0,1,1,3,1,0,9,1
82170,15,1,0,5,2,0,2,0,0,0,0,0,0,0,0,0,5,0
82171,27,1,1,13,4,1,1,0,0,0,0,0,0,1,0,0,5,0
82172,12,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,1,1
82173,29,1,1,10,5,0,1,2,0,0,0,0,0,2,0,0,6,1
82174,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
82175,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82176,19,1,0,12,3,0,0,0,0,0,0,0,0,2,0,0,1,0
82177,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
82178,14,1,0,3,3,0,0,1,0,0,0,0,0,1,0,0,4,1
82179,59,2,1,21,13,0,6,3,0,0,0,1,1,2,0,0,8,1
82180,16,1,1,8,3,0,0,0,0,0,0,0,0,0,0,0,3,0
82181,6,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
82182,14,1,1,6,1,0,1,0,0,0,0,0,0,0,0,0,3,1
82183,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
82184,13,1,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0
82185,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
82186,177,3,7,35,39,4,16,26,1,0,1,6,5,3,7,1,21,2
82187,28,2,1,8,3,1,3,2,0,0,1,1,0,0,0,1,4,1
82188,17,1,0,8,2,0,2,2,0,0,0,0,0,1,0,0,1,0
82189,16,1,1,3,3,0,2,1,0,0,0,0,0,1,0,0,3,1
82190,111,2,5,32,24,2,9,13,1,0,0,1,2,7,2,0,9,2
82191,20,1,1,7,4,0,1,0,0,0,0,0,0,0,1,0,4,1
82192,13,1,0,5,2,0,1,0,0,0,0,0,0,2,0,0,2,0
82193,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82194,44,2,2,14,8,0,3,2,0,0,0,1,1,3,0,0,7,1
82195,25,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,4,1
83001,95,2,1,51,22,0,4,5,0,0,0,1,1,2,1,0,4,1
83002,17,1,1,0,11,0,3,0,0,0,0,0,0,0,0,0,0,1
83003,41,2,1,19,8,0,3,1,0,0,0,1,0,1,0,0,4,1
83004,324,2,4,167,59,2,15,42,1,0,0,3,3,7,0,0,19,0
83005,15,2,1,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0
83006,8,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0
83007,120,2,4,40,25,1,15,14,1,0,1,2,1,4,0,0,9,1
83008,97,2,2,52,20,1,6,3,0,0,1,1,1,3,0,0,5,0
83009,428,3,8,77,151,5,29,109,1,0,0,5,4,13,5,1,16,1
83010,7,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
83011,64,1,1,29,13,0,6,4,0,0,0,1,2,2,0,0,4,1
83012,126,3,5,31,34,2,7,13,1,0,1,3,2,6,4,0,12,2
83013,12,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,3,0
83014,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
83015,23,2,1,4,13,0,1,0,0,0,0,0,0,0,0,0,2,0
83016,333,3,9,138,95,2,23,32,1,0,1,6,3,6,2,0,11,1
83017,61,1,1,32,11,0,5,3,0,0,0,0,0,2,0,0,5,1
83018,120,1,1,57,26,0,9,6,1,0,0,1,1,5,0,0,11,1
83019,399,2,5,145,135,4,33,48,1,0,1,4,1,9,0,0,10,1
83020,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83021,67,2,1,36,13,0,2,4,0,0,0,1,0,3,0,0,4,1
83022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83023,724,4,11,264,184,9,65,100,3,0,2,8,7,22,10,0,30,5
83025,47,1,1,21,11,0,5,1,0,0,0,0,0,2,0,0,4,1
83026,68,1,1,34,16,0,3,0,0,0,0,0,0,4,2,0,6,1
83027,142,1,3,57,38,0,15,15,0,0,1,1,1,3,0,0,6,1
83028,60,3,1,30,13,0,3,4,0,0,0,0,0,3,0,0,2,1
83029,198,1,3,91,43,5,12,26,0,0,0,2,2,6,0,0,6,1
83030,67,1,1,43,8,0,1,2,0,0,0,0,0,5,0,0,5,1
83031,177,3,5,53,54,4,21,21,0,0,0,3,0,4,1,1,6,1
83032,138,1,4,60,31,1,12,12,1,0,0,1,2,3,0,0,8,2
83033,136,1,1,65,32,1,10,10,1,0,0,2,0,3,0,1,8,1
83034,310,2,7,99,110,2,24,32,1,0,0,3,4,10,2,0,13,1
83035,210,1,2,79,65,1,17,32,1,0,1,1,1,2,0,0,7,0
83036,459,2,8,169,144,2,33,73,0,0,0,3,3,6,2,0,12,2
83037,50,1,0,25,11,0,3,3,0,0,1,0,0,3,0,0,3,0
83038,14,1,1,6,1,0,2,1,0,0,0,0,0,1,0,0,1,0
83039,7,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
83040,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
83041,31,1,1,19,6,0,2,0,0,0,0,0,0,0,0,0,1,1
83042,693,3,12,306,171,5,57,94,2,0,2,7,2,13,2,0,14,3
83043,73,3,1,24,17,0,7,3,0,0,0,1,1,4,5,0,6,1
83044,20,3,1,6,3,0,3,1,0,0,0,2,0,0,0,0,1,0
83045,30,1,1,11,5,0,5,1,0,0,0,0,0,2,0,0,3,1
83046,132,3,2,45,33,1,12,23,0,0,0,1,1,3,0,0,6,2
83047,583,2,10,219,207,5,33,44,2,0,0,8,3,15,5,1,29,0
83048,201,3,2,68,58,1,16,25,0,0,0,2,3,3,5,0,14,1
83049,424,2,9,212,110,4,20,29,2,0,0,4,4,10,6,1,10,1
83050,1388,4,22,614,300,8,79,182,7,0,4,15,15,57,17,0,55,9
83051,37,2,1,11,10,0,4,1,0,0,0,0,0,1,0,0,6,1
83052,12,1,1,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1
83053,90,1,2,42,20,1,3,10,0,0,0,1,0,3,0,0,7,0
83054,370,2,3,199,79,3,17,32,1,0,0,4,6,5,4,0,14,1
83055,286,2,4,151,65,1,17,12,1,0,1,3,2,9,1,0,15,2
83056,66,1,1,24,19,0,6,1,1,0,0,1,2,3,1,0,5,1
83057,107,2,1,56,20,1,6,8,0,0,0,1,1,3,0,0,7,1
83058,150,2,2,78,30,0,13,8,0,0,0,1,2,5,1,0,7,1
83059,94,2,1,44,22,1,4,8,0,0,0,1,0,4,0,0,7,0
83060,13,2,1,5,2,0,2,0,0,0,0,0,0,0,0,0,0,1
83061,2254,3,29,941,633,18,161,273,3,0,3,27,18,57,20,1,59,8
83062,871,4,14,317,203,8,62,143,1,0,2,14,9,25,8,2,53,6
83063,91,3,1,45,14,0,10,10,0,0,0,1,0,1,0,0,5,1
83064,163,2,3,60,43,2,14,12,1,0,0,3,1,8,3,0,11,0
83065,175,1,3,55,55,1,8,35,1,0,0,3,0,3,0,0,10,0
83066,46,1,1,18,9,1,2,2,0,0,0,1,0,1,2,0,7,1
83067,116,1,1,52,27,1,9,7,0,0,0,1,0,4,2,1,9,1
83068,408,2,1,145,136,1,42,60,0,0,0,2,1,2,0,0,15,1
83069,1895,4,29,529,647,10,182,281,4,0,3,30,19,45,19,1,83,9
83070,488,1,10,100,193,4,45,106,0,0,0,4,3,6,1,0,13,2
83071,407,3,6,131,139,3,38,39,1,0,0,4,4,12,2,0,25,0
83072,375,2,7,187,93,3,19,26,1,0,0,4,5,7,2,0,17,2
83073,342,1,6,144,96,4,15,28,1,0,1,4,4,10,7,0,19,2
83074,18,1,0,8,4,0,0,0,0,0,0,0,0,1,0,0,3,1
83075,14,1,1,4,2,0,1,2,0,0,0,0,0,0,0,0,2,1
83076,25,1,1,8,6,0,1,3,0,0,0,0,0,1,0,0,4,0
83077,69,2,1,28,18,0,6,2,0,0,1,1,0,4,0,0,5,1
83078,12,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0
83079,73,2,1,39,14,0,4,5,0,0,0,0,0,3,0,0,4,1
83080,38,1,1,20,9,0,3,0,0,0,0,0,0,0,0,0,3,1
83081,328,2,6,159,77,1,23,31,1,0,0,2,2,8,0,0,14,2
83082,25,1,1,10,4,0,2,0,0,0,0,0,0,2,0,0,4,1
83083,49,1,1,27,6,1,3,4,0,0,0,0,1,1,0,0,3,1
