CODGEO,diversite_equip,dens_services,dens_commerces,dens_enseignement,dens_sante,dens_transports,dens_sport_culture,sup_services,sup_commerces,sup_enseignement,sup_sante,sup_transports,sup_sport_culture
21301,2,22.14,7.38,0.0,0.0,0.0,0.0,1,1,0,0,0,0
21302,1,8.47,8.47,0.0,0.0,0.0,0.0,0,1,0,0,0,0
21303,1,71.43,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21304,3,15.44,3.86,0.0,7.72,0.0,7.72,0,1,0,1,0,1
21305,1,10.75,0.0,0.0,0.0,0.0,5.38,0,0,0,0,0,1
21306,0,9.35,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21307,0,13.79,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21308,0,10.26,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21309,0,11.24,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21310,1,26.79,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21311,0,14.29,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21312,1,38.46,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21313,1,21.74,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21314,1,25.64,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21315,2,15.61,0.0,0.0,1.64,0.0,4.93,0,0,0,1,0,1
21316,0,15.53,0.0,0.0,0.0,0.0,3.11,0,0,0,0,0,0
21317,3,16.15,9.92,0.23,3.92,0.0,3.69,0,1,1,1,0,0
21319,0,13.23,2.21,0.0,1.1,0.0,2.21,0,0,0,0,0,0
21320,3,16.46,5.06,0.0,1.27,0.0,5.06,0,1,0,1,0,1
21321,2,26.67,13.33,0.0,0.0,0.0,0.0,1,1,0,0,0,0
21322,0,3.24,0.0,0.0,0.0,0.0,3.24,0,0,0,0,0,0
21323,2,20.27,0.0,0.0,13.51,0.0,0.0,1,0,0,1,0,0
21324,1,39.22,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21325,0,15.87,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21326,0,12.35,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21327,2,16.13,0.0,0.0,4.03,0.0,20.16,0,0,0,1,0,1
21328,1,19.61,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21329,1,25.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21330,2,18.42,0.0,0.0,2.63,0.0,5.26,0,0,0,1,0,1
21331,2,5.92,0.0,0.0,2.96,0.0,11.83,0,0,0,1,0,1
21332,1,15.89,1.99,0.0,3.97,0.0,3.97,0,0,0,1,0,0
21333,2,26.67,4.44,0.0,0.0,0.0,4.44,1,1,0,0,0,0
21334,2,18.63,0.0,0.0,0.0,0.0,14.49,1,0,0,0,0,1
21335,1,45.45,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21336,4,13.57,7.54,1.51,10.56,0.0,16.59,0,1,1,1,0,1
21337,1,14.63,2.19,0.0,1.46,0.0,3.66,0,0,0,1,0,0
21338,3,19.87,6.62,0.0,6.62,0.0,0.0,1,1,0,1,0,0
21339,4,19.8,0.0,0.0,1.98,1.98,9.9,1,0,0,1,1,1
21340,0,15.69,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21341,2,20.0,10.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0
21342,0,14.08,0.0,0.0,0.0,0.0,2.35,0,0,0,0,0,0
21343,1,41.67,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21344,0,8.81,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21345,2,30.3,0.0,0.0,0.0,0.0,5.05,1,0,0,0,0,1
21346,2,10.17,10.17,0.0,0.0,0.0,10.17,0,1,0,0,0,1
21347,4,36.83,5.67,0.0,2.83,0.0,22.66,1,1,0,1,0,1
21348,1,29.41,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21349,5,29.35,10.48,2.1,8.39,0.0,12.58,1,1,1,1,0,1
21350,0,17.86,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21351,2,10.3,0.86,0.0,1.72,0.0,6.87,0,0,0,1,0,1
21352,4,20.03,5.23,0.0,2.61,0.0,6.1,1,1,0,1,0,1
21353,3,19.13,1.66,0.0,0.83,0.83,4.99,1,0,0,0,1,1
21354,1,18.18,0.0,0.0,0.0,0.0,18.18,0,0,0,0,0,1
21355,3,17.4,3.57,0.12,2.42,0.0,2.54,0,1,1,1,0,0
21356,2,20.92,2.99,0.0,0.6,0.6,1.2,1,0,0,0,1,0
21357,2,26.32,0.0,0.0,0.0,0.0,8.77,1,0,0,0,0,1
21358,1,10.42,5.21,0.0,0.0,0.0,0.0,0,1,0,0,0,0
21359,0,17.54,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21360,1,25.42,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21361,2,15.75,1.97,0.0,3.94,0.0,7.87,0,0,0,1,0,1
21362,1,22.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21363,1,25.16,0.0,0.0,0.0,0.0,3.14,1,0,0,0,0,0
21364,1,36.59,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21365,1,39.47,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21366,1,9.13,0.0,0.0,0.0,0.0,9.13,0,0,0,0,0,1
21367,2,42.15,0.0,0.0,0.0,0.0,7.66,1,0,0,0,0,1
21368,1,8.4,0.0,0.0,0.0,0.0,8.4,0,0,0,0,0,1
21369,0,9.23,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21370,3,15.86,3.4,0.0,2.27,0.0,6.8,0,1,0,1,0,1
21371,2,15.19,1.27,0.0,1.27,0.0,5.06,0,0,0,1,0,1
21372,1,25.64,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21373,4,21.82,0.0,0.0,2.57,1.28,5.13,1,0,0,1,1,1
21374,1,40.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21375,1,10.2,0.0,0.0,0.0,0.0,15.31,0,0,0,0,0,1
21376,1,20.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21377,1,22.22,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21378,1,33.71,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21379,0,13.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21380,0,18.52,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21381,1,22.47,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21382,2,16.04,5.35,0.0,0.0,0.0,5.35,0,1,0,0,0,1
21383,2,12.76,2.9,0.0,1.74,0.58,1.74,0,0,0,1,1,0
21384,2,53.33,13.33,0.0,0.0,0.0,0.0,1,1,0,0,0,0
21385,3,21.41,0.0,0.0,3.06,0.0,9.17,1,0,0,1,0,1
21386,2,25.08,0.0,0.0,0.0,0.0,12.54,1,0,0,0,0,1
21387,0,9.17,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21388,2,6.54,1.63,0.0,1.63,0.0,4.9,0,0,0,1,0,1
21389,2,40.0,15.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0
21390,4,19.21,8.85,0.19,2.26,0.0,3.01,1,1,1,1,0,0
21391,2,13.08,1.19,0.0,2.38,0.0,5.95,0,0,0,1,0,1
21392,0,16.39,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21393,1,12.05,6.02,0.0,0.0,0.0,0.0,0,1,0,0,0,0
21394,3,25.97,6.49,0.0,0.0,0.0,12.99,1,1,0,0,0,1
21395,1,43.96,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21396,0,14.71,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21397,0,11.56,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21398,3,21.86,5.46,0.0,2.73,0.0,2.73,1,1,0,1,0,0
21399,0,17.17,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21400,1,22.22,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21401,2,9.35,0.0,0.0,6.23,0.0,9.35,0,0,0,1,0,1
21402,1,71.43,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21403,1,12.2,12.2,0.0,0.0,0.0,0.0,0,1,0,0,0,0
21404,1,12.47,7.48,0.0,0.0,0.0,0.0,0,1,0,0,0,0
21405,3,21.12,7.45,0.0,1.24,0.0,6.21,1,1,0,0,0,1
21406,1,19.76,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21407,1,8.2,4.1,0.0,0.0,0.0,0.0,0,1,0,0,0,0
21408,2,7.65,2.94,0.0,4.12,0.0,4.71,0,0,0,1,0,1
21409,1,11.52,0.0,0.0,0.0,0.0,6.91,0,0,0,0,0,1
21410,1,34.48,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21411,1,10.42,1.74,0.0,1.74,0.0,3.47,0,0,0,1,0,0
21412,3,15.11,12.23,0.0,1.44,0.72,2.88,0,1,0,1,1,0
21413,0,14.71,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21414,1,27.95,0.0,0.0,0.0,0.0,3.11,1,0,0,0,0,0
21415,2,27.03,0.0,0.0,0.0,0.0,10.81,1,0,0,0,0,1
21416,4,17.33,6.12,0.51,6.63,0.0,4.59,0,1,1,1,0,1
21417,1,9.52,9.52,0.0,0.0,0.0,0.0,0,1,0,0,0,0
21418,1,53.57,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21419,1,18.52,0.0,0.0,0.0,0.0,11.11,0,0,0,0,0,1
21420,0,12.66,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21421,4,21.28,8.51,0.0,4.26,0.0,8.51,1,1,0,1,0,1
21422,1,61.54,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21423,2,10.47,3.93,0.0,1.31,0.0,1.31,0,1,0,1,0,0
21424,0,8.85,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21425,5,13.78,9.4,0.21,6.47,0.21,5.64,0,1,1,1,1,1
21426,0,9.57,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21427,0,5.41,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21428,2,13.07,13.07,0.0,0.0,0.0,6.54,0,1,0,0,0,1
21429,2,20.98,0.0,0.0,0.0,0.0,6.99,1,0,0,0,0,1
21430,1,36.14,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21431,1,25.97,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21432,4,20.16,8.06,0.0,20.16,0.0,12.1,1,1,0,1,0,1
21433,2,18.37,5.25,0.0,0.0,0.0,5.25,0,1,0,0,0,1
21434,1,15.46,5.15,0.0,0.0,0.0,0.0,0,1,0,0,0,0
21435,1,27.12,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21436,2,27.59,0.0,0.0,0.0,0.0,6.9,1,0,0,0,0,1
21437,2,20.58,0.0,0.0,0.0,0.0,8.23,1,0,0,0,0,1
21438,1,27.4,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21439,1,21.51,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21440,2,19.9,0.0,0.0,0.0,0.0,4.98,1,0,0,0,0,1
21441,1,28.46,0.0,0.0,0.0,0.0,4.07,1,0,0,0,0,0
21442,2,15.5,9.3,0.0,0.0,0.0,4.65,0,1,0,0,0,1
21444,0,14.93,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21445,2,33.78,0.0,0.0,0.0,0.0,6.76,1,0,0,0,0,1
21446,2,19.53,0.0,0.0,7.81,0.0,0.0,1,0,0,1,0,0
21447,0,11.49,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21448,0,10.87,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21449,1,23.12,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21450,1,11.98,5.99,0.0,0.0,0.0,0.0,0,1,0,0,0,0
21451,2,38.46,0.0,0.0,0.0,0.0,12.82,1,0,0,0,0,1
21452,1,12.4,0.95,0.0,1.59,0.0,3.81,0,0,0,1,0,0
21454,1,18.69,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21455,2,14.71,0.0,0.0,4.9,0.0,4.9,0,0,0,1,0,1
21456,2,19.61,0.0,0.0,0.0,0.0,6.54,1,0,0,0,0,1
21457,1,25.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21458,1,10.47,5.24,0.0,0.87,0.0,3.49,0,1,0,0,0,0
21459,1,30.57,0.0,0.0,0.0,0.0,4.37,1,0,0,0,0,0
21460,0,16.39,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21461,4,16.19,11.26,0.7,7.74,0.0,7.74,0,1,1,1,0,1
21462,0,10.58,2.12,0.0,1.06,0.0,4.23,0,0,0,0,0,0
21463,1,49.18,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21464,4,16.01,9.98,0.19,4.14,0.19,3.77,0,1,1,1,1,0
21465,1,12.66,0.0,0.0,0.0,0.0,12.66,0,0,0,0,0,1
21466,2,24.39,24.39,0.0,0.0,0.0,0.0,1,1,0,0,0,0
21467,1,24.19,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21468,0,11.49,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21469,0,8.87,2.22,0.0,0.0,0.0,2.22,0,0,0,0,0,0
21470,2,19.23,19.23,0.0,0.0,0.0,0.0,1,1,0,0,0,0
21471,1,142.86,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21472,2,28.9,0.0,0.0,0.0,0.0,5.78,1,0,0,0,0,1
21473,1,9.98,0.0,0.0,0.62,0.62,3.74,0,0,0,0,1,0
21474,2,19.37,4.84,0.0,0.0,0.0,2.42,1,1,0,0,0,0
21475,5,20.28,4.06,0.0,4.06,2.03,8.11,1,1,0,1,1,1
21476,2,24.1,0.0,0.0,0.0,0.0,6.02,1,0,0,0,0,1
21477,1,37.04,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21478,1,17.61,0.0,0.0,0.0,0.0,7.04,0,0,0,0,0,1
21479,1,24.69,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21480,3,29.41,4.2,0.0,0.0,0.0,12.61,1,1,0,0,0,1
21481,1,14.67,4.0,0.0,0.44,0.0,2.67,0,1,0,0,0,0
21482,3,9.43,4.72,0.0,3.14,0.0,4.72,0,1,0,1,0,1
21483,1,6.67,0.0,0.0,3.33,0.0,0.0,0,0,0,1,0,0
21484,1,47.62,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21485,1,9.53,1.99,0.0,2.38,0.0,3.57,0,0,0,1,0,0
21487,0,9.43,2.36,0.0,0.0,0.0,2.36,0,0,0,0,0,0
21488,0,15.87,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21489,3,33.33,16.67,0.0,0.0,0.0,16.67,1,1,0,0,0,1
21490,2,19.35,0.0,0.0,0.0,0.0,6.45,1,0,0,0,0,1
21491,1,55.56,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21492,4,31.6,13.54,0.0,2.26,0.0,4.51,1,1,0,1,0,1
21493,2,17.51,1.75,0.0,1.75,0.0,5.25,0,0,0,1,0,1
21494,0,11.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21495,1,12.58,12.58,0.0,0.0,0.0,0.0,0,1,0,0,0,0
21496,5,26.34,10.07,0.77,8.52,0.0,6.97,1,1,1,1,0,1
21497,1,16.95,0.0,0.0,0.0,0.0,22.6,0,0,0,0,0,1
21498,1,20.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21499,2,10.15,0.0,0.0,5.08,0.0,10.15,0,0,0,1,0,1
21500,1,17.42,1.74,0.0,1.74,0.0,0.0,0,0,0,1,0,0
21501,5,30.4,14.23,1.29,11.0,0.0,5.17,1,1,1,1,0,1
21502,3,21.28,1.64,0.0,1.64,0.0,4.91,1,0,0,1,0,1
21503,1,22.06,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21504,2,21.98,10.99,0.0,0.0,0.0,0.0,1,1,0,0,0,0
21505,4,28.09,7.02,0.0,7.02,0.0,9.83,1,1,0,1,0,1
21506,2,8.24,5.49,0.0,0.0,0.0,5.49,0,1,0,0,0,1
21508,2,25.86,0.0,0.0,0.0,0.0,6.47,1,0,0,0,0,1
21510,1,25.48,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21511,0,7.58,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21512,3,24.59,16.39,0.0,2.73,0.0,2.73,1,1,0,1,0,0
21514,1,19.8,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21515,3,14.55,17.93,0.11,2.48,0.0,3.16,0,1,1,1,0,0
21516,1,51.28,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21517,0,17.93,0.0,0.0,0.0,0.0,1.99,0,0,0,0,0,0
21518,0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21519,5,26.39,8.8,2.93,17.6,0.0,23.46,1,1,1,1,0,1
21520,0,13.07,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21521,0,13.99,0.0,0.0,1.08,0.0,2.15,0,0,0,0,0,0
21522,1,12.77,2.13,0.0,4.26,0.0,2.13,0,0,0,1,0,0
21523,0,12.66,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21524,1,44.44,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21525,3,17.78,7.78,0.0,3.33,0.0,5.56,0,1,0,1,0,1
21526,1,24.39,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21527,2,10.75,3.58,0.0,0.0,0.0,7.17,0,1,0,0,0,1
21528,0,7.41,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21529,1,19.61,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21530,1,13.99,0.0,0.0,0.0,0.0,13.99,0,0,0,0,0,1
21531,4,20.12,4.02,0.0,6.04,0.0,14.08,1,1,0,1,0,1
21532,1,11.62,2.49,0.0,0.83,0.0,4.98,0,0,0,0,0,1
21533,1,23.26,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21534,1,10.71,2.68,0.0,0.0,0.0,6.69,0,0,0,0,0,1
21535,2,20.77,0.0,0.0,0.74,0.74,3.71,1,0,0,0,1,0
21536,1,17.36,3.47,0.0,0.0,0.0,0.0,0,1,0,0,0,0
21537,1,42.37,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21538,0,17.09,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21539,1,50.85,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21540,2,18.02,3.74,0.0,2.27,0.0,3.34,0,1,0,1,0,0
21541,4,19.61,24.51,0.0,4.9,0.0,14.71,1,1,0,1,0,1
21542,0,10.94,2.19,0.0,0.0,0.0,4.38,0,0,0,0,0,0
21543,1,15.96,5.32,0.0,0.0,0.0,0.0,0,1,0,0,0,0
21544,2,37.04,0.0,0.0,0.0,0.0,18.52,1,0,0,0,0,1
21545,3,18.46,3.26,0.0,2.17,0.0,9.77,0,1,0,1,0,1
21546,1,24.75,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21547,2,13.76,9.17,0.0,0.0,0.0,4.59,0,1,0,0,0,1
21548,1,33.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21549,2,24.39,0.0,0.0,0.0,0.0,12.2,1,0,0,0,0,1
21550,1,25.21,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21552,1,27.78,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21553,1,38.1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21554,3,30.39,9.8,0.0,6.86,0.0,3.92,1,1,0,1,0,0
21555,4,22.29,5.57,0.0,3.72,0.62,3.72,1,1,0,1,1,0
21556,0,16.53,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21557,3,36.7,9.17,0.0,0.0,0.0,18.35,1,1,0,0,0,1
21558,1,17.64,2.21,0.0,1.1,0.0,7.72,0,0,0,0,0,1
21559,2,21.49,1.43,0.0,2.87,0.0,2.87,1,0,0,1,0,0
21560,0,10.31,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21561,1,21.55,2.16,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21562,2,20.1,0.0,0.0,0.0,0.0,5.03,1,0,0,0,0,1
21563,0,17.54,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21564,2,15.27,5.09,0.0,0.0,0.0,5.09,0,1,0,0,0,1
21565,1,3.77,0.0,0.0,0.0,0.0,9.42,0,0,0,0,0,1
21566,2,21.74,0.0,0.0,14.49,0.0,0.0,1,0,0,1,0,0
21567,1,38.65,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21568,2,24.85,1.46,0.0,0.0,0.0,5.85,1,0,0,0,0,1
21569,2,14.56,4.85,0.0,0.0,0.0,14.56,0,1,0,0,0,1
21570,1,5.81,0.0,0.0,0.0,0.0,5.81,0,0,0,0,0,1
21571,0,8.7,0.0,0.0,0.0,0.0,4.35,0,0,0,0,0,0
21572,2,12.44,4.98,0.0,2.49,0.0,2.49,0,1,0,1,0,0
21573,4,32.97,13.74,0.0,21.98,0.0,13.74,1,1,0,1,0,1
21574,0,10.61,2.65,0.0,0.0,0.0,2.65,0,0,0,0,0,0
21575,0,18.29,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21576,3,19.23,0.0,0.0,6.41,0.0,6.41,1,0,0,1,0,1
21577,4,42.33,6.8,0.0,1.51,0.76,0.76,1,1,0,1,1,0
21578,0,6.31,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21579,4,38.65,4.83,0.0,9.66,0.0,9.66,1,1,0,1,0,1
21580,1,15.27,7.63,0.0,0.0,0.0,0.0,0,1,0,0,0,0
21581,0,7.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21582,4,11.33,11.33,0.0,4.53,1.13,9.06,0,1,0,1,1,1
21583,1,34.48,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21584,5,24.96,15.49,0.43,9.9,0.0,5.59,1,1,1,1,0,1
21585,3,17.84,1.98,0.0,1.98,0.99,7.93,0,0,0,1,1,1
21586,1,8.42,1.4,0.0,2.81,0.0,0.0,0,0,0,1,0,0
21587,2,16.13,0.0,0.0,4.03,0.0,12.1,0,0,0,1,0,1
21588,0,14.49,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21589,2,30.0,0.0,0.0,0.0,0.0,20.0,1,0,0,0,0,1
21590,4,21.0,4.67,0.0,3.11,0.0,4.67,1,1,0,1,0,1
21591,2,9.27,0.0,0.0,2.32,0.0,6.95,0,0,0,1,0,1
21592,0,12.99,0.0,0.0,0.0,0.0,4.33,0,0,0,0,0,0
21593,0,12.66,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21594,1,10.31,0.0,0.0,0.0,0.0,15.46,0,0,0,0,0,1
21595,1,13.16,0.0,0.0,0.0,0.0,6.58,0,0,0,0,0,1
21596,0,13.05,0.0,0.0,0.0,0.0,2.61,0,0,0,0,0,0
21597,0,18.18,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21598,1,18.75,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21599,4,14.63,4.6,0.42,2.93,0.0,4.6,0,1,1,1,0,1
21600,2,31.25,7.81,0.0,0.0,0.0,0.0,1,1,0,0,0,0
21601,1,32.26,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21602,1,68.97,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21603,5,20.65,11.8,0.49,5.41,0.0,6.15,1,1,1,1,0,1
21604,1,29.63,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21605,1,12.22,2.44,0.0,1.96,0.0,3.91,0,0,0,1,0,0
21606,1,15.13,3.92,0.0,1.12,0.0,2.8,0,1,0,0,0,0
21607,5,18.15,11.67,0.43,9.08,0.43,6.91,0,1,1,1,1,1
21608,2,39.6,9.9,0.0,0.0,0.0,0.0,1,1,0,0,0,0
21609,3,23.9,0.0,0.0,3.98,0.0,11.95,1,0,0,1,0,1
21610,0,13.93,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21611,5,27.31,15.76,1.05,11.55,0.0,9.45,1,1,1,1,0,1
21612,1,23.81,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21613,2,31.06,0.0,0.0,0.0,0.0,12.42,1,0,0,0,0,1
21614,2,12.63,0.0,0.0,2.53,0.0,5.05,0,0,0,1,0,1
21615,1,8.3,4.15,0.0,0.0,0.0,0.0,0,1,0,0,0,0
21616,3,20.41,5.1,0.0,0.0,0.0,10.2,1,1,0,0,0,1
21617,2,7.23,2.02,0.08,1.77,0.0,1.43,0,0,1,1,0,0
21618,2,14.6,0.0,0.0,1.82,0.0,10.95,0,0,0,1,0,1
21619,0,13.64,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21620,2,44.03,0.0,0.0,0.0,0.0,6.29,1,0,0,0,0,1
21622,1,20.24,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21623,0,7.75,1.94,0.0,0.65,0.0,2.58,0,0,0,0,0,0
21624,0,7.04,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21625,2,48.19,12.05,0.0,0.0,0.0,0.0,1,1,0,0,0,0
21626,1,46.88,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21627,3,33.33,0.0,0.0,0.0,11.11,11.11,1,0,0,0,1,1
21628,0,16.13,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21629,2,29.22,3.25,0.0,0.0,0.0,3.25,1,1,0,0,0,0
21630,0,4.65,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21631,0,17.86,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21632,4,19.23,3.66,0.0,3.66,0.0,4.58,1,1,0,1,0,1
21633,2,47.12,0.0,0.0,0.0,0.0,5.24,1,0,0,0,0,1
21634,2,44.44,7.41,0.0,0.0,0.0,0.0,1,1,0,0,0,0
21635,1,29.7,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21636,1,27.56,0.0,0.0,0.0,0.0,3.94,1,0,0,0,0,0
21637,1,14.08,0.0,0.0,0.0,0.0,18.78,0,0,0,0,0,1
21638,0,17.27,2.59,0.0,0.86,0.0,4.32,0,0,0,0,0,0
21639,2,13.59,0.0,0.0,1.36,1.36,2.72,0,0,0,1,1,0
21640,2,18.87,4.72,0.0,0.0,0.0,0.0,1,1,0,0,0,0
21641,1,13.02,0.0,0.0,0.0,0.0,6.51,0,0,0,0,0,1
21642,4,19.51,7.32,0.0,2.44,0.0,17.07,1,1,0,1,0,1
21643,0,11.52,0.0,0.0,0.0,0.0,2.3,0,0,0,0,0,0
21644,0,11.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
21645,1,13.25,1.66,0.0,1.66,0.0,1.66,0,0,0,1,0,0
21646,1,23.44,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21647,1,33.9,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
21648,1,11.36,0.0,0.0,0.0,0.0,5.68,0,0,0,0,0,1
