codgeo,libgeo,code_epci,n_ecoles_c108,n_equipements,n_carreaux,pop_insee,pct_habitat_zone_ecole_15,pct_equipements_zone_ecole_15
73106,École,200069110,1,3,18,257,79.57,100.0
73107,Entremont-le-Vieux,200040111,1,6,85,613,50.49,83.33
73109,Épierre,247300676,1,6,23,673,98.66,100.0
73110,Esserts-Blay,200068997,1,6,45,582,87.1,100.0
73113,Feissons-sur-Salins,200040798,1,1,9,160,100.0,100.0
73114,Flumet,200068997,2,14,60,484,69.87,78.57
73116,Fontcouverte-la-Toussuire,200070464,3,9,57,419,98.09,88.89
73117,Fourneaux,200070340,1,12,5,221,100.0,100.0
73119,Freney,200070340,0,6,5,35,0.0,0.0
73120,Fréterive,200041010,1,6,39,610,80.33,100.0
73121,Frontenex,200068997,3,30,20,1259,100.0,100.0
73122,Gerbaix,247300668,0,2,46,424,3.77,0.0
73123,La Giettaz,200068997,1,5,43,362,76.52,80.0
73124,Gilly-sur-Isère,200068997,2,24,76,2464,95.37,83.33
73128,Grésy-sur-Aix,200068674,3,40,142,4281,99.56,100.0
73129,Grésy-sur-Isère,200068997,1,6,22,880,100.0,100.0
73130,Grignon,200068997,2,13,37,1450,100.0,100.0
73131,Hautecour,200023299,1,2,23,305,99.34,100.0
73132,Hauteluce,200068997,2,18,119,667,47.9,50.0
73133,Hauteville,200041010,0,1,16,248,6.04,0.0
73135,La Tour-en-Maurienne,200070464,3,13,51,983,98.68,92.31
73137,Jacob-Bellecombette,200069110,3,8,33,2102,100.0,100.0
73138,Jarrier,200070464,1,3,59,472,98.73,100.0
73139,Jarsy,200069110,0,1,24,200,65.0,100.0
73140,Jongieux,247300262,1,1,23,303,100.0,100.0
73141,Laissaud,200041010,1,8,32,718,99.86,100.0
73142,Landry,247300817,1,10,36,772,99.35,100.0
73145,Lépin-le-Lac,247300668,2,6,40,394,67.22,16.67
73146,Lescheraines,200069110,1,14,46,544,71.14,100.0
73147,Loisieux,247300262,0,1,36,224,19.91,0.0
73149,Lucey,247300262,1,3,30,280,100.0,100.0
73150,La Plagne Tarentaise,247300817,7,48,202,3653,93.33,83.33
73151,Porte-de-Savoie,200041010,5,24,171,3557,91.03,91.67
73152,Marcieux,247300668,0,2,16,158,1.26,0.0
73153,Marthod,200068997,1,9,89,1287,98.02,100.0
73154,Mercury,200068997,3,11,142,3265,95.54,100.0
73155,Méry,200068674,2,5,58,2150,96.05,100.0
73156,Meyrieux-Trouet,247300262,1,3,46,324,79.94,100.0
73157,Modane,200070340,4,29,57,2878,95.05,93.1
73159,Les Mollettes,200041010,1,5,32,792,96.72,100.0
73160,Montagnole,200069110,1,6,82,990,76.33,83.33
73161,Montagny,200040798,1,4,21,562,90.83,100.0
73162,Montailleur,200068997,1,6,45,526,100.0,100.0
73164,Montcel,200068674,1,2,85,1078,89.24,100.0
73166,Montendry,200041010,0,1,8,43,34.88,0.0
73168,Montgilbert,247300676,0,1,21,100,23.0,0.0
73170,Monthion,200068997,1,3,18,367,100.0,100.0
73171,Montmélian,200041010,5,37,32,2956,100.0,100.0
73173,Montricher-Albanne,200070464,1,9,25,446,88.24,88.89
73175,Montsapey,247300676,0,1,19,72,0.0,0.0
73176,Montvalezan,247300254,2,14,57,646,68.03,78.57
73177,Montvernier,200070464,0,2,13,240,70.83,100.0
73178,La Motte-en-Bauges,200069110,0,4,44,478,71.2,100.0
73179,La Motte-Servolex,200069110,12,78,257,11334,95.99,93.59
73180,Motz,200068674,1,3,46,440,81.14,66.67
73181,Moûtiers,200023299,5,37,32,2800,100.0,100.0
73182,Mouxy,200068674,1,7,47,1618,100.0,100.0
73183,Myans,200041010,3,7,49,1088,84.1,100.0
73184,Nances,247300668,0,2,40,530,33.96,50.0
73186,Notre-Dame-de-Bellecombe,200068997,1,11,61,466,52.31,81.82
73187,La Léchère,247300015,6,16,143,2454,90.94,93.75
73188,Notre-Dame-des-Millières,200068997,1,2,50,857,98.02,100.0
73189,Notre-Dame-du-Cruet,247300361,0,1,9,110,100.0,100.0
73190,Notre-Dame-du-Pré,200023299,0,2,15,207,39.86,0.0
73191,Novalaise,247300668,3,20,152,2092,80.6,95.0
73192,Le Noyer,200069110,0,2,26,195,0.0,0.0
73193,Ontex,200068674,0,1,9,64,3.12,0.0
73194,Orelle,247300452,2,6,25,288,65.16,83.33
73196,Pallud,200068997,1,1,42,688,100.0,100.0
73197,Peisey-Nancroix,247300817,2,11,40,567,72.31,72.73
73200,Planaise,200041010,1,2,19,440,100.0,100.0
73201,Planay,200040798,1,4,24,432,71.06,75.0
73202,Plancherine,200068997,0,1,18,286,91.96,100.0
73204,Le Pont-de-Beauvoisin,247300528,2,33,26,1321,100.0,100.0
73205,Le Pontet,200041010,0,1,23,118,5.93,0.0
73206,Pralognan-la-Vanoise,200040798,2,10,32,632,100.0,100.0
73207,Presle,200041010,1,2,44,389,99.74,100.0
73208,Pugny-Chatenod,200068674,1,5,52,950,99.79,100.0
73210,Puygros,200069110,1,3,37,386,99.74,100.0
73211,Queige,200068997,1,4,134,856,77.51,100.0
73212,Val-d'Arc,247300676,4,19,71,1768,92.48,94.74
73213,La Ravoire,200069110,8,76,99,7415,100.0,100.0
73214,Rochefort,247300528,1,4,41,216,79.17,100.0
73215,Valgelon-La Rochette,200041010,4,35,87,3588,99.19,100.0
73216,Rognaix,200068997,1,2,14,386,91.44,100.0
73217,Rotherens,200041010,0,3,17,266,93.62,100.0
73218,Ruffieux,200068674,2,9,59,798,98.87,100.0
73219,Saint-Alban-de-Montbel,247300668,1,4,35,523,83.94,25.0
73220,Saint-Alban-d'Hurtières,247300676,0,2,50,368,19.29,0.0
73221,Saint-Alban-des-Villards,247300361,0,2,14,82,81.82,100.0
73222,Saint-Alban-Leysse,200069110,5,46,102,5846,96.68,100.0
73223,Saint-André,200070340,1,5,29,371,42.05,20.0
73224,Saint-Avre,247300361,1,4,20,558,100.0,100.0
73225,Saint-Baldoph,200069110,2,16,84,2687,98.88,100.0
73226,Saint-Béron,247300528,1,8,111,1555,85.88,62.5
73227,Courchevel,200040798,6,39,111,2059,94.41,92.31
73228,Saint-Cassin,200069110,1,3,55,850,98.35,100.0
73229,Saint-Christophe,200040111,0,5,58,484,1.86,40.0
73230,Saint-Colomban-des-Villards,247300361,1,6,23,120,40.83,16.67
73231,Saint-Étienne-de-Cuines,247300361,2,8,36,1088,99.72,100.0
73232,Sainte-Foy-Tarentaise,247300254,2,10,48,618,71.76,60.0
73233,Saint-Franc,200040111,0,1,39,132,0.0,0.0
73234,Saint-François-de-Sales,200069110,0,1,18,145,0.0,0.0
73235,Saint François Longchamp,247300361,1,12,64,360,18.64,16.67
73236,Saint-Genix-les-Villages,247300528,6,21,218,2706,88.43,95.24
73237,Saint-Georges-d'Hurtières,247300676,1,3,59,362,83.59,100.0
73240,Sainte-Hélène-du-Lac,200041010,1,6,52,836,98.08,100.0
73241,Sainte-Hélène-sur-Isère,200068997,1,14,54,1209,98.43,100.0
73242,Saint-Jean-d'Arves,200070464,2,7,41,268,89.74,100.0
73243,Saint-Jean-d'Arvey,200069110,2,11,61,1738,95.66,100.0
73245,Saint-Jean-de-Chevelu,247300262,1,3,50,770,81.16,100.0
73246,Saint-Jean-de-Couz,200040111,1,2,14,282,100.0,100.0
73247,Saint-Jean-de-la-Porte,200041010,2,4,58,968,96.74,100.0
73248,Saint-Jean-de-Maurienne,200070464,7,60,102,6922,99.09,100.0
73249,Saint-Jeoire-Prieuré,200069110,1,14,43,1851,97.06,100.0
73250,Saint-Julien-Mont-Denis,200070464,3,13,61,1583,97.69,100.0
73252,Saint-Léger,247300676,1,2,28,234,100.0,100.0
73253,Saint-Marcel,200023299,1,8,26,490,81.82,87.5
73254,Sainte-Marie-d'Alvey,247300528,0,1,19,121,72.73,100.0
73255,Sainte-Marie-de-Cuines,247300361,2,8,39,755,94.3,100.0
73256,Saint-Martin-d'Arc,247300452,1,4,15,294,99.66,100.0
73257,Les Belleville,200023299,8,55,162,3400,81.84,58.18
73258,Saint-Martin-de-la-Porte,247300452,1,4,28,720,99.86,100.0
73259,Saint-Martin-sur-la-Chambre,247300361,1,2,21,362,90.62,100.0
73261,Saint-Michel-de-Maurienne,247300452,3,22,63,1942,95.08,100.0
73262,Saint-Nicolas-la-Chapelle,200068997,1,6,64,460,88.47,100.0
73263,Saint-Offenge,200068674,1,3,90,1044,89.37,100.0
73265,Saint-Ours,200068674,1,4,47,646,97.21,100.0
73267,Saint-Pancrace,200070464,0,1,15,195,55.9,100.0
73268,Saint-Paul-sur-Isère,200068997,1,5,31,434,99.77,100.0
73269,Saint-Paul,247300262,1,6,73,622,79.18,66.67
73270,Saint-Pierre-d'Albigny,200041010,4,27,131,3940,95.09,88.89
73271,Saint-Pierre-d'Alvey,247300262,0,2,41,310,0.0,0.0
73272,Saint-Pierre-de-Belleville,247300676,0,6,19,158,2.53,0.0
73273,Saint-Pierre-de-Curtille,200068674,1,4,30,350,100.0,100.0
73274,Saint-Pierre-d'Entremont,200040111,1,8,45,302,58.37,75.0
73275,Saint-Pierre-de-Genebroz,200040111,0,1,45,308,40.0,0.0
73276,Saint-Pierre-de-Soucy,200041010,1,2,42,430,81.96,100.0
73277,Sainte-Reine,200069110,0,1,17,150,0.0,0.0
73278,Saint-Rémy-de-Maurienne,247300361,2,8,60,1254,100.0,100.0
73280,Saint-Sorlin-d'Arves,200070464,2,10,28,312,99.36,90.0
73281,Saint-Sulpice,200069110,1,3,60,756,76.19,100.0
73282,Saint-Thibaud-de-Couz,200040111,1,5,74,1008,76.19,60.0
73283,Saint-Vital,200068997,1,5,26,560,100.0,100.0
73284,Salins-Fontaine,200023299,2,16,35,752,83.99,93.75
73285,Séez,247300254,2,23,67,2285,95.08,100.0
73286,Serrières-en-Chautagne,200068674,2,9,78,1158,81.96,77.78
73288,Sonnaz,200069110,1,5,64,1758,99.66,100.0
73289,La Table,200041010,0,3,55,328,13.13,33.33
73290,Val-Cenis,200070340,6,43,106,2019,92.05,100.0
73292,Thénésol,200068997,1,2,33,294,97.28,100.0
73293,Thoiry,200069110,1,4,34,431,87.12,100.0
73294,La Thuile,200069110,1,2,39,324,62.13,100.0
73296,Tignes,247300254,4,29,42,1777,79.88,72.41
73297,Tournon,200068997,1,13,23,352,100.0,100.0
73298,Tours-en-Savoie,200068997,1,7,36,910,100.0,100.0
73299,Traize,247300262,1,3,39,278,97.48,100.0
73300,Tresserve,200068674,3,7,56,2458,100.0,100.0
73301,Trévignin,200068674,1,3,51,772,84.72,100.0
73302,La Trinité,200041010,0,4,26,358,30.68,25.0
73303,Ugine,200068997,7,46,247,6859,87.61,93.48
73304,Val-d'Isère,247300254,3,23,40,1347,94.99,86.96
73306,Valloire,247300452,2,8,70,1010,79.01,100.0
73307,Valmeinier,247300452,1,10,29,280,80.71,40.0
73308,Venthon,200068997,1,3,26,570,100.0,100.0
73309,Verel-de-Montbel,247300528,1,2,42,308,100.0,100.0
73310,Verel-Pragondran,200069110,0,4,25,500,0.0,0.0
73311,Le Verneil,200041010,0,1,8,90,0.0,0.0
73312,Verrens-Arvey,200068997,1,4,51,860,98.2,100.0
73313,Verthemex,247300262,1,1,27,242,95.03,100.0
73314,Villard-d'Héry,200041010,0,2,18,270,86.48,50.0
73315,Villard-Léger,200041010,1,2,32,403,57.69,100.0
73316,Villard-Sallet,200041010,1,3,21,307,100.0,100.0
73317,Villard-sur-Doron,200068997,1,7,95,705,79.22,85.71
73318,Villarembert,200070464,1,12,23,214,100.0,100.0
73320,Villargondran,200070464,1,5,23,772,99.61,100.0
73322,Villarodin-Bourget,200070340,0,4,25,491,17.52,0.0
73323,Villaroger,247300254,1,2,29,283,89.05,100.0
73324,Villaroux,200041010,0,3,12,156,59.49,100.0
73326,Vimines,200069110,2,8,131,2206,77.79,62.5
73327,Vions,200068674,1,2,25,385,100.0,100.0
73328,Viviers-du-Lac,200068674,1,10,46,1720,100.0,100.0
73329,Voglans,200068674,3,22,41,1636,100.0,100.0
73330,Yenne,247300262,3,31,148,2800,82.19,96.77
74001,Abondance,200071967,3,21,151,1364,39.32,57.14
74002,Alby-sur-Chéran,200066793,2,29,72,2480,92.76,96.55
74003,Alex,247400617,1,6,66,1072,77.83,100.0
74004,Allèves,200066793,1,2,21,383,87.47,100.0
74005,Allinges,200067551,3,26,143,4765,98.84,92.31
74006,Allonzier-la-Caille,247400112,2,20,67,1886,91.09,100.0
74007,Amancy,247400724,2,22,107,2384,99.83,100.0
74008,Ambilly,200011773,2,18,21,3206,100.0,100.0
74009,Andilly,247400112,1,2,30,829,99.28,100.0
74010,Annecy,200066793,93,643,849,122220,99.43,99.53
74012,Annemasse,200011773,21,155,69,19309,100.0,100.0
74013,Anthy-sur-Léman,200067551,1,22,73,2178,100.0,95.45
74014,Arâches-la-Frasse,200033116,4,24,121,1706,92.79,75.0
74015,Arbusigny,247400583,1,3,102,868,45.85,100.0
74016,Archamps,247400690,2,7,67,1790,99.94,100.0
74018,Arenthon,247400724,1,8,84,1806,60.19,87.5
74019,Argonay,200066793,4,23,59,3379,100.0,100.0
74020,Armoy,200067551,0,6,43,1430,49.72,83.33
74021,Arthaz-Pont-Notre-Dame,247400583,2,8,69,1491,95.84,100.0
74024,Ayse,200000172,2,10,105,2109,97.39,100.0
74025,Ballaison,200067551,1,7,87,1430,62.78,85.71
74026,La Balme-de-Sillingy,247400567,5,32,121,4851,98.64,100.0
74027,La Balme-de-Thuy,247400617,1,1,24,446,24.47,0.0
74029,Bassy,200070852,1,3,26,472,76.3,100.0
74030,La Baume,247400682,1,5,35,292,96.23,100.0
74031,Beaumont,247400690,2,11,66,2502,79.27,100.0
74032,Bellevaux,247400682,2,10,124,1312,52.46,90.0
74033,Bernex,200071967,2,6,68,1438,99.1,100.0
74034,Le Biot,247400682,1,9,45,531,80.04,100.0
74035,Bloye,247400740,1,3,47,524,100.0,100.0
74036,Bluffy,200066793,0,1,18,300,54.42,0.0
74037,Boëge,247400047,3,15,82,1585,85.05,100.0
74038,Bogève,247400047,1,6,83,1090,95.04,100.0
74040,Bonne,200011773,2,20,84,2422,97.63,100.0
74041,Bonnevaux,200071967,0,1,24,256,0.0,0.0
74042,Bonneville,200000172,10,68,211,10698,97.43,100.0
74043,Bons-en-Chablais,200067551,3,42,148,5660,94.74,95.24
74044,Bossey,247400690,1,4,19,503,100.0,100.0
74045,Le Bouchet-Mont-Charvin,247400617,1,2,40,250,89.58,100.0
74046,Boussy,247400740,1,3,37,470,100.0,100.0
74048,Brenthonne,200067551,1,6,51,1016,100.0,100.0
74049,Brizon,200000172,1,4,39,426,91.32,75.0
74050,Burdignin,247400047,1,2,69,650,97.69,100.0
74051,Cercier,247400112,1,4,75,685,78.76,100.0
74052,Cernex,247400112,1,4,70,1070,67.21,100.0
74053,Cervens,200067551,1,8,37,1006,95.63,100.0
74054,Chainaz-les-Frasses,200066793,1,4,53,638,93.41,100.0
74055,Challonges,200070852,1,8,26,536,99.25,100.0
74056,Chamonix-Mont-Blanc,200023372,12,71,277,9007,94.89,98.59
74057,Champanges,200071967,1,6,36,1074,100.0,100.0
74058,La Chapelle-d'Abondance,200071967,2,9,66,749,83.44,66.67
74059,La Chapelle-Rambaud,247400724,1,3,30,170,100.0,100.0
74060,La Chapelle-Saint-Maurice,200066793,1,1,11,112,100.0,100.0
74061,Chapeiry,200066793,1,6,48,857,100.0,100.0
74062,Charvonnex,200066793,2,11,53,1352,97.08,100.0
74063,Châtel,200071967,2,17,78,1071,86.32,100.0
74064,Châtillon-sur-Cluses,200034098,1,8,91,1166,85.84,75.0
74065,Chaumont,200070852,0,2,35,496,0.0,0.0
74066,Chavannaz,200070852,0,2,25,206,0.97,0.0
74067,Chavanod,200066793,3,19,114,2792,96.49,100.0
74068,Chêne-en-Semine,200070852,1,8,35,526,25.31,62.5
74069,Chênex,247400690,1,7,33,636,99.53,100.0
74070,Chens-sur-Léman,200067551,1,9,71,2792,92.48,100.0
74071,Chessenaz,200070852,0,1,20,221,0.0,0.0
74072,Chevaline,247400773,0,2,6,95,50.53,100.0
74073,Chevenoz,200071967,1,3,56,683,96.12,100.0
74074,Chevrier,247400690,1,1,16,551,100.0,100.0
74075,Chilly,200070852,1,5,102,1634,45.88,80.0
74076,Choisy,247400567,1,7,115,1630,53.66,100.0
74077,Clarafond-Arcine,200070852,1,5,63,1010,80.8,80.0
74078,Clermont,200070852,1,5,33,399,93.48,100.0
74079,Les Clefs,247400617,1,3,68,595,69.33,66.67
74080,La Clusaz,247400617,2,19,131,1580,68.8,100.0
74081,Cluses,200033116,11,100,130,14935,99.99,100.0
74082,Collonges-sous-Salève,247400690,3,17,63,2726,99.96,100.0
74083,Combloux,200034882,4,22,162,1919,85.3,100.0
74085,Les Contamines-Montjoie,200034882,2,16,78,1069,95.6,75.0
74086,Contamine-Sarzin,200070852,0,1,32,638,19.14,0.0
74087,Contamine-sur-Arve,200000172,3,12,77,2018,87.24,100.0
74088,Copponex,247400112,1,6,74,1295,89.31,100.0
74089,Cordon,200034882,2,7,80,908,93.06,100.0
74090,Cornier,247400724,2,6,57,1092,77.53,100.0
74091,La Côte-d'Arbroz,247400682,1,2,21,262,96.95,100.0
74094,Cranves-Sales,200011773,4,29,161,5780,94.71,96.55
74095,Crempigny-Bonneguête,247400740,0,1,22,298,0.0,0.0
74096,Cruseilles,247400112,3,32,161,4560,90.09,93.75
74097,Cusy,200066793,2,20,126,1838,62.46,90.0
74098,Cuvat,247400112,1,4,56,1575,84.22,100.0
74099,Demi-Quartier,200034882,0,4,65,708,37.24,100.0
74100,Desingy,200070852,1,4,88,772,55.4,100.0
74101,Dingy-en-Vuache,247400690,1,2,39,650,71.02,100.0
74102,Dingy-Saint-Clair,247400617,3,9,96,1575,80.38,100.0
74103,Domancy,200034882,2,12,98,1662,78.46,100.0
74104,Doussard,247400773,2,30,98,3249,85.96,96.67
74105,Douvaine,200067551,4,37,89,6288,99.33,100.0
74106,Draillant,200067551,1,2,56,828,93.96,100.0
74107,Droisy,200070852,0,1,8,172,0.0,0.0
74108,Duingt,200066793,1,6,35,806,97.15,100.0
74109,Éloise,200070852,1,6,45,856,62.27,66.67
74111,Entrevernes,200066793,1,1,10,186,100.0,100.0
74112,Epagny Metz-Tessy,200066793,7,64,119,8046,98.86,100.0
74114,Essert-Romand,247400682,1,1,24,470,94.57,100.0
74116,Etaux,247400724,3,8,125,2006,93.82,100.0
74117,Étercy,247400740,1,2,40,948,99.47,100.0
74118,Étrembières,200011773,1,15,58,1718,100.0,100.0
74119,Évian-les-Bains,200071967,9,55,82,6800,100.0,100.0
74121,Excenevex,200067551,2,5,47,1228,85.92,100.0
74122,Faucigny,247400666,1,2,47,576,100.0,100.0
74123,Faverges-Seythenex,247400773,5,52,221,7360,90.07,100.0
74124,Feigères,247400690,1,4,62,1370,93.47,100.0
74126,Fessy,200067551,1,4,38,932,98.61,100.0
74127,Féternes,200071967,2,4,81,1348,62.97,100.0
74128,Fillinges,247400666,2,12,146,2695,71.28,83.33
74129,La Forclaz,247400682,1,2,16,202,100.0,100.0
74130,Franclens,200070852,1,5,25,515,100.0,100.0
74131,Frangy,200070852,3,21,67,2098,96.4,100.0
74133,Gaillard,200011773,7,51,57,7672,100.0,100.0
74134,Les Gets,247400682,3,19,127,1262,75.27,100.0
74135,Giez,247400773,1,7,23,569,100.0,100.0
74136,Le Grand-Bornand,247400617,4,26,183,2170,73.74,100.0
74137,Groisy,200066793,2,30,219,3820,57.61,66.67
74138,Gruffy,200066793,2,7,69,1414,91.23,85.71
74139,Habère-Lullin,247400047,2,10,50,902,99.56,100.0
74140,Habère-Poche,247400047,1,6,87,1414,83.81,100.0
74141,Hauteville-sur-Fier,247400740,1,6,49,930,100.0,100.0
74142,Héry-sur-Alby,200066793,1,5,71,906,97.02,100.0
74143,Les Houches,200023372,4,20,172,3456,83.66,95.0
74144,Jonzier-Épagny,247400690,1,6,36,846,98.82,100.0
74145,Juvigny,200011773,2,5,28,492,92.49,100.0
74146,Larringes,200071967,2,9,58,1252,71.66,77.78
74147,Lathuile,247400773,1,4,44,844,85.13,75.0
74148,Leschaux,200066793,1,5,29,310,96.45,80.0
74150,Loisin,200067551,2,10,63,1529,99.93,100.0
74151,Lornay,247400740,1,4,35,518,85.14,75.0
74152,Lovagny,247400567,3,7,38,1416,100.0,100.0
74153,Lucinges,200011773,1,5,82,1336,97.75,100.0
74154,Lugrin,200071967,1,10,97,2374,91.91,100.0
74155,Lullin,247400682,1,8,61,740,93.79,100.0
74156,Lully,200067551,1,5,27,646,100.0,100.0
74157,Lyaud,200067551,2,8,59,1555,91.58,100.0
74158,Machilly,200011773,1,4,34,827,99.27,100.0
74159,Magland,200033116,3,21,139,3028,84.68,76.19
74160,Manigod,247400617,2,10,144,1013,75.42,90.0
74161,Marcellaz-Albanais,247400740,2,7,115,1804,67.73,100.0
74162,Marcellaz,247400666,1,3,41,854,100.0,100.0
74163,Margencel,200067551,1,15,71,1776,92.82,100.0
74164,Marignier,200000172,4,40,178,5812,91.8,100.0
74165,Marigny-Saint-Marcel,247400740,1,4,63,664,100.0,100.0
74166,Marin,200071967,2,13,64,1626,97.97,92.31
74167,Val de Chaise,247400773,2,3,60,1291,99.46,66.67
74168,Marlioz,200070852,1,3,52,970,86.13,100.0
74169,Marnaz,200033116,3,37,84,4975,99.96,100.0
74170,Massingy,247400740,1,3,80,778,66.09,100.0
74171,Massongy,200067551,1,7,65,1556,89.88,100.0
74172,Maxilly-sur-Léman,200071967,1,5,43,1266,100.0,100.0
74173,Megève,200034882,4,42,201,2784,79.44,100.0
74174,Mégevette,247400666,1,3,67,471,71.55,100.0
74175,Meillerie,200071967,0,2,14,218,0.0,0.0
74176,Menthon-Saint-Bernard,200066793,2,11,52,1848,98.38,90.91
74177,Menthonnex-en-Bornes,247400112,1,8,62,940,72.36,87.5
74178,Menthonnex-sous-Clermont,200070852,1,2,53,700,58.83,100.0
74179,Mésigny,247400567,1,4,55,772,100.0,100.0
74180,Messery,200067551,1,10,69,2042,81.02,100.0
74183,Mieussy,200034098,2,13,199,2424,43.64,84.62
74184,Minzier,200070852,1,2,58,956,86.19,100.0
74185,Monnetier-Mornex,247400583,3,9,77,1597,85.79,66.67
74186,Montagny-les-Lanches,200066793,1,5,32,608,98.03,80.0
74188,Montriond,247400682,1,13,44,844,96.8,100.0
74189,Mont-Saxonnex,200033116,1,9,100,1756,89.21,88.89
74190,Morillon,200034098,1,7,60,614,94.39,100.0
74191,Morzine,247400682,5,39,140,2608,91.52,97.44
74192,Moye,247400740,1,5,109,890,53.63,80.0
74193,La Muraz,247400583,1,4,89,804,82.47,100.0
74194,Mûres,200066793,1,7,51,764,89.06,100.0
74195,Musièges,200070852,0,8,21,346,14.43,0.0
74196,Nancy-sur-Cluses,200033116,1,5,32,488,83.91,100.0
74197,Nangy,247400583,1,5,37,1190,97.65,100.0
74198,Nâves-Parmelan,200066793,1,11,36,990,100.0,100.0
74199,Nernier,200067551,0,1,21,345,45.65,0.0
74200,Neuvecelle,200071967,1,11,56,2316,100.0,100.0
74201,Neydens,247400690,2,12,64,1794,100.0,100.0
74202,Nonglard,247400567,1,6,27,743,100.0,100.0
74203,Novel,200071967,0,1,8,39,0.0,0.0
74205,Onnion,247400666,2,7,93,1181,99.2,100.0
74206,Orcier,200067551,1,5,59,967,92.04,100.0
74208,Passy,200034882,11,53,301,10703,95.47,98.11
74209,Peillonnex,247400666,1,6,69,1203,85.41,100.0
74210,Perrignier,200067551,3,18,74,1720,99.59,100.0
74211,Pers-Jussy,247400583,2,16,175,2666,79.19,93.75
74212,Glières-Val-de-Borne,200000172,2,13,165,1791,75.99,92.31
74213,Poisy,200066793,5,33,121,8538,99.74,100.0
74215,Praz-sur-Arly,200034882,3,13,78,1202,98.84,100.0
74216,Présilly,247400690,1,9,42,696,97.99,100.0
74218,Publier,200071967,5,31,146,6403,99.91,100.0
74219,Quintal,200066793,1,7,41,1100,100.0,100.0
74220,Reignier-Ésery,247400583,5,38,252,6992,93.08,78.95
74221,Le Reposoir,200033116,1,5,32,555,95.23,100.0
74222,Reyvroz,247400682,1,4,38,438,99.54,100.0
74223,La Rivière-Enverse,200034098,1,1,55,423,83.45,100.0
74224,La Roche-sur-Foron,247400724,9,64,195,9841,94.67,100.0
74225,Rumilly,247400740,11,98,201,12804,96.28,100.0
74226,Saint-André-de-Boëge,247400047,1,6,62,518,51.01,83.33
74228,Saint-Blaise,247400112,0,3,13,338,97.93,100.0
74229,Saint-Cergues,200011773,2,16,120,3020,91.19,81.25
74231,Saint-Eusèbe,247400740,1,2,46,571,99.3,100.0
74232,Saint-Eustache,200066793,1,1,43,448,93.3,100.0
74233,Saint-Félix,200066793,1,17,83,2260,93.7,100.0
74234,Saint-Ferréol,247400773,1,6,51,773,89.65,100.0
74235,Saint-Germain-sur-Rhône,200070852,0,4,40,636,21.52,0.0
74236,Saint-Gervais-les-Bains,200034882,7,47,285,4846,91.36,91.49
74237,Saint-Gingolph,200071967,1,5,25,711,88.19,100.0
74238,Saint-Jean-d'Aulps,247400682,1,19,90,1240,82.3,78.95
74239,Saint-Jean-de-Sixt,247400617,1,19,79,1518,99.47,94.74
74240,Saint-Jean-de-Tholome,247400666,1,3,91,950,80.96,33.33
74241,Saint-Jeoire,247400666,3,23,99,2948,89.54,95.65
74242,Saint-Jorioz,200066793,3,24,186,6458,95.15,100.0
74243,Saint-Julien-en-Genevois,247400690,8,61,122,12122,99.81,100.0
74244,Saint-Laurent,247400724,1,2,60,854,98.95,100.0
74249,Saint-Paul-en-Chablais,200071967,2,15,153,2382,80.98,93.33
74250,Saint-Pierre-en-Faucigny,247400724,4,37,157,6568,97.89,100.0
74252,Saint-Sigismond,200033116,1,2,49,540,100.0,100.0
74253,Saint-Sixt,247400724,1,2,41,695,63.38,50.0
74254,Saint-Sylvestre,200066793,1,2,46,520,60.04,100.0
74255,Sales,247400740,2,5,93,1934,78.9,100.0
74256,Sallanches,200034882,9,107,337,15512,94.06,100.0
74257,Sallenôves,247400567,1,6,23,774,100.0,100.0
74258,Samoëns,200034098,3,29,209,2536,70.93,93.1
74259,Le Sappey,247400112,0,3,44,393,1.78,0.0
74260,Savigny,247400690,2,4,55,962,89.71,100.0
74261,Saxel,247400047,0,1,35,373,0.0,0.0
74262,Scientrier,247400583,1,7,51,851,94.48,85.71
74263,Sciez,200067551,3,24,203,5780,83.44,91.67
74264,Scionzier,200033116,4,52,88,7660,99.88,100.0
74265,Serraval,247400617,1,4,76,696,67.7,75.0
74266,Servoz,200023372,1,4,39,852,97.65,100.0
74267,Sevrier,200066793,3,26,105,4228,70.15,65.38
74269,Seyssel,200070852,3,27,112,2145,85.48,100.0
74271,Seytroux,247400682,1,3,44,465,96.99,100.0
74272,Sillingy,247400567,4,34,120,5175,98.45,100.0
74273,Sixt-Fer-à-Cheval,200034098,1,4,74,569,72.32,75.0
74275,Talloires-Montmin,200066793,1,4,131,2222,75.06,100.0
74276,Taninges,200034098,2,31,177,3328,86.88,93.55
74278,Thyez,200033116,3,36,141,5084,98.35,97.22
74279,Thollon-les-Mémises,200071967,1,11,48,750,80.53,100.0
74280,Thônes,247400617,6,48,224,6450,97.5,100.0
74281,Thonon-les-Bains,200067551,21,173,280,33078,99.41,97.69
74282,Fillière,200066793,11,47,655,9455,65.4,80.85
74283,Thusy,247400740,1,2,82,1077,66.85,100.0
74284,La Tour,247400666,1,10,36,664,95.03,70.0
74285,Usinens,200070852,1,2,43,449,82.07,100.0
74286,Vacheresse,200071967,1,6,62,700,98.0,83.33
74287,Vailly,247400682,3,4,65,716,83.39,100.0
74288,Valleiry,247400690,2,23,70,4001,91.65,100.0
74289,Vallières-sur-Fier,247400740,2,17,119,2734,86.49,100.0
