codgeo,libgeo,epci,pop,n_types_socle_presents,score_socle,taux_couverture_socle
62140,Bléquin,246201016,487,2,7.24,7.42
62285,Écoust-Saint-Mein,200035442,487,7,18.42,18.89
63246,Murat-le-Quaire,246300966,487,8,17.62,18.07
63353,Saint-Germain-l'Herm,200070761,487,15,46.16,47.34
64310,Lanne-en-Barétous,200067262,487,6,18.42,18.89
64462,Ramous,200039204,487,7,13.41,13.75
67255,Lalaye,246700777,487,3,11.38,11.67
70528,Velesmes-Échevanne,200036549,487,7,16.74,17.17
72163,Ligron,247200348,487,4,9.64,9.89
88246,Hymont,200068369,487,3,10.84,11.12
01355,Saint-Genis-sur-Menthon,200070555,486,5,12.12,12.43
09164,Lescure,200067940,486,7,17.82,18.28
09229,Le Peyrat,200044469,486,3,10.84,11.12
18137,Mareuil-sur-Arnon,241800457,486,9,30.96,31.75
24129,Condat-sur-Trincou,200041572,486,2,5.08,5.21
24272,Minzac,200034197,486,2,4.2,4.31
25611,La Vèze,242500361,486,4,6.6,6.77
27106,Bournainville-Faverolles,200066017,486,2,5.08,5.21
27123,Caillouet-Orgeville,200072312,486,2,5.08,5.21
28426,Ymonville,200070159,486,9,24.64,25.27
31238,Huos,200072635,486,2,7.24,7.42
37234,Saint-Quentin-sur-Indrois,200071587,486,4,16.84,17.27
41028,Busloup,200040772,486,2,4.2,4.31
43257,Vergezac,200073419,486,5,18.54,19.01
54125,Chenevières,200070324,486,5,13.24,13.58
59542,Saint-Remy-Chaussée,200043396,486,5,11.92,12.22
66198,Sournia,200049211,486,11,40.96,42.01
71477,Saint-Romain-sous-Gourdon,247100290,486,5,19.12,19.61
83060,Fox-Amphoux,200040202,486,7,26.84,27.53
86049,Chalais,248600447,486,2,4.0,4.1
12104,Foissac,200069383,485,8,18.26,18.73
17187,Guitinières,200041523,485,7,24.12,24.74
30072,Castelnau-Valence,200066918,485,4,10.72,10.99
31339,Mérenvielle,243100781,485,4,14.8,15.18
37086,Courcelles-de-Touraine,200072981,485,4,17.92,18.38
39194,Desnes,200069615,485,3,9.52,9.76
46293,Saint-Sozy,200066371,485,13,52.94,54.29
46317,Thégra,200066371,485,7,22.92,23.51
51422,Pargny-lès-Reims,200067213,485,8,35.86,36.78
53213,Saint-Ellier-du-Maine,245300389,485,5,11.1,11.38
63270,Parentignat,200070407,485,4,14.94,15.32
64241,Géronce,200067262,485,3,9.52,9.76
71077,Chambilly,247100639,485,7,18.78,19.26
76598,Saint-Léger-aux-Bois,200069722,485,3,9.28,9.52
80144,Brouchy,200070985,485,4,9.88,10.13
89319,Quenne,200067114,485,3,12.4,12.72
11175,Issel,200035855,484,4,12.04,12.35
21162,Chaux,200070894,484,4,9.88,10.13
22286,Saint-Denoual,200069391,484,8,19.02,19.51
28046,Boissy-lès-Perche,200069912,484,4,9.84,10.09
30292,Saint-Pons-la-Calm,200034692,484,6,14.84,15.22
42090,Essertines-en-Donzy,200065894,484,4,9.84,10.09
42210,Sainte-Croix-en-Jarez,244200770,484,5,14.52,14.89
58064,Châteauneuf-Val-de-Bargis,200067916,484,10,33.92,34.79
58096,Devay,200067700,484,4,10.72,10.99
59568,Sercus,200040947,484,4,9.64,9.89
59607,Vendegies-au-Bois,200043321,484,4,14.74,15.12
60123,Campremy,200068005,484,4,13.12,13.46
61126,Coulonges-sur-Sarthe,200035103,484,6,11.8,12.1
72111,Cures,200072718,484,7,21.82,22.38
74232,Saint-Eustache,200066793,484,2,5.68,5.83
77414,Saint-Hilliers,200037133,484,5,13.24,13.58
79190,Neuvy-Bouin,200040244,484,5,15.22,15.61
80411,Le Hamel,248000499,484,5,13.44,13.78
84041,Crillon-le-Brave,248400053,484,2,9.1,9.33
04084,Estoublon,200067437,483,7,17.68,18.13
10070,Celles-sur-Ource,200069003,483,5,11.8,12.1
11359,Saint-Michel-de-Lanès,200035855,483,5,9.78,10.03
15085,Labrousse,241500230,483,9,19.04,19.53
17145,Échebrune,200041523,483,2,7.24,7.42
17250,Mosnac,200041523,483,4,12.24,12.55
21334,Lacanche,200071173,483,7,16.04,16.45
25605,Vernierfontaine,242504181,483,4,13.24,13.58
37039,Bridoré,200071587,483,10,27.44,28.14
38417,Sainte-Marie-d'Alloix,200018166,483,7,16.44,16.86
47045,Calignac,200068948,483,5,18.34,18.81
56245,Silfiac,245614433,483,8,19.02,19.51
57309,Heining-lès-Bouzonville,200067486,483,4,9.0,9.23
60669,Verderonne,246000129,483,5,13.44,13.78
61269,Ménil-Hubert-sur-Orne,200035814,483,3,6.48,6.65
63222,Meilhaud,200070407,483,2,7.24,7.42
67139,Flexbourg,200068864,483,3,8.44,8.66
70250,Franchevelle,200041861,483,5,13.24,13.58
71396,Saint-Bonnet-en-Bresse,247100647,483,6,16.7,17.13
72112,Dangeul,200072676,483,7,23.92,24.53
74223,La Rivière-Enverse,200034098,483,2,7.24,7.42
77011,Aufferville,200023919,483,7,23.64,24.24
85101,Le Givre,200071900,483,1,2.8,2.87
87133,Saint-Amand-Magnazeix,248719262,483,5,13.44,13.78
02653,Romeny-sur-Marne,240200584,482,5,14.32,14.69
08156,Éteignières,200041622,482,5,11.98,12.29
12111,Goutrens,241200625,482,8,23.42,24.02
19220,Saint-Martial-de-Gimel,241927201,482,7,22.02,22.58
24100,Champniers-et-Reilhac,200071819,482,7,17.12,17.56
31448,Rebigue,243100633,482,4,6.6,6.77
31560,Trébons-sur-la-Grasse,200071298,482,4,10.48,10.75
37149,Marray,200073237,482,8,23.42,24.02
45275,Saint-Firmin-des-Bois,200067668,482,4,12.04,12.35
60039,Bacouël,200068005,482,5,12.82,13.15
60637,Thury-en-Valois,246000871,482,4,12.24,12.55
62813,La Thieuloye,200069672,482,3,11.98,12.29
68353,Wahlbach,200066058,482,2,6.4,6.56
76166,Le Caule-Sainte-Beuve,200069722,482,6,14.64,15.01
88497,Vaxoncourt,200068757,482,3,9.52,9.76
73262,Saint-Nicolas-la-Chapelle,200068997,481,6,14.22,14.58
02569,Oisy,200071983,481,5,10.56,10.83
11126,Escales,200035863,481,6,13.34,13.68
18189,Quantilly,200066330,481,3,8.44,8.66
25609,Verrières-de-Joux,242500338,481,4,9.84,10.09
26287,Roynac,200040459,481,3,9.52,9.76
27307,Guiseniers,200072312,481,4,10.72,10.99
46165,Lavergne,200066371,481,5,17.22,17.66
51447,Prosnes,200067213,481,4,9.88,10.13
57479,Montenach,200067486,481,5,14.32,14.69
59200,Eringhem,200040954,481,5,14.32,14.69
62631,Nuncq-Hautecôte,200069672,481,4,12.04,12.35
69161,Propières,200067817,481,11,27.44,28.14
71388,Saint-Aubin-en-Charollais,200071884,481,5,14.32,14.69
73116,Fontcouverte-la-Toussuire,200070464,481,10,33.86,34.72
80366,Fricourt,248000747,481,6,19.06,19.55
01040,Béréziat,200071751,480,7,16.92,17.35
03117,Franchesse,200071496,480,9,22.58,23.16
05126,Rosans,200068765,480,12,35.84,36.76
24448,Saint-Martial-d'Albarède,242401024,480,6,11.51,11.8
25091,Les Bréseux,200023075,480,2,7.24,7.42
28370,Saumeray,242852465,480,2,5.08,5.21
31101,Cambernard,200068815,480,1,2.8,2.87
34080,Colombières-sur-Orb,200066348,480,6,20.54,21.06
50321,Le Mesnil-Rouxelin,200066389,480,2,9.1,9.33
51227,Écury-sur-Coole,200043438,480,3,7.6,7.79
59204,Escarmain,245901038,480,2,7.24,7.42
68037,Biltzheim,246800445,480,4,17.92,18.38
71097,La Chapelle-Thècle,200071538,480,7,20.32,20.84
71241,Jambles,247100589,480,4,10.24,10.5
72012,Assé-le-Riboul,200072700,480,5,13.44,13.78
77281,Mauperthuis,200077055,480,4,10.72,10.99
79175,Melleran,200069755,480,8,23.42,24.02
02833,Wimy,240200600,479,4,10.92,11.2
03273,Seuillet,200071363,479,4,12.24,12.55
16200,Maine-de-Boixe,200072023,479,6,13.08,13.41
17130,Coux,200041523,479,5,24.22,24.84
17141,Dompierre-sur-Charente,200036473,479,5,14.1,14.46
18245,Saulzais-le-Potier,200049484,479,10,23.24,23.83
19057,Collonges-la-Rouge,200066769,479,8,19.66,20.16
25071,Bondeval,200065647,479,2,4.2,4.31
27389,Marbeuf,242700607,479,3,6.28,6.44
28322,Rueil-la-Gadelière,200040277,479,3,8.44,8.66
31159,Le Cuing,200072643,479,5,15.66,16.06
69212,Saint-Jean-des-Vignes,200040574,479,3,8.44,8.66
37061,Charnizay,200071587,479,9,19.94,20.45
41246,Seur,200030385,479,5,11.92,12.22
43043,Céaux-d'Allègre,200073419,479,4,10.92,11.2
45339,Villemoutiers,200067676,479,4,7.68,7.88
47278,Saint-Sernin,244700449,479,5,15.22,15.61
53071,Colombiers-du-Plessis,245300389,479,3,8.68,8.9
55015,Aulnois-en-Perthois,200066108,479,4,13.12,13.46
57322,Hestroff,200067486,479,2,6.4,6.56
60622,Sommereux,246000848,479,4,15.82,16.22
71191,Essertenne,247100290,479,5,12.12,12.43
71332,Ormes,200071538,479,5,14.32,14.69
71460,Saint-Maurice-de-Satonnay,200070308,479,5,13.44,13.78
76489,Oudalle,247600539,479,7,16.09,16.5
77472,La Trétoire,200072544,479,3,13.54,13.89
80305,Ferrières,248000531,479,8,23.12,23.71
87121,Rancon,248719262,479,6,14.84,15.22
89229,Lixy,248900748,479,2,7.24,7.42
05084,Montgardin,200067320,478,6,12.69,13.01
28379,Soulaires,200069953,478,4,7.68,7.88
40188,Momuy,200069649,478,5,10.56,10.83
51545,Sommesous,200066876,478,8,20.96,21.5
60386,Marquéglise,246000855,478,3,8.44,8.66
60452,Neuville-Bosc,246000582,478,4,14.94,15.32
62651,Penin,200069482,478,4,10.72,10.99
67123,Engwiller,200067874,478,4,12.04,12.35
71193,Étrigny,247103765,478,8,28.86,29.6
71433,Saint-Julien-de-Civry,200071884,478,9,30.62,31.4
76500,Pierrecourt,200069722,478,3,8.44,8.66
79286,Saint-Paul-en-Gâtine,200040244,478,1,2.8,2.87
80094,Berteaucourt-lès-Thennes,200070969,478,4,12.04,12.35
80571,Morisel,200070969,478,4,12.64,12.96
89180,Fouchères,248900748,478,4,7.42,7.61
05063,La Grave,240500439,477,10,22.48,23.05
07020,Aubignas,200071405,477,6,15.72,16.12
16123,Échallat,241600303,477,4,12.04,12.35
19236,Saint-Priest-de-Gimel,241927201,477,10,25.89,26.55
21349,Liernais,200071173,477,16,47.36,48.57
25452,Pierrefontaine-lès-Blamont,200065647,477,5,12.96,13.29
33358,Romagne,200069599,477,4,9.84,10.09
33537,Uzeste,200043974,477,9,29.54,30.29
35007,Aubigné,243500667,477,2,4.0,4.1
41107,Lancé,200072072,477,3,8.44,8.66
41200,Sainte-Anne,200072072,477,2,4.0,4.1
42153,Neaux,244200630,477,4,14.98,15.36
50580,Sotteville,200067205,477,5,12.12,12.43
60288,Grémévillers,246000848,477,3,8.64,8.86
70059,Beaumotte-Aubertans,200041853,477,5,10.6,10.87
70162,Colombe-lès-Vesoul,200041861,477,5,13.44,13.78
72028,Beaumont-Pied-de-Bœuf,200070373,477,5,13.64,13.99
73173,Montricher-Albanne,200070464,477,7,23.24,23.83
81298,Teulat,200034023,477,4,18.04,18.5
83038,Châteaudouble,248300493,477,8,22.92,23.51
88375,Raves,200071066,477,7,20.32,20.84
89015,Arcy-sur-Cure,200039758,477,7,25.02,25.66
16323,Saint-Germain-de-Montbron,200068914,476,2,6.4,6.56
23048,Champagnat,200067593,476,9,23.54,24.14
23164,Rougnat,200067593,476,5,14.52,14.89
25097,Brognard,200065647,476,5,11.28,11.57
25469,Présentevillers,200065647,476,5,19.42,19.92
26035,Beaufort-sur-Gervanne,242600252,476,9,31.16,31.96
26276,Roche-Saint-Secret-Béconne,242600492,476,5,17.04,17.48
27606,Saint-Symphorien,200065787,476,5,11.92,12.22
31051,Beaufort,200068815,476,2,5.08,5.21
39310,Mantry,200069615,476,7,23.32,23.92
43164,Roche-en-Régnier,200073419,476,6,15.92,16.33
57434,Maizières-lès-Vic,245701206,476,7,15.36,15.75
59372,Malincourt,200030633,476,5,12.12,12.43
59506,Romeries,245901038,476,2,4.0,4.1
59583,Taisnières-en-Thiérache,200043263,476,5,13.24,13.58
61189,Giel-Courteilles,246100390,476,5,10.2,10.46
62248,Courcelles-le-Comte,200035442,476,4,10.48,10.75
62336,Fléchin,200069037,476,7,24.32,24.94
63031,Beaulieu,200070407,476,5,15.04,15.42
63094,Charensat,200072080,476,9,24.84,25.47
64156,Buziet,200067262,476,5,14.52,14.89
76388,Lintot,200010700,476,4,12.58,12.9
80809,Vismes,200069722,476,5,14.32,14.69
81177,Montfa,200066561,476,2,5.68,5.83
86037,Brigueil-le-Chantre,200070043,476,7,24.34,24.96
91560,Saint-Jean-de-Beauregard,249100074,476,3,8.38,8.59
05124,La Rochette,200067320,475,3,11.38,11.67
05075,Manteyer,200067445,475,1,2.8,2.87
10173,Isle-Aumont,200069250,475,5,13.24,13.58
12150,Monteils,200069383,475,10,26.04,26.7
18237,Sainte-Thorette,200070571,475,7,18.12,18.58
27216,Émalleville,200071454,475,4,11.56,11.86
28354,Saint-Maurice-Saint-Germain,200070167,475,2,5.68,5.83
31317,Marignac-Lasclares,200068815,475,2,4.2,4.31
33239,Lerm-et-Musset,200043982,475,6,14.92,15.3
36184,Saint-Chartier,243600350,475,4,14.94,15.32
43188,Saint-Georges-d'Aurac,200073393,475,7,17.06,17.5
50196,Gatteville-le-Phare,200067205,475,1,2.8,2.87
54426,Pierre-la-Treiche,200070563,475,3,8.68,8.9
59270,Grand-Fayt,200043263,475,5,14.14,14.5
59274,La Groise,200030633,475,6,20.62,21.15
61098,La Chapelle-près-Sées,200035111,475,3,6.28,6.44
68350,Vœgtlinshoffen,246800494,475,7,21.82,22.38
69104,Jullié,200067817,475,6,13.32,13.66
70152,Choye,247000698,475,6,12.48,12.8
88173,Florémont,200068757,475,5,19.42,19.92
88231,Haréville,200068682,475,4,10.92,11.2
89351,Sainte-Magnance,200039758,475,4,12.04,12.35
89471,Villiers-Louis,248900334,475,3,9.52,9.76
02721,Sissy,200040426,474,1,2.8,2.87
12283,Trémouilles,241200658,474,7,15.62,16.02
17366,Saint-Martin-de-Coux,200041523,474,6,18.38,18.85
25126,Charnay,200068070,474,3,9.52,9.76
29131,Locmélar,242900751,474,5,17.02,17.45
39124,Chaumergy,200069615,474,8,29.88,30.64
42154,Néronde,200065894,474,9,25.26,25.91
45312,Solterre,244500203,474,6,17.52,17.97
49107,Cornillé-les-Caves,200068955,474,4,14.74,15.12
55520,Troussey,200066157,474,4,7.68,7.88
64247,Gotein-Libarrenx,200067106,474,5,14.32,14.69
70306,Lomont,247000664,474,3,5.2,5.33
72294,Saint-Léonard-des-Bois,200072700,474,5,16.38,16.8
76060,Beaubec-la-Rosière,200069730,474,2,5.08,5.21
01112,Condamine,200042935,473,8,35.32,36.22
05173,Upaix,200068765,473,6,20.32,20.84
11408,Verzeille,200035715,473,6,17.54,17.99
15004,Andelat,200066660,473,8,19.32,19.81
16198,Magnac-Lavalette-Villars,200070282,473,2,5.08,5.21
27388,Marais-Vernier,200066405,473,3,5.4,5.54
33532,Tizac-de-Lapouyade,200070092,473,4,8.98,9.21
40097,Eugénie-les-Bains,200030435,473,10,39.42,40.43
42001,Aboën,244200770,473,3,13.48,13.82
47235,Saint-Colomb-de-Lauzun,244700464,473,7,19.68,20.18
50542,Saint-Pois,200043354,473,13,44.24,45.37
50624,La Vendelée,200067023,473,3,7.6,7.79
54156,Diarville,200035772,473,12,52.2,53.53
58213,Pougny,200067916,473,4,17.92,18.38
60145,Chelles,246000749,473,4,10.92,11.2
60146,Chepoix,200068005,473,3,8.44,8.66
60554,Rouvres-en-Multien,246000871,473,4,10.48,10.75
61457,Saint-Symphorien-des-Bruyères,200068468,473,3,10.84,11.12
71061,Brienne,200071538,473,3,9.52,9.76
73057,Brides-les-Bains,200040798,473,14,47.92,49.14
74049,Brizon,200000172,473,5,13.24,13.58
76188,Cottévrard,200070449,473,3,8.44,8.66
76333,Guerville,200069722,473,4,12.24,12.55
91547,Saint-Escobille,200017846,473,7,16.92,17.35
02109,La Bouteille,240200444,472,6,18.42,18.89
07194,Rochessauve,200071413,472,1,2.8,2.87
55476,Savonnières-devant-Bar,200033025,472,9,12.71,13.03
11325,Rouffiac-d'Aude,200035715,472,8,16.76,17.19
17027,Avy,200041523,472,3,9.52,9.76
24501,Saint-Seurin-de-Prats,200034197,472,3,9.52,9.76
27396,Ménesqueville,200070142,472,6,15.72,16.12
27620,Selles,200065787,472,5,14.32,14.69
30065,Canaules-et-Argentières,200034411,472,7,17.12,17.56
30109,Euzet,200066918,472,8,14.81,15.19
57649,Servigny-lès-Sainte-Barbe,200067957,472,4,8.8,9.02
59448,Oost-Cappel,200040954,472,4,13.12,13.46
60081,Bonlier,200067999,472,5,16.14,16.55
62463,Hucqueliers,200069235,472,16,56.8,58.25
64231,Garindein,200067106,472,5,18.34,18.81
67403,Ringendorf,200067783,472,8,28.12,28.84
68073,Dolleren,246800676,472,2,7.24,7.42
71038,Les Bizots,247100290,472,2,7.24,7.42
73186,Notre-Dame-de-Bellecombe,200068997,472,9,34.34,35.22
76071,Bellengreville,247600729,472,2,4.0,4.1
80110,Boismont,200070993,472,9,26.43,27.1
86025,Béthines,200070043,472,6,15.76,16.16
88108,Le Clerjus,200068757,472,7,25.8,26.46
02094,Blesmes,200072031,471,4,17.08,17.52
08214,Hargnies,240800821,471,7,22.02,22.58
08469,Vendresse,240800862,471,5,15.5,15.9
14682,Surville,241400878,471,1,2.8,2.87
17365,Saint-Martin-d'Ary,200041523,471,4,17.08,17.52
21131,Chamblanc,242101509,471,4,7.48,7.67
27557,Saint-Léger-de-Rôtes,200066413,471,4,9.88,10.13
40101,Gaas,200069417,471,2,7.24,7.42
40218,Parleboscq,200035541,471,2,4.0,4.1
41250,Sougé,200072072,471,9,24.2,24.82
53251,Saint-Quentin-les-Anges,200048551,471,7,16.92,17.35
54378,Montigny-sur-Chiers,200043693,471,3,7.6,7.79
57640,Schwerdorff,200067486,471,3,9.28,9.52
58189,Narcy,200068088,471,6,19.96,20.47
67076,Colroy-la-Roche,246700306,471,4,15.82,16.22
68358,Wasserbourg,246800585,471,3,7.6,7.79
70491,Seveux-Motey,247000623,471,6,19.74,20.24
71509,La Celle-en-Morvan,200070530,471,7,22.62,23.2
72105,Courgenard,247200686,471,6,13.32,13.66
76132,Bourdainville,200069847,471,2,7.24,7.42
76264,Flamanville,200069847,471,4,10.92,11.2
80050,Bacouel-sur-Selle,200071181,471,7,22.02,22.58
81228,Roquemaure,200066124,471,3,9.52,9.76
95055,Bellefontaine,200073013,471,5,10.6,10.87
87062,Eybouleuf,248719361,471,4,10.72,10.99
89088,Chassy,248900524,471,3,8.64,8.86
03183,Le Montet,200071496,470,13,47.68,48.9
07300,Saint-Thomé,200071405,470,4,17.04,17.48
10170,Gyé-sur-Seine,200069003,470,8,19.22,19.71
11011,Aragon,200035715,470,6,14.22,14.58
16007,Alloue,200072049,470,5,11.88,12.18
21522,Renève,200072825,470,5,12.12,12.43
24371,Saint-Aquilin,200040095,470,4,14.74,15.12
27446,Ormes,242700276,470,4,10.72,10.99
31215,Gauré,243100732,470,4,16.84,17.27
32237,Marsan,200042372,470,7,17.64,18.09
45121,Dammarie-sur-Loing,200067676,470,2,4.2,4.31
46101,Felzins,200067361,470,8,24.12,24.74
48155,Saint-Germain-de-Calberte,200069136,470,11,39.74,40.75
49100,Cizay-la-Madeleine,200071876,470,3,13.54,13.89
54154,Deneuvre,200070324,470,4,11.74,12.04
55296,L'Isle-en-Rigault,200066108,470,8,34.14,35.01
56210,Saint-Caradec-Trégomel,245614417,470,6,15.72,16.12
63205,Manglieu,200069177,470,5,12.32,12.63
63318,Saint-Angel,200072098,470,7,24.32,24.94
67071,Bust,200067841,470,6,20.82,21.35
71220,Gilly-sur-Loire,200070316,470,7,16.74,17.17
74196,Nancy-sur-Cluses,200033116,470,7,23.04,23.63
81010,Ambialet,200034031,470,6,14.22,14.58
07095,Gilhoc-sur-Ormèze,200016905,469,10,25.84,26.5
10240,Messon,200069250,469,3,14.8,15.18
22305,Saint-Jouan-de-l'Isle,200068989,469,3,6.22,6.38
27353,Irreville,200071454,469,2,4.2,4.31
37013,Avrillé-les-Ponceaux,200072981,469,5,17.68,18.13
37019,Barrou,200071587,469,8,23.94,24.55
37269,Verneuil-sur-Indre,200071587,469,9,24.62,25.25
38228,Merlas,243800984,469,3,11.38,11.67
50506,Saint-Malo-de-la-Lande,200067023,469,5,19.24,19.73
58103,Dornecy,200067429,469,9,24.38,25.0
59374,Marbaix,200043263,469,3,8.44,8.66
60576,Saint-Germain-la-Poterie,200067999,469,4,10.92,11.2
62144,Boiry-Becquerelle,200033579,469,6,18.22,18.69
64064,Asasp-Arros,200067262,469,10,33.02,33.86
67415,Rothbach,246701098,469,6,18.22,18.69
77091,Les Chapelles-Bourbon,200072874,469,5,14.64,15.01
77387,Remauville,247700032,469,2,7.24,7.42
86296,Voulon,200070035,469,5,11.04,11.32
14336,Hottot-les-Bagues,200069516,468,5,11.28,11.57
38203,Laffrey,200040657,468,7,27.52,28.22
40255,Saint-Cricq-Villeneuve,244000774,468,6,13.32,13.66
50243,Heugueville-sur-Sienne,200067023,468,4,18.28,18.75
60228,Fay-les-Étangs,246000707,468,3,15.64,16.04
63411,Sauvagnat-Sainte-Marthe,200070407,468,5,14.32,14.69
64202,Domezain-Berraute,200067106,468,6,16.36,16.78
67416,Rott,246700926,468,5,13.44,13.78
68087,Feldbach,200066041,468,3,11.38,11.67
76603,Saint-Maclou-la-Brière,247600505,468,5,18.34,18.81
85116,La Jonchère,200071900,468,1,2.8,2.87
88120,La Croix-aux-Mines,200071066,468,5,10.9,11.18
01319,Relevant,200069193,467,4,9.64,9.89
09056,Bézac,200066231,467,5,10.36,10.62
09258,Saint-Félix-de-Rieutord,200067791,467,5,13.44,13.78
14286,Fourneville,200066827,467,3,10.84,11.12
24217,Journiac,200041168,467,3,11.38,11.67
24319,Paussac-et-Saint-Vivien,200040400,467,5,12.64,12.96
25262,Fuans,242504181,467,3,7.96,8.16
27285,Giverny,200072312,467,4,15.64,16.04
30196,Le Pin,200034692,467,7,16.74,17.17
31109,Cassagnabère-Tournas,200072643,467,6,22.92,23.51
31501,Saint-Marcel-Paulel,243100732,467,4,9.88,10.13
33147,Daignac,200070092,467,3,9.52,9.76
34007,Aigues-Vives,200066348,467,8,31.76,32.57
53190,Le Ribay,200055887,467,6,18.42,18.89
57252,Gomelange,200067650,467,5,13.44,13.78
58251,Saint-Loup,200067916,467,2,7.24,7.42
60308,Hémévillers,246000897,467,5,14.32,14.69
60681,Villers-Saint-Barthélemy,246000913,467,7,16.92,17.35
66072,Estavar,246600399,467,10,27.92,28.63
77361,Pierre-Levée,200077055,467,5,12.12,12.43
86107,Gouex,200070043,467,6,20.82,21.35
88175,Fontenay,200042000,467,5,18.34,18.81
02527,Morsain,200071991,466,4,10.92,11.2
02788,Versigny,200071785,466,4,12.24,12.55
04203,Selonnet,200067437,466,9,23.12,23.71
08119,Cheveuges,200041630,466,6,12.3,12.61
15243,Trizac,241500255,466,9,38.84,39.83
16039,Bernac,200043016,466,2,5.68,5.83
17063,Breuil-la-Réorte,200041614,466,4,9.64,9.89
27002,Acon,200071454,466,3,6.28,6.44
2B265,Rutali,200073120,466,4,12.94,13.27
36131,Mosnay,200068872,466,5,13.64,13.99
36239,Vigoux,243600319,466,4,9.64,9.89
38443,Saint-Pierre-de-Chérennes,200070431,466,2,7.24,7.42
39232,Fort-du-Plasne,243900610,466,6,19.74,20.24
39537,Trenal,200071116,466,3,7.96,8.16
49370,Verrie,200071876,466,3,8.44,8.66
54272,Jaillon,200070563,466,5,13.24,13.58
57365,Kirschnaumen,200067486,466,6,16.12,16.53
63240,Montpensier,200071199,466,3,10.84,11.12
71079,Champagnat,200071579,466,5,13.24,13.58
72087,Conflans-sur-Anille,200072692,466,4,10.72,10.99
77150,Cuisy,200033090,466,5,14.32,14.69
78147,Chaufour-lès-Bonnières,200071074,466,6,18.16,18.62
80806,Villers-sur-Authie,200070936,466,2,6.4,6.56
81067,Cestayrols,200066124,466,6,14.16,14.52
