codgeo,libgeo,epci,pop,n_types_socle_presents,score_socle,taux_couverture_socle
88445,Saulcy-sur-Meurthe,200071066,2319,16,64.34,65.98
29277,Sizun,242900751,2319,18,63.38,65.0
38045,Biviers,200018166,2319,16,54.93,56.33
76648,Saint-Saëns,200070068,2317,23,70.29,72.08
83007,Aups,200040210,2317,23,77.76,79.75
17472,Villedoux,200041499,2316,10,33.02,33.86
38160,Eyzin-Pinet,200077014,2316,14,45.64,46.81
85016,Beaulieu-sous-la-Roche,248500530,2316,16,57.34,58.8
02680,Saint-Gobain,200071785,2315,16,61.62,63.19
14229,Dozulé,200065563,2315,22,66.61,68.31
41142,Valencisse,200030385,2315,13,40.1,41.12
74087,Contamine-sur-Arve,200000172,2315,14,50.72,52.02
21607,Seurre,242101509,2314,24,74.37,76.27
67465,Sessenheim,200041325,2314,14,54.8,56.2
77377,Presles-en-Brie,200072874,2313,12,38.2,39.18
80630,Poix-de-Picardie,200071181,2313,24,73.47,75.35
05170,Tallard,200067825,2312,22,63.57,65.19
17008,Andilly,200041499,2312,13,44.6,45.74
54493,Saulnes,245400262,2312,11,41.7,42.76
41097,Gièvres,200018406,2311,14,54.96,56.36
73227,Courchevel,200040798,2311,21,67.58,69.31
86261,Sèvres-Anxaumont,200069854,2311,14,43.92,45.04
44111,Notre-Dame-des-Landes,244400503,2310,13,45.92,47.09
85118,Landeronde,248500589,2310,12,27.96,28.67
22273,Saint-Alban,200069391,2309,15,50.69,51.98
41104,Huisseau-sur-Cosson,244100798,2308,14,53.9,55.28
49259,Rochefort-sur-Loire,200071553,2308,16,52.04,53.37
74103,Domancy,200034882,2308,12,40.64,41.68
12146,Le Monastère,241200187,2308,11,41.22,42.27
80585,Nesle,200070985,2308,20,63.55,65.17
27183,La Couture-Boussey,200071454,2306,14,47.12,48.32
17164,Fontcouverte,200036473,2306,13,52.02,53.35
45248,Patay,200035764,2306,24,76.41,78.36
53247,Saint-Pierre-la-Cour,245300306,2306,17,70.78,72.59
22195,Pleubian,200065928,2304,19,62.18,63.77
36045,Châtillon-sur-Indre,200035848,2304,22,66.57,68.27
24253,Mareuil en Périgord,200041572,2303,22,70.57,72.37
60686,Villers-sous-Saint-Leu,200067973,2303,13,45.93,47.1
67172,Griesheim-près-Molsheim,246700744,2303,8,28.62,29.35
12254,Salles-la-Source,241200641,2302,10,28.78,29.51
34227,Restinclières,243400017,2302,11,35.12,36.02
77088,La Chapelle-la-Reine,200072346,2301,19,56.83,58.28
06006,Aspremont,200030195,2300,14,47.32,48.53
48009,Peyre en Aubrac,200069144,2300,20,60.67,62.22
59265,Gommegnies,200043321,2300,14,48.29,49.52
68091,Fessenheim,200066025,2299,16,48.33,49.56
76636,Saint-Pierre-de-Varengeville,200023414,2299,16,56.86,58.31
80793,Vignacourt,200071223,2299,17,57.84,59.32
31517,Saint-Sulpice-sur-Lèze,200066819,2298,21,70.98,72.79
57589,Rohrbach-lès-Bitche,200069441,2298,22,65.73,67.41
85012,La Barre-de-Monts,248500258,2298,17,59.18,60.69
85156,Moutiers-les-Mauxfaits,200071900,2298,20,61.39,62.96
57132,Château-Salins,245701206,2297,22,60.35,61.89
74299,Veyrier-du-Lac,200066793,2297,15,48.68,49.92
91243,Fontenay-lès-Briis,249100074,2297,8,21.39,21.94
59071,Bersée,200041960,2296,11,37.22,38.17
91631,Varennes-Jarcy,247700644,2296,13,45.72,46.89
07316,Soyons,200041366,2295,15,49.56,50.83
22277,Saint-Brandan,200069409,2295,17,54.85,56.25
53185,Pré-en-Pail-Saint-Samson,200042182,2295,20,60.67,62.22
07041,Boulieu-lès-Annonay,200072015,2294,18,58.41,59.9
62626,Noyelles-lès-Vermelles,200072460,2294,16,43.4,44.51
82169,Saint-Nicolas-de-la-Grave,200066322,2293,16,51.28,52.59
05065,Guillestre,200067452,2292,24,74.85,76.76
43213,Saint-Pal-de-Mons,200073427,2291,15,46.73,47.92
67115,Ebersheim,246700967,2291,15,63.42,65.04
38349,Sablons,243800778,2290,13,45.0,46.15
39367,Morbier,243900479,2290,14,53.96,55.34
41185,Pruniers-en-Sologne,200018406,2290,18,56.26,57.7
29206,Plounévez-Lochrist,200067072,2289,14,54.52,55.91
16244,Nersac,200071827,2289,16,56.99,58.45
77385,Rebais,200072544,2289,17,53.03,54.38
01135,Crozet,240100750,2288,7,17.12,17.56
41161,Nouan-le-Fuzelier,200000800,2288,16,46.24,47.42
44053,Drefféac,200000438,2288,11,39.32,40.32
54367,Mexy,245400262,2288,14,50.62,51.91
56024,Bréhan,245614433,2288,16,56.45,57.89
57731,Volmerange-les-Mines,245700695,2288,12,43.82,44.94
01089,Château-Gaillard,240100883,2287,11,33.33,34.18
06091,Peille,240600593,2287,11,29.54,30.29
10401,Vendeuvre-sur-Barse,200066892,2287,21,69.15,70.92
25334,Levier,242504488,2287,23,70.59,72.39
27438,Nonancourt,200040277,2287,19,63.43,65.05
34025,Bassan,243400769,2287,12,43.32,44.43
47143,Lavardac,200068948,2287,20,61.58,63.15
78403,Mézy-sur-Seine,200059889,2287,12,27.33,28.03
69086,Fleurieux-sur-l'Arbresle,246900625,2287,12,45.56,46.72
31228,Gragnague,243100732,2286,13,44.92,46.07
74258,Samoëns,200034098,2286,20,65.28,66.95
08174,Floing,200041630,2285,11,41.42,42.48
07201,Ruoms,200039808,2284,21,71.29,73.11
24139,Coursac,200040392,2284,15,53.42,54.78
35135,Irodouër,200038990,2284,14,49.64,50.91
72155,Laigné-en-Belin,247200447,2283,15,52.04,53.37
33067,Bourg,243301223,2283,18,59.88,61.41
44057,Fégréac,243500741,2283,11,35.18,36.08
56069,Groix,200042174,2282,20,75.06,76.98
86298,Vouneuil-sur-Vienne,248600413,2281,16,59.72,61.25
59035,Avesnelles,200043263,2280,16,48.83,50.08
87205,Le Vigen,248719312,2280,16,48.99,50.24
19136,Meymac,200066744,2279,24,73.17,75.04
39233,Foucherans,200010650,2279,18,52.07,53.4
80013,Airaines,200071181,2279,24,67.17,68.89
85025,La Boissière-de-Montaigu,200070233,2279,14,45.44,46.6
35130,Hédé-Bazouges,243500733,2278,15,46.86,48.06
14215,Cuverville,200065597,2278,10,36.1,37.02
38281,Noyarey,200040715,2277,16,51.23,52.54
56132,Meucon,200067932,2277,11,42.12,43.2
33413,Saint-Germain-du-Puch,200070092,2276,15,52.06,53.39
74024,Ayse,200000172,2274,7,25.6,26.25
45108,Coullons,244500211,2274,16,56.88,58.33
56026,Bubry,200042174,2273,20,62.9,64.51
57465,Metzervisse,245701354,2272,19,65.55,67.22
67405,Rœschwoog,200041325,2272,18,59.31,60.82
67449,Schirrhein,200067874,2272,14,52.0,53.33
78591,Septeuil,247800550,2272,19,58.53,60.02
17353,Saint-Laurent-de-la-Prée,200041762,2271,10,40.92,41.96
35250,Saint-Armel,243500139,2271,10,34.62,35.5
36228,Valençay,200040558,2271,24,75.0,76.92
88424,Sainte-Marguerite,200071066,2271,17,52.35,53.69
73328,Viviers-du-Lac,200068674,2271,12,43.36,44.47
74180,Messery,200067551,2271,11,47.12,48.32
79100,Coulon,200041317,2271,13,46.62,47.81
73182,Mouxy,200068674,2270,9,37.88,38.85
56005,Arzon,200067932,2269,20,62.3,63.89
01232,Marboz,200071751,2268,18,63.16,64.77
72065,La Chapelle-Saint-Aubin,247200132,2268,20,59.35,60.87
86140,Lussac-les-Châteaux,200070043,2268,27,91.19,93.52
01192,Izernore,200042935,2267,12,47.04,48.24
05006,L'Argentière-la-Bessée,240500462,2267,26,76.97,78.94
14200,Creully sur Seulles,200069516,2266,17,59.38,60.9
35294,Sainte-Marie,243500741,2266,12,42.14,43.22
62240,Corbehem,200044048,2266,13,47.24,48.45
72023,Ballon-Saint Mars,200068963,2266,17,58.48,59.97
30138,Langlade,243000643,2265,15,52.17,53.5
79123,La Forêt-sur-Sèvre,200040244,2265,12,40.56,41.6
88483,Uxegney,200068757,2265,12,51.12,52.43
89099,Cheny,248900383,2265,10,35.4,36.3
07191,Rochemaure,200071405,2264,16,56.66,58.11
60325,Jaux,200067965,2264,13,30.61,31.39
68068,Dannemarie,200066033,2264,23,72.17,74.01
17369,Saint-Martin-de-Ré,241700459,2263,21,57.75,59.22
22233,Plourivo,200067981,2263,11,43.42,44.53
31181,Le Fauga,200068641,2262,10,32.34,33.17
33125,Cissac-Médoc,200069995,2262,15,57.52,58.99
53094,Entrammes,245300330,2262,15,48.96,50.21
57193,Ennery,200039949,2262,19,52.29,53.63
59129,Cappelle-en-Pévèle,200041960,2262,13,48.92,50.17
01103,Chevry,240100750,2261,9,26.1,26.77
56168,Plouharnel,200043123,2261,18,57.85,59.33
25258,Franois,242500361,2260,14,56.9,58.35
30212,Remoulins,243000684,2260,23,77.13,79.1
34237,Roujan,200071058,2260,16,53.65,55.02
31136,Cépet,200034957,2260,12,42.84,43.93
57370,Kœnigsmacker,245701354,2260,13,49.2,50.46
08367,Rocroi,200067759,2259,21,70.2,71.99
67301,Mommenheim,200067874,2259,14,45.49,46.65
26063,Buis-les-Baronnies,200068229,2258,25,74.87,76.78
59041,Bachant,200043396,2258,12,41.37,42.43
66178,Saint-Jean-Pla-de-Corts,246600373,2258,15,55.52,56.94
66217,Trouillas,246600449,2257,13,46.4,47.58
59401,Méteren,200040947,2256,14,53.84,55.21
35191,Les Portes du Coglais,200070688,2256,9,35.76,36.67
03304,Vendat,200071363,2254,14,49.22,50.48
95120,Butry-sur-Oise,249500430,2254,10,33.62,34.48
19121,Lubersac,200066603,2253,20,62.55,64.15
35065,La Chapelle-Thouarault,243500139,2252,12,43.32,44.43
91648,Vert-le-Grand,249100546,2252,16,50.42,51.71
29172,Plomodiern,200067247,2251,14,47.68,48.9
74201,Neydens,247400690,2251,12,32.69,33.52
56070,Guégon,200066777,2251,13,44.66,45.8
31429,Pompertuzat,243100633,2251,12,35.76,36.67
59222,Faumont,200044618,2251,10,35.72,36.63
84074,Mérindol,200040442,2251,14,51.74,53.06
38058,Brézins,200059392,2250,11,33.02,33.86
01109,Collonges,240100750,2249,17,62.59,64.19
74163,Margencel,200067551,2249,12,25.69,26.35
21481,Perrigny-lès-Dijon,242100410,2249,13,38.26,39.24
76069,Belbeuf,200023414,2249,13,44.54,45.68
63254,Nohanent,246300701,2249,14,38.61,39.6
50267,Lessay,200067031,2248,21,70.2,71.99
64062,Arudy,246400337,2248,22,71.73,73.56
71132,Ciry-le-Noble,247100290,2248,14,50.6,51.89
82179,Septfonds,248200057,2248,18,58.36,59.85
67125,Epfig,200034270,2246,17,58.06,59.54
79216,Prahecq,200041317,2246,18,54.99,56.39
65304,Maubourguet,200072106,2245,24,68.93,70.69
69208,Saint-Germain-Nuelles,246900625,2245,10,29.46,30.21
10209,Lusigny-sur-Barse,200069250,2244,16,52.3,53.64
56123,Malansac,245614383,2244,20,70.97,72.78
81131,Lagrave,200066124,2244,17,64.64,66.29
83077,Méounes-lès-Montrieux,200068104,2243,15,62.72,64.32
26330,Saint-Sorlin-en-Valloire,200040491,2241,21,55.59,57.01
01345,Saint-Denis-en-Bugey,240100883,2240,12,43.52,44.63
45346,Vitry-aux-Loges,244500427,2240,16,55.52,56.94
07138,Lavilledieu,200073245,2239,17,49.75,51.02
32249,Mauvezin,200034726,2239,24,74.37,76.27
53127,Lassay-les-Châteaux,200055887,2239,20,59.27,60.78
59022,Attiches,200041960,2238,13,45.02,46.17
02110,Braine,240200501,2237,20,62.28,63.87
56042,Colpo,200067932,2237,12,43.52,44.63
57287,Basse-Ham,245701362,2237,13,34.73,35.62
22272,Saint-Agathon,200067981,2236,19,60.99,62.55
73326,Vimines,200069110,2236,8,31.62,32.43
56234,Saint-Pierre-Quiberon,200043123,2236,16,55.94,57.37
22025,Callac,200067981,2235,20,58.39,59.88
25036,Avanne-Aveney,242500361,2235,15,55.04,56.45
07117,Lablachère,240700302,2234,16,48.2,49.43
08311,Mouzon,240800847,2234,19,62.5,64.1
29080,Hôpital-Camfrout,242900801,2234,12,39.12,40.12
63265,Orléat,246301097,2234,11,35.06,35.96
07308,Sarras,200040491,2233,14,53.69,55.06
60156,Clairoix,200067965,2232,17,56.44,57.88
17051,Le Bois-Plage-en-Ré,241700459,2229,20,63.66,65.29
67311,Muttersholtz,246700967,2228,13,49.82,51.09
95056,Belloy-en-France,200073013,2228,13,37.87,38.84
01248,Mionnay,200069193,2227,15,48.26,49.49
59135,Cassel,200040947,2227,22,72.5,74.35
85100,Givrand,200023778,2227,12,34.46,35.34
08327,Nouvion-sur-Meuse,200041630,2226,13,53.82,55.19
38436,Saint-Paul-de-Varces,200040715,2224,12,38.22,39.2
22048,Corseul,200068989,2223,13,45.92,47.09
50592,Tessy-Bocage,200066389,2223,19,67.78,69.51
62447,Hesdin,200044030,2222,19,65.33,67.0
02468,Marle,240200469,2221,23,71.97,73.81
86016,Avanton,200069763,2221,13,44.1,45.23
31271,Lanta,200071298,2220,16,55.54,56.96
85103,Grosbreuil,200071900,2220,14,53.34,54.7
66093,Laroque-des-Albères,200043602,2219,19,58.61,60.11
91156,Cheptainville,200057859,2219,12,36.9,37.84
26169,Malataverne,200042901,2218,12,37.52,38.48
01401,Sergy,240100750,2218,7,25.74,26.4
58238,Saint-Éloi,245801063,2218,10,25.76,26.42
29048,Edern,200068120,2217,15,51.72,53.04
33349,Quinsac,243301439,2215,12,47.72,48.94
77255,Livry-sur-Seine,247700057,2215,11,34.42,35.3
62684,Racquinghem,200069037,2214,16,63.76,65.39
34027,Beaulieu,243400017,2213,13,45.52,46.68
78090,Bouafle,200059889,2213,13,52.2,53.53
87143,Saint-Gence,248719312,2213,14,54.27,55.66
63213,Les Martres-d'Artière,200070753,2212,10,28.4,29.13
77240,Jouy-sur-Morin,200072544,2212,11,38.36,39.34
2B009,Aléria,200015162,2211,19,62.56,64.16
25495,Roche-lez-Beaupré,242500361,2210,21,71.01,72.82
74255,Sales,247400740,2210,7,30.22,30.99
25403,Montlebon,242504116,2209,9,30.1,30.87
28393,Tremblay-les-Villages,200040277,2209,13,44.24,45.37
42176,Pouilly-les-Nonains,200035731,2209,13,39.32,40.32
63322,Saint-Beauzire,200070753,2209,14,52.22,53.55
22237,Pluduno,200068989,2208,14,52.86,54.21
35256,Saint-Briac-sur-Mer,243500725,2208,17,51.76,53.08
14409,Merville-Franceville-Plage,200065563,2207,14,52.7,54.05
40004,Angresse,244000865,2207,10,35.76,36.67
67084,Dambach-la-Ville,200034270,2207,17,56.92,58.37
06023,Breil-sur-Roya,240600551,2206,22,70.98,72.79
22207,Plouaret,200065928,2206,16,56.44,57.88
31297,Lévignac,243100781,2206,18,59.66,61.18
69197,Saint-Étienne-des-Oullières,200040590,2206,17,56.9,58.35
30302,Saint-Victor-la-Coste,200034692,2205,14,47.06,48.26
73191,Novalaise,247300668,2205,20,58.65,60.15
29196,Plouguin,242900553,2204,11,41.42,42.48
29045,Dirinon,242900801,2203,12,30.89,31.68
72137,Villeneuve-en-Perseigne,246100663,2203,10,34.94,35.83
89348,Saint-Julien-du-Sault,248900938,2203,17,58.76,60.26
35356,Vignoc,243500667,2202,13,33.9,34.77
49135,Feneu,244900015,2202,13,37.04,37.99
54197,Fléville-devant-Nancy,245400676,2202,18,55.47,56.89
13020,Cadolive,200054807,2202,13,51.5,52.82
49308,Saint-Melaine-sur-Aubance,200071553,2201,12,32.12,32.94
22372,Trémuson,200069409,2201,19,62.63,64.23
13068,Paradou,241300375,2200,13,41.84,42.91
28236,Arcisses,200006971,2200,15,41.05,42.1
68292,Saint-Amarin,246800205,2200,16,58.04,59.52
27502,Rugles,200066462,2199,18,55.37,56.78
35015,Balazé,200039022,2199,11,42.12,43.2
35016,Baulon,200043990,2197,14,46.82,48.02
38464,Saint-Victor-de-Cessieu,200068567,2197,14,58.29,59.78
61153,Écouché-les-Vallées,200068450,2197,19,59.77,61.3
12043,Calmont,200068831,2196,12,39.38,40.39
12063,La Cavalerie,241200906,2195,15,60.62,62.17
34143,Loupian,200066355,2195,12,43.52,44.63
68007,Andolsheim,246800726,2195,8,23.62,24.22
72334,Sillé-le-Guillaume,200072718,2195,23,73.47,75.35
38543,Vézeronce-Curtin,200068542,2193,17,57.98,59.46
86258,Scorbé-Clairvaux,248600413,2193,13,53.9,55.28
01246,Mézériat,200070555,2192,16,63.92,65.55
12224,Saint Geniez d'Olt et d'Aubrac,200068484,2192,23,73.79,75.67
83108,La Roquebrussanne,200068104,2192,14,45.32,46.48
33225,Landiras,200069581,2191,12,45.14,46.29
33226,Langoiran,243301439,2191,19,67.56,69.29
50031,Barneville-Carteret,200067205,2191,22,67.58,69.31
56089,Inguiniel,200042174,2191,12,43.52,44.63
85210,Saint-Étienne-du-Bois,200072882,2191,14,53.54,54.91
17224,Matha,200041689,2190,20,71.67,73.5
37010,Auzouer-en-Touraine,243700499,2190,7,17.14,17.58
59250,Fournes-en-Weppes,245900410,2190,15,47.98,49.21
01305,Pont-de-Vaux,200071371,2189,20,61.91,63.49
06059,Èze,200030195,2189,14,47.66,48.88
81204,Payrin-Augmontel,248100430,2188,13,48.72,49.96
51562,Taissy,200067213,2187,17,58.29,59.78
25397,Montferrand-le-Château,242500361,2185,16,58.28,59.77
59464,Poix-du-Nord,200043321,2185,13,52.62,53.96
81227,Roquecourbe,200066561,2183,21,73.56,75.44
37167,Neuillé-Pont-Pierre,200073237,2183,17,59.77,61.3
79249,Saint-Gelais,200041317,2183,9,20.42,20.94
59356,Lompret,245900410,2182,9,32.42,33.25
31592,Larra,200071314,2181,11,36.6,37.53
17225,Les Mathes,241700640,2179,17,61.66,63.23
59086,Boeschepe,200040947,2179,15,57.61,59.08
68141,Hochstatt,200066041,2177,15,36.49,37.42
27517,Saint-Aubin-sur-Gaillon,200072312,2176,7,19.54,20.04
69140,Morancé,200040574,2176,13,50.92,52.22
74006,Allonzier-la-Caille,247400112,2176,15,44.81,45.95
01384,Saint-Rambert-en-Bugey,240100883,2173,20,68.8,70.56
29204,Plounéventer,242900751,2173,11,46.52,47.71
78239,Follainville-Dennemont,200059889,2173,10,35.2,36.1
59475,Prouvy,245901160,2173,17,57.7,59.17
72280,Saint-Georges-du-Bois,247200132,2173,12,45.62,46.78
2B087,Cervione,200034205,2172,18,70.11,71.9
38065,Châbons,243801073,2171,16,52.46,53.8
66208,Théza,246600282,2171,13,39.2,40.2
62288,Ecques,200069037,2171,13,41.14,42.19
08302,Monthermé,200067759,2170,19,63.46,65.08
51248,Fère-Champenoise,245100979,2170,20,62.63,64.23
76400,Luneray,200068534,2170,19,63.03,64.64
25432,Orchamps-Vennes,242504181,2169,22,76.87,78.83
52331,La Porte du Der,200068666,2169,24,67.85,69.58
59157,Cousolre,200043396,2169,16,56.86,58.31
91511,Pussay,200017846,2169,16,61.82,63.4
38199,Jardin,200077014,2168,12,40.32,41.35
39491,Coteaux du Lizon,200026573,2168,19,73.48,75.36
45193,Marcilly-en-Villette,200005932,2168,12,44.22,45.35
85289,La Tardière,248500415,2168,11,28.44,29.17
33321,Peujard,243301223,2167,15,40.01,41.03
08145,Douzy,240800847,2166,19,66.67,68.37
35137,Javené,200072452,2165,9,29.52,30.27
16393,Vars,200072023,2165,12,46.82,48.02
38214,Lumbin,200018166,2165,12,39.84,40.86
71497,Sancé,200070308,2165,15,51.53,52.85
25237,Fesches-le-Châtel,200065647,2164,12,42.4,43.48
64279,Itxassou,200067106,2164,16,54.53,55.92
64191,Coarraze,246401756,2163,17,55.75,57.17
35328,Sixt-sur-Aff,243500741,2163,15,58.46,59.95
17131,Cozes,241700640,2161,21,61.99,63.57
32296,Nogaro,243200409,2161,24,73.47,75.35
60188,Cuise-la-Motte,246000749,2161,14,37.93,38.9
85189,Notre-Dame-de-Riez,200023778,2161,12,37.46,38.42
34246,Entre-Vignes,243400520,2160,12,43.52,44.63
60409,Monchy-Saint-Éloi,246000129,2160,11,35.22,36.12
85164,Notre-Dame-de-Monts,248500258,2160,17,57.28,58.74
50074,Brécey,200069425,2159,24,71.09,72.91
85024,Bois-de-Céné,200071629,2159,15,54.26,55.65
57153,Corny-sur-Moselle,200070738,2156,12,36.62,37.56
59624,Villers-Outréaux,200030633,2156,18,59.93,61.46
66230,Vinça,200049211,2156,17,55.34,56.75
77374,Pontcarré,247700594,2156,10,34.7,35.59
12120,Laissac-Sévérac l'Église,200068484,2155,25,81.09,83.16
29098,Lampaul-Plouarzel,242900074,2153,13,47.34,48.55
34033,Boisseron,243400520,2153,16,55.48,56.9
25454,Pirey,242500361,2153,18,64.58,66.23
89102,Chevannes,200067114,2153,17,56.96,58.41
29175,Plonévez-du-Faou,242900561,2152,16,54.76,56.16
31042,Bagnères-de-Luchon,200072635,2152,22,74.05,75.94
35319,Saint-Thurial,243500618,2152,9,31.62,32.43
24115,Château-l'Évêque,200040392,2151,14,45.94,47.11
71070,Buxy,247104094,2151,25,71.61,73.44
88409,Saint-Amé,200068377,2151,12,45.84,47.01
71190,Épinac,200070530,2150,20,67.28,69.0
37245,Semblançay,200073237,2149,16,47.94,49.16
50087,Brix,200067205,2149,14,50.39,51.68
95241,Fontenay-en-Parisis,200055655,2149,11,29.12,29.86
25370,Mathay,200065647,2148,16,52.51,53.85
34207,Pomérols,243400819,2148,12,45.56,46.72
59074,Bertry,200030633,2148,17,66.5,68.2
63116,Combronde,200072098,2148,20,60.75,62.3
33154,Les Églisottes-et-Chalaures,200070092,2147,9,31.82,32.63
35039,Brécé,243500139,2147,8,23.22,23.81
29156,Pencran,242900801,2146,7,16.84,17.27
44146,Rougé,200072726,2146,16,59.66,61.18
97356,Camopi,249730052,2146,8,18.84,19.32
01254,Montagnat,200071751,2145,13,41.99,43.06
22155,La Motte,200067460,2145,12,35.84,36.76
33337,Preignac,200069581,2145,13,46.56,47.75
62034,Annequin,200072460,2145,14,57.7,59.17
89068,Chablis,200067080,2145,21,71.53,73.36
33434,Saint-Louis-de-Montferrand,243300316,2144,16,50.14,51.42
29225,Pouldreuzic,242900710,2143,17,63.01,64.62
32213,Lombez,243200599,2143,22,64.57,66.22
38480,Septème,200077014,2143,14,51.72,53.04
77168,Égreville,200023919,2143,14,49.01,50.26
11012,Argeliers,241100593,2142,14,48.86,50.11
73032,La Bâthie,200068997,2142,18,63.73,65.36
38194,Izeaux,243801073,2141,17,63.02,64.63
44173,Saint-Lumine-de-Clisson,200067635,2141,11,27.92,28.63
01347,Saint-Didier-de-Formans,200042497,2141,12,36.62,37.56
86160,Mirebeau,200069763,2141,23,75.69,77.62
14349,Laize-Clinchamps,200066728,2140,8,24.9,25.54
27180,Courcelles-sur-Seine,242700623,2140,14,54.02,55.4
38501,Tencin,200018166,2140,15,48.26,49.49
66101,Llupia,200027183,2140,15,55.94,57.37
85172,Le Perrier,248500258,2140,13,42.04,43.11
14562,Saint-Aubin-sur-Mer,241400860,2139,14,51.72,53.04
87202,Veyrac,248719312,2139,12,40.22,41.25
39333,Moirans-en-Montagne,243900412,2138,21,66.57,68.27
01435,Versonnex,240100750,2137,13,52.02,53.35
15140,Naucelles,241500230,2137,14,54.32,55.71
38339,Roche,243801255,2137,9,38.2,39.18
85002,L'Aiguillon-sur-Vie,200023778,2137,12,43.04,44.14
57039,Augny,200039865,2136,14,44.79,45.93
54116,Chanteheux,200070324,2136,15,54.43,55.82
83046,Cotignac,200068104,2136,18,59.88,61.41
85029,Bouin,200071629,2136,16,51.26,52.57
14675,Soliers,200065597,2135,16,54.83,56.23
56246,Le Sourn,245614433,2135,14,57.32,58.78
73155,Méry,200068674,2135,6,25.42,26.07
38515,Trept,200068542,2135,12,51.32,52.63
59210,Esquelbecq,200040954,2134,15,51.94,53.27
53186,Quelaines-Saint-Gault,200048551,2133,18,59.78,61.31
33120,Cérons,200069581,2132,14,46.58,47.77
69219,Saint-Laurent-d'Agny,246900740,2132,15,42.32,43.4
77517,Villevaudé,200033090,2132,11,31.28,32.08
33118,Cénac,243301439,2131,10,41.12,42.17
56102,Forges de Lanouée,200066777,2130,10,26.52,27.2
28334,Saint-Denis-Lanneray,200069961,2129,19,47.93,49.15
64317,Larressore,200067106,2129,12,40.66,41.7
81052,Cambon,248100737,2129,9,32.62,33.45
59488,Raillencourt-Sainte-Olle,200068500,2128,12,50.72,52.02
59497,Renescure,200040947,2128,14,51.22,52.53
01153,Échenevex,240100750,2127,8,23.22,23.81
60086,Boran-sur-Oise,200067973,2127,15,48.52,49.76
69267,Villié-Morgon,200067817,2127,19,60.18,61.72
80360,Fressenneville,200070944,2127,15,43.99,45.11
22013,Bourbriac,200067981,2126,18,64.78,66.43
53103,Le Genest-Saint-Isle,245300306,2126,16,58.34,59.83
84108,Saint-Didier,248400053,2126,15,54.42,55.81
59016,Armbouts-Cappel,245900428,2125,11,34.22,35.09
61339,Putanges-le-Lac,246100390,2125,16,65.96,67.64
01199,Jujurieux,200029999,2124,15,46.23,47.41
29032,Clohars-Fouesnant,242900660,2124,11,29.21,29.96
29280,Telgruc-sur-Mer,200066868,2124,14,49.22,50.48
78291,Guerville,200059889,2124,14,46.49,47.68
86209,Roches-Prémarie-Andillé,200043628,2124,15,55.3,56.71
16232,Mornac,200071827,2123,15,53.2,54.56
13115,Vernègues,200054807,2123,14,43.6,44.71
29137,Logonna-Daoulas,242900801,2123,12,45.44,46.6
69018,Beaujeu,200067817,2123,26,82.94,85.06
38309,Poisat,200040715,2123,13,49.7,50.97
72047,Brette-les-Pins,247200421,2123,11,27.92,28.63
78087,Bonnelles,200073344,2123,14,47.6,48.82
22246,Pommeret,200069391,2121,11,35.12,36.02
57017,Amanvillers,200039865,2121,14,47.48,48.69
77483,Varreddes,200072130,2121,13,45.66,46.83
13096,Saintes-Maries-de-la-Mer,241300417,2120,20,58.86,60.36
29201,Ploumoguer,242900074,2120,12,47.72,48.94
49027,Bégrolles-en-Mauges,200071678,2120,13,43.76,44.88
68138,Hirsingue,200066041,2120,22,64.27,65.91
16146,Garat,200071827,2118,12,43.87,44.99
77069,Chailly-en-Bière,200072346,2118,13,49.4,50.66
88270,Liffol-le-Grand,200068559,2118,21,70.78,72.59
38381,Saint-Didier-de-la-Tour,200068567,2117,11,27.24,27.94
83111,Sainte-Anastasie-sur-Issole,200068104,2117,10,34.02,34.89
57582,Richemont,200039949,2116,13,39.86,40.88
68173,Labaroche,246800551,2116,10,40.5,41.53
38454,Saint-Sauveur,200070431,2115,10,31.6,32.41
69050,Châtillon,200040574,2115,19,54.79,56.19
72042,Bouloire,200072684,2115,19,58.35,59.84
25060,Bians-les-Usiers,242504488,2114,15,57.08,58.54
25147,Chemaudin et Vaux,242500361,2114,13,44.76,45.9
61211,Juvigny Val d'Andaine,200068443,2114,12,44.42,45.55
38352,Saint-Alban-de-Roche,243800604,2113,14,51.14,52.45
86204,Quinçay,200069763,2113,14,41.12,42.17
44097,Mesquer,244400610,2112,14,50.78,52.08
59631,Walincourt-Selvigny,200030633,2112,15,49.0,50.25
88513,Vincey,200068757,2112,14,43.28,44.39
06060,Falicon,200030195,2111,9,32.72,33.56
15122,Maurs,200066678,2110,22,67.97,69.71
47040,Brax,200035459,2109,13,49.46,50.72
38176,Frontonas,200068542,2109,12,44.1,45.23
45095,Chilleurs-aux-Bois,200066280,2109,17,50.44,51.73
49271,Saint-Clément-de-la-Place,244900015,2109,12,28.64,29.37
56015,Berric,245614383,2109,11,39.32,40.32
18180,Plaimpied-Givaudins,241800507,2108,16,61.64,63.21
38484,Serpaize,200077014,2108,10,28.34,29.06
30186,Nages-et-Solorgues,243000569,2107,10,32.02,32.84
34050,Candillargues,243400470,2107,12,38.5,39.48
34321,Valergues,243400470,2107,11,36.6,37.53
67448,Schirmeck,246700306,2107,20,67.7,69.43
26332,Saint-Uze,200040491,2106,16,59.52,61.04
16206,Mansle,200072023,2105,22,73.11,74.98
60245,Formerie,246000848,2105,22,73.76,75.64
