CODGEO,variete_equip,nb_equip_total,densite_equip_1000hab
54222,29,36,27.25
54223,3,4,20.2
54224,3,3,23.81
54225,7,7,38.67
54226,3,3,17.24
54227,17,25,18.4
54228,2,2,28.57
54229,11,11,29.89
54230,1,1,18.18
54231,2,2,11.05
54232,27,44,16.62
54233,2,2,60.61
54234,25,38,12.82
54235,10,14,32.86
54236,4,4,10.87
54237,3,3,28.85
54238,4,5,18.32
54239,2,2,14.39
54240,2,2,37.74
54241,1,1,13.89
54242,6,6,21.51
54243,6,7,31.67
54244,5,5,45.87
54245,4,5,78.12
54246,2,2,31.75
54247,3,3,16.3
54248,1,1,9.9
54249,6,6,23.9
54250,13,14,19.1
54251,2,2,15.27
54252,18,22,43.22
54253,12,16,20.7
54254,26,51,14.75
54255,1,1,12.05
54256,5,5,15.97
54257,43,122,22.69
54258,5,5,34.01
54259,5,6,27.03
54260,12,18,19.57
54261,28,53,12.46
54262,5,5,24.75
54263,41,105,16.81
54264,5,6,17.39
54265,46,143,68.88
54266,7,11,27.92
54268,3,3,22.22
54269,4,4,12.08
54270,26,46,11.86
54271,2,2,17.09
54272,9,9,19.31
54273,59,220,27.06
54274,51,169,18.03
54275,3,3,16.57
54276,15,24,30.53
54277,9,11,29.73
54278,1,1,9.9
54279,16,24,23.9
54280,56,135,20.58
54281,13,17,19.08
54282,1,1,6.37
54283,6,8,28.27
54284,12,15,13.46
54285,2,2,40.82
54286,19,31,19.68
54287,6,6,22.73
54288,9,10,20.12
54289,6,8,22.28
54290,3,3,14.29
54291,4,4,13.51
54292,4,6,32.97
54293,3,3,35.29
54294,4,4,28.57
54295,22,34,34.66
54296,11,16,36.7
54297,6,6,19.93
54298,3,3,19.35
54299,6,6,26.2
54300,39,132,20.15
54301,4,4,31.25
54302,12,19,25.78
54303,6,10,27.47
54304,62,288,19.63
54305,20,58,24.47
54306,8,8,23.67
54307,4,4,25.32
54308,5,5,34.01
54309,5,5,12.32
54310,1,1,500.0
54311,13,16,27.07
54312,14,18,36.36
54313,4,5,21.83
54314,43,89,22.97
54315,16,32,35.28
54316,4,6,19.54
54317,3,3,22.73
54318,37,98,17.21
54320,9,13,40.12
54321,36,63,26.54
54322,52,110,21.19
54323,71,330,21.72
54324,2,2,23.53
54325,1,1,12.82
54326,4,4,18.43
54327,11,17,27.29
54328,50,139,22.86
54329,76,458,25.8
54330,2,2,4.75
54331,10,10,35.97
54332,19,27,17.86
54333,7,7,28.34
54334,6,8,14.36
54335,6,7,17.16
54336,11,16,17.72
54337,3,3,23.26
54338,14,29,29.23
54339,39,135,17.03
54340,6,7,20.77
54343,7,7,36.08
54344,5,5,23.58
54345,7,8,23.67
54346,6,7,27.89
54348,6,6,25.21
54349,3,3,17.86
54350,12,13,18.54
54351,21,40,23.85
54352,11,12,14.39
54353,20,24,26.82
54354,1,1,19.61
54355,2,2,21.98
54356,1,1,15.38
54357,48,176,17.74
54358,7,8,27.97
54359,3,3,12.2
54360,9,9,26.71
54362,15,19,14.84
54363,6,6,22.14
54364,16,24,18.63
54365,6,6,18.4
54366,24,50,25.15
54367,25,40,17.48
54368,5,5,28.74
54369,12,23,38.08
54370,6,7,31.11
54371,18,37,34.35
54372,9,17,32.26
54373,31,59,96.25
54374,12,16,30.19
54375,14,22,20.26
54376,9,11,27.3
54377,3,3,19.23
54378,4,4,8.49
54379,4,4,42.55
54380,4,4,9.59
54381,2,2,37.74
54382,64,208,22.6
54383,20,25,22.01
54385,11,16,14.83
54386,3,3,32.26
54387,3,3,18.52
54388,1,1,13.7
54389,1,1,9.71
54390,3,3,29.41
54391,16,30,19.0
54392,7,7,22.36
54393,14,18,34.09
54394,4,4,16.53
54395,89,2607,25.0
54396,3,3,13.82
54397,56,165,24.93
54398,3,3,31.91
54399,12,14,55.56
54400,31,42,37.0
54401,4,4,31.5
54402,8,9,21.69
54403,15,28,23.87
54404,5,5,20.0
54405,8,11,21.03
54406,11,11,39.57
54407,2,2,21.28
54408,5,5,22.22
54409,8,10,52.36
54410,11,12,23.21
54411,4,4,18.18
54412,1,1,25.0
54413,8,8,53.69
54414,9,12,18.4
54415,38,82,20.48
54416,3,3,16.95
54417,6,6,24.49
54418,6,6,34.29
54419,1,1,13.51
54420,2,2,21.98
54421,5,7,22.58
54422,3,3,44.78
54423,6,6,17.96
54424,1,1,23.26
54425,34,57,23.17
54426,6,6,12.63
54427,5,9,94.74
54428,16,20,23.84
54429,4,4,13.42
54430,39,135,27.92
54431,77,423,29.5
54432,22,41,22.85
54433,8,9,39.65
54434,7,9,35.86
54435,5,5,13.66
54436,3,3,18.99
54437,18,26,22.69
54438,1,1,18.52
54439,34,110,21.38
54440,2,2,17.09
54441,4,4,17.7
54442,3,3,31.25
54443,1,1,26.32
54444,7,7,30.43
54445,2,2,19.42
54446,3,3,46.88
54447,1,1,13.89
54449,11,12,11.42
54450,4,4,27.03
54451,22,43,11.34
54452,3,3,41.1
54453,1,1,6.41
54455,6,6,38.46
54456,9,14,22.47
54457,1,1,23.81
54458,1,1,8.93
54459,26,43,18.42
54460,4,4,25.81
54461,2,2,28.99
54462,30,59,20.83
54463,2,2,8.37
54464,4,4,38.46
54465,9,11,14.63
54466,11,11,27.03
54467,2,2,10.75
54468,4,5,45.87
54469,6,7,17.07
54470,1,1,14.29
54471,2,2,27.4
54472,19,20,23.5
54473,6,6,20.83
54474,7,7,36.27
54475,5,5,32.47
54476,5,5,12.14
54477,3,4,24.69
54478,1,1,6.67
54479,2,2,19.8
54480,1,1,18.18
54481,3,3,30.61
54482,41,158,15.69
54483,57,162,22.0
54484,4,4,22.1
54485,1,1,3.25
54486,6,7,20.9
54487,2,2,31.25
54488,1,1,27.03
54489,1,1,6.62
54490,15,35,23.97
54491,7,8,22.92
54492,4,4,25.32
54493,15,22,9.52
54494,5,6,60.0
54495,27,55,12.84
54496,6,7,18.67
54497,3,5,57.47
54498,27,86,16.73
54499,3,3,27.03
54500,3,3,16.67
54501,3,3,30.0
54502,9,10,40.65
54504,15,16,24.02
54505,12,15,20.55
54507,1,1,10.0
54508,4,4,16.81
54509,15,17,17.14
54510,6,8,26.85
54511,4,4,36.04
54512,4,4,37.38
54513,18,26,39.82
54514,9,11,17.46
54515,9,10,40.32
54516,1,1,55.56
54517,5,5,24.75
54518,28,34,30.44
54519,14,16,26.94
54520,8,8,20.94
54521,19,27,13.59
54522,9,9,69.77
54523,7,7,16.63
54524,2,2,21.05
54525,10,11,17.05
54526,44,186,20.62
54527,11,12,18.24
54528,70,437,27.57
54529,1,1,35.71
54530,2,2,22.47
54531,2,2,32.79
54532,3,3,18.75
54533,23,44,16.68
54534,11,13,24.95
54535,5,7,35.53
54536,24,41,16.87
54537,12,14,20.32
54538,6,6,16.3
54539,4,4,17.7
54540,7,7,12.46
54541,4,4,24.69
54542,27,45,19.27
54543,3,3,22.22
54544,5,5,35.71
54545,6,6,28.44
54546,16,21,22.46
54547,74,558,18.89
54548,9,10,19.31
54549,26,61,17.05
54550,4,5,15.67
54551,3,3,50.0
54552,4,4,59.7
54553,3,3,19.61
54554,4,4,50.0
54555,1,1,11.63
54556,5,5,45.45
54557,29,67,28.51
54558,9,12,42.55
54559,12,12,38.34
54560,2,2,37.74
54561,2,2,48.78
54562,3,3,22.06
54563,36,60,43.99
54564,5,5,35.97
54565,8,8,34.48
54566,3,3,20.27
54567,7,8,23.05
54568,3,3,11.81
54569,2,2,10.64
54570,2,3,8.8
54571,14,23,38.85
54572,6,7,9.99
54573,2,3,18.52
54574,8,10,17.95
54575,30,48,30.97
54576,1,1,8.2
54577,5,5,34.72
54578,57,191,12.94
54579,6,6,18.29
54580,43,137,13.61
54581,4,4,13.42
54582,3,3,16.04
54583,9,11,26.32
54584,16,23,22.66
54585,7,7,14.08
54586,14,19,25.68
54587,5,5,26.18
54588,11,12,30.77
54589,2,2,15.75
54590,6,6,9.1
54591,5,5,15.06
54592,8,10,37.88
54593,9,10,23.04
54594,7,8,46.24
54595,8,9,15.93
54596,11,13,13.47
54597,10,16,35.79
54598,1,1,3.73
54599,1,1,9.35
54600,5,5,42.37
54601,1,1,10.42
54602,1,1,6.71
55001,11,11,38.6
55002,3,3,30.3
55004,2,2,24.69
55005,4,4,114.29
55007,7,7,29.54
55008,3,3,20.41
55009,18,23,42.99
55010,31,51,19.62
55011,4,6,24.1
55012,12,14,33.02
55013,7,7,15.09
55014,6,7,19.55
55015,9,13,27.14
55017,3,3,26.09
55018,2,3,81.08
55021,3,3,40.54
55022,5,5,38.46
55023,2,2,16.53
55024,3,5,31.06
55025,6,6,21.74
55026,3,3,23.44
55027,3,3,18.63
55028,2,2,18.87
55029,87,408,27.82
55031,4,6,15.96
55032,3,4,93.02
55033,1,1,52.63
55034,2,2,18.02
55035,5,5,34.72
55036,2,2,21.28
55037,2,2,15.04
55038,3,3,76.92
55039,1,1,
55040,5,5,19.61
55041,6,8,13.18
55042,9,12,23.67
55043,30,60,19.86
55044,1,1,28.57
55045,13,13,23.85
55046,2,2,15.04
55047,5,5,31.25
55048,1,1,23.26
55049,5,5,11.79
55050,1,1,
55051,4,4,34.48
55053,8,9,24.59
55054,3,3,48.39
55055,1,1,76.92
55057,2,2,25.64
55058,4,4,12.46
55059,4,4,21.51
55060,6,7,19.44
55061,4,4,16.88
55062,2,2,19.05
55063,25,41,16.84
55064,3,3,26.55
55065,4,4,34.78
55066,5,5,39.37
55067,5,5,51.02
55068,1,1,9.62
55069,2,3,13.39
55070,4,4,34.19
55071,3,3,16.85
55072,4,4,37.74
55073,16,20,29.54
55075,3,4,23.53
55076,2,2,11.11
55077,2,2,7.58
55078,10,10,33.0
55079,15,17,24.15
55080,2,2,25.64
55081,2,2,32.79
55082,1,1,21.74
55083,3,3,19.23
55084,3,3,53.57
55085,2,2,6.97
55087,5,5,59.52
55088,6,6,38.46
55089,1,1,11.49
55093,5,5,18.25
55094,8,10,18.8
55095,2,3,27.78
55096,5,5,45.87
55097,6,8,25.97
55099,3,3,24.39
55100,2,2,24.69
55101,6,7,23.33
55102,14,15,28.57
55103,1,1,45.45
55104,3,3,37.97
55105,4,4,22.86
55106,2,3,17.05
55107,1,1,21.28
55108,5,5,41.32
55109,3,3,13.1
55110,5,6,26.91
55111,13,17,39.17
55113,3,3,19.35
55114,7,8,39.02
55115,1,1,22.22
55116,3,3,60.0
55117,35,42,29.21
55118,1,1,10.99
55119,2,2,10.64
55120,12,12,15.48
55121,3,3,26.79
55122,67,195,36.66
55123,9,10,14.04
55124,8,9,30.1
55125,13,13,16.69
55127,1,1,22.22
55128,1,1,23.81
55129,2,2,51.28
55132,23,40,24.0
55133,3,3,36.14
55134,4,4,26.49
55137,1,1,20.83
55138,2,2,16.0
55139,1,1,
55140,1,1,50.0
55141,1,1,11.9
55142,4,4,32.79
55143,3,3,24.19
55144,15,17,45.45
55145,24,27,43.69
55146,4,4,20.62
55148,2,2,17.24
55149,2,2,16.67
55150,10,10,19.65
55153,4,4,20.73
55154,29,32,22.08
55155,9,10,26.04
55156,5,5,36.23
55157,1,1,19.61
55158,12,14,18.97
55159,9,12,33.52
55160,2,2,54.05
55162,1,1,33.33
55163,1,1,16.67
55165,10,11,25.82
55166,19,27,21.04
55167,19,24,39.15
55168,1,1,22.22
55169,9,9,17.18
55170,2,2,17.39
55171,11,14,53.64
55172,1,1,16.39
55173,1,1,26.32
55174,1,1,13.51
55175,5,5,27.93
55177,3,3,68.18
55178,5,5,26.32
55179,2,2,14.18
55180,4,4,29.41
55181,47,93,26.78
55182,1,1,4.81
55183,1,1,27.03
55184,12,17,10.37
55185,3,3,33.71
55186,31,49,23.44
55188,1,1,22.73
55189,1,1,
55191,5,6,26.79
55192,1,1,26.32
55193,3,3,24.39
55194,1,1,16.39
55195,3,3,23.44
55196,4,6,48.39
55197,5,5,30.3
55198,37,45,67.87
55199,1,1,11.63
55200,6,6,28.71
55201,2,2,31.75
55202,4,4,28.17
55204,6,7,23.97
55206,4,4,34.78
55207,1,1,19.23
55208,1,1,18.18
55210,1,1,25.64
55211,1,1,16.13
55212,3,3,35.71
55214,5,5,18.25
55215,33,43,40.84
55216,1,1,14.93
55217,3,4,33.9
55218,1,1,23.81
55219,4,4,40.0
55220,1,1,11.36
55221,5,7,29.05
55222,2,2,60.61
55224,11,12,20.98
55225,3,3,21.58
55226,2,2,16.13
55228,11,17,31.72
55229,3,4,14.98
55232,7,7,61.95
55236,21,35,37.39
55237,7,9,38.63
55239,1,1,
55241,2,2,25.0
55242,4,4,35.71
55243,3,3,16.67
55244,5,5,22.22
55245,8,8,48.19
55246,6,6,38.96
55247,1,1,21.28
55248,10,13,47.62
55250,8,8,44.44
55251,3,3,30.3
55252,6,8,50.31
55253,18,21,30.0
55254,2,2,16.53
55255,3,3,11.49
55256,1,1,6.9
55257,3,3,62.5
55258,11,11,17.97
55260,2,2,35.71
55261,2,2,14.49
55262,4,5,19.38
55263,6,6,37.04
55264,4,5,19.38
55265,4,5,35.71
55266,1,1,19.61
55267,8,10,35.84
55268,19,21,31.34
55269,3,3,40.54
55270,1,1,33.33
55271,7,7,19.44
55272,14,16,37.56
55274,6,7,24.73
55275,3,3,35.29
55276,5,5,22.73
55278,5,6,30.61
55279,9,10,22.42
55280,2,3,53.57
55281,2,3,32.97
55282,1,1,10.99
55284,1,1,13.7
55285,4,4,27.03
55286,2,2,8.47
55288,20,25,17.82
55289,1,1,16.67
55290,3,3,54.55
55291,46,96,25.24
55292,2,2,10.58
55293,2,2,11.43
55295,1,1,33.33
55296,13,16,34.04
55297,3,3,27.52
55298,7,9,31.47
55299,1,1,8.4
55300,3,3,13.76
55301,5,5,41.67
55302,20,26,23.61
55303,1,1,14.29
55304,3,4,24.69
55306,4,4,35.71
55307,1,1,
55310,2,2,17.86
55311,2,2,76.92
55312,5,6,36.81
55313,1,1,14.49
55315,4,4,34.78
55316,8,10,24.75
55317,3,3,20.27
55320,1,1,15.15
55321,2,2,11.43
55322,1,1,18.52
55323,1,1,14.29
55324,14,17,32.82
55325,1,1,20.0
55326,3,3,27.78
55327,5,6,24.59
55328,6,6,21.2
55329,2,2,10.0
55330,2,2,22.47
55331,1,1,13.33
55332,2,2,8.44
55333,5,5,111.11
55334,4,5,29.41
55335,8,9,36.44
55336,4,4,26.85
55338,2,2,13.61
55339,2,2,27.03
55340,10,12,32.88
55341,2,2,17.09
55343,1,1,17.54
55344,1,1,43.48
55345,2,2,20.0
55346,8,8,27.59
55347,8,9,27.03
55348,14,17,46.32
55349,5,5,40.32
55350,2,2,26.32
55351,44,68,33.48
55352,9,10,69.93
55353,3,3,38.96
55355,4,5,32.26
55356,3,3,28.85
55357,2,2,18.69
55358,3,4,21.39
55359,7,7,33.82
55360,1,1,9.26
55361,2,2,15.27
55362,3,3,16.39
55363,4,4,44.94
55364,8,10,15.24
55365,2,2,14.39
55366,8,10,10.11
55367,1,1,7.69
55368,4,5,32.89
55369,10,12,14.87
55370,3,3,14.22
55371,1,1,12.99
55372,8,8,21.98
55373,1,1,12.2
55374,3,4,54.05
55375,2,3,47.62
55376,1,1,12.2
55377,2,2,21.05
55378,12,14,58.09
55379,3,3,50.0
55380,3,3,58.82
55381,2,2,12.82
55382,6,6,16.35
55383,8,10,45.25
55384,2,2,15.62
55385,6,7,14.06
55386,6,9,40.36
55387,3,3,12.35
55388,4,4,14.55
55389,3,3,12.3
55391,5,5,25.38
55394,1,1,142.86
55395,1,1,17.86
55396,3,3,13.45
55397,10,13,56.52
55398,22,38,37.4
55399,2,2,17.7
55400,1,1,23.26
55401,7,8,19.18
55403,1,1,16.39
55404,14,14,44.73
55405,2,2,8.0
55406,1,1,9.35
55407,2,2,15.15
55408,2,2,11.7
55409,2,2,32.26
55410,4,4,30.53
55411,3,3,32.26
55412,8,8,42.55
55414,1,1,5.56
55415,1,1,11.24
55416,6,6,27.91
55419,5,5,32.47
55420,2,2,27.78
55421,1,1,13.51
55422,1,1,20.0
55423,8,8,25.4
55424,1,1,21.74
55425,5,5,38.17
55426,3,3,7.85
55427,45,87,32.2
55428,1,1,7.81
55429,1,1,20.0
55430,2,2,28.99
55431,3,3,53.57
55433,8,9,24.59
55434,2,2,40.0
55435,15,17,22.19
55436,2,2,71.43
55437,2,2,16.39
55438,3,3,16.57
55439,1,1,10.0
55442,2,2,8.23
55443,7,9,15.25
55444,6,6,29.7
55445,6,7,36.46
55446,6,6,70.59
55447,9,10,27.17
55448,2,2,47.62
55449,6,6,21.13
55450,2,2,42.55
55452,1,1,17.86
55453,3,3,48.39
55454,3,4,23.12
55456,5,6,27.27
55457,4,5,27.32
55458,6,8,20.83
55459,6,6,25.53
55460,1,1,7.19
55461,8,8,17.74
55462,12,18,51.72
55463,49,116,29.56
55464,6,6,39.47
55465,2,2,20.0
55466,5,6,20.91
55467,17,20,28.69
55468,1,1,10.0
55469,1,1,10.99
55470,4,5,26.18
55471,1,1,12.35
55472,1,1,8.77
55473,1,1,9.17
55474,7,7,31.25
55475,1,1,14.93
55476,23,28,59.32
55477,8,9,22.5
55479,5,6,38.22
55481,9,10,32.15
55482,2,4,39.22
55484,1,1,21.28
55485,2,2,29.41
55487,3,3,34.88
55488,4,4,27.78
55489,5,5,18.05
55490,12,13,38.81
55492,16,19,19.51
55493,4,4,22.1
55494,9,10,24.39
55495,4,4,16.81
55496,18,23,21.93
55497,10,11,34.48
55498,14,15,34.17
55500,24,30,36.67
55501,7,8,21.11
55502,55,97,39.26
55503,1,1,8.13
55504,8,9,22.67
55505,28,69,21.7
55506,1,1,33.33
55507,5,6,28.57
55508,3,3,8.47
55509,3,3,10.87
55510,4,4,32.0
55511,3,3,26.32
55512,7,7,25.09
55514,11,13,22.11
55515,3,3,43.48
55516,17,21,38.18
55517,17,20,38.68
55518,1,1,6.9
55519,19,29,21.79
55520,9,12,25.32
55521,7,8,34.33
55522,2,2,18.18
55523,5,5,26.32
55525,1,1,13.33
55526,2,2,7.78
55527,24,35,55.29
55528,1,1,20.0
55530,3,3,31.91
55531,12,15,53.57
55532,12,13,41.53
55533,42,67,34.84
55534,2,2,38.46
55535,1,1,11.76
55536,1,1,47.62
55537,3,4,50.63
55540,2,2,33.9
55541,12,13,24.53
55543,16,18,19.93
55544,1,1,6.94
55545,84,536,32.12
55546,2,2,9.57
55547,2,2,18.02
55549,2,2,23.26
55551,30,63,40.03
55552,2,2,24.69
55553,17,21,16.3
55554,5,5,19.31
55555,3,3,93.75
55556,1,1,20.41
55557,1,1,7.87
55559,3,4,74.07
55560,4,4,31.01
55561,2,2,39.22
55562,4,5,39.37
55563,2,2,27.03
55565,1,1,13.16
55566,6,9,30.93
55567,2,2,14.29
55568,4,5,17.92
55569,2,2,12.27
55570,8,11,50.69
55571,4,4,16.33
55572,3,3,33.33
55573,26,39,24.16
55574,2,2,48.78
55575,2,2,24.1
55577,4,4,71.43
55578,1,1,5.43
55579,3,3,30.0
55580,1,1,20.0
55581,5,5,47.62
55582,3,3,34.09
55583,6,8,38.46
55584,4,4,31.5
55586,4,6,53.1
57001,8,9,28.04
57002,3,3,46.15
57003,30,38,26.8
57004,1,1,12.66
57006,15,17,17.42
57007,7,7,53.44
57008,3,3,14.29
57009,1,1,9.71
57010,6,7,44.03
57011,26,31,50.49
57012,32,86,14.13
57013,17,33,13.21
57014,9,9,24.39
57015,8,9,16.48
57016,7,7,17.68
57017,23,35,16.5
57018,3,3,24.79
57019,53,228,21.06
57020,3,3,9.97
57021,18,34,22.82
57022,15,20,15.26
57024,1,1,5.24
57025,10,12,24.19
57026,13,14,13.07
57027,5,5,41.32
57028,22,36,27.07
57029,5,7,32.26
57030,7,7,12.8
57031,17,26,27.84
57032,45,114,24.51
57033,16,23,43.31
57034,2,2,57.14
57035,1,1,8.77
57036,4,4,40.0
57037,6,6,22.64
57038,50,115,16.02
57039,43,138,64.61
57040,9,10,33.44
57041,34,62,26.01
57042,12,12,20.65
57043,23,35,22.35
57044,1,1,8.77
57045,1,1,8.93
57046,20,29,38.87
57047,14,19,18.38
57048,2,2,28.17
57049,30,86,18.63
57050,2,2,18.35
57051,10,11,29.57
57052,8,12,20.94
57053,3,3,27.52
57054,6,7,38.89
57055,10,13,24.03
57056,4,4,21.28
57057,7,8,13.2
57058,38,108,16.79
57059,1,1,18.18
57060,16,19,36.61
57061,13,16,14.08
57062,1,1,2.26
57063,5,5,23.26
57064,5,5,17.99
57065,6,6,28.99
57066,11,14,27.45
57067,21,46,16.09
57069,7,9,19.57
57070,3,4,16.26
57071,5,5,12.89
57072,8,8,12.86
57073,22,33,38.33
57074,8,9,11.06
57075,8,8,27.3
57076,8,8,15.87
57077,2,2,21.05
57079,5,7,15.91
57080,2,2,23.81
57081,2,2,15.87
57082,9,12,35.19
57083,10,13,10.98
57084,8,11,36.67
57085,4,5,12.72
57086,5,6,25.75
57087,3,3,11.86
57088,5,5,16.34
57089,63,172,34.69
57090,4,4,37.38
57091,11,15,15.14
57092,8,13,21.56
57093,8,9,13.85
57095,8,11,19.3
57096,17,24,9.8
57097,57,180,32.59
57098,7,7,30.3
57099,8,8,33.2
57100,4,4,22.86
57101,11,13,10.76
57102,27,54,16.71
57103,2,2,16.95
57104,8,9,7.8
57105,3,3,19.87
57106,56,135,34.36
57107,1,1,9.71
57108,5,8,25.64
57109,9,11,13.19
57110,6,8,18.78
57111,6,8,15.66
57112,1,1,12.2
57113,12,18,18.54
57114,8,8,18.69
57115,6,6,61.86
57116,2,2,20.83
57117,7,7,12.2
57118,5,5,30.86
57119,24,49,40.97
57120,2,2,17.54
57121,6,6,26.67
57122,11,14,20.53
57123,31,76,22.53
57124,27,48,18.42
57125,9,10,24.1
57126,6,7,21.94
57127,3,3,20.27
57128,5,5,16.84
57129,9,11,14.19
57130,3,3,41.67
57131,5,5,16.89
57132,44,88,38.31
57133,2,2,20.0
57134,24,43,22.73
57136,5,5,8.62
57137,12,16,19.61
57138,2,2,24.39
57139,5,6,21.43
57140,9,9,15.93
57141,2,2,22.47
57142,4,5,11.93
57143,47,121,36.02
57144,28,67,19.95
57145,6,8,24.39
57146,10,15,18.5
57147,1,1,3.0
57148,9,14,24.82
57149,4,4,19.42
57150,13,18,25.46
57151,5,5,34.48
57152,6,6,11.56
57153,24,49,22.73
57154,6,9,14.71
57155,38,84,28.13
57156,21,30,25.36
57158,5,6,25.64
57159,35,91,23.95
57160,69,342,27.33
57161,1,1,9.71
57162,16,19,19.25
57163,30,66,27.9
57165,11,14,19.97
57166,4,5,49.5
57167,3,3,7.87
57168,9,11,16.34
57169,9,9,17.86
57171,31,40,34.75
57172,4,4,14.39
57173,1,1,9.9
57174,2,2,19.05
57175,6,6,25.53
57176,24,40,23.91
57177,53,118,42.23
57178,10,11,30.9
57179,18,31,16.88
57180,6,7,20.41
57181,1,1,10.99
57182,3,3,31.91
57183,3,4,21.39
57186,11,19,19.87
57187,9,9,25.0
57188,12,15,34.56
57189,6,7,31.25
57190,9,10,23.87
57191,10,11,16.11
57192,16,21,17.3
57193,39,75,33.16
57194,13,21,17.28
57195,12,13,23.17
57196,8,8,19.09
57197,7,9,17.72
57198,6,8,42.11
57199,8,8,11.54
57200,13,15,37.22
57201,8,9,12.59
57202,14,20,17.44
57203,5,5,22.73
57204,5,6,11.11
57205,24,47,18.43
57206,58,257,17.37
57207,53,193,36.31
57208,18,22,16.52
57209,55,163,31.62
57210,24,29,44.07
57211,27,46,38.24
57212,12,19,25.85
57213,12,13,16.88
57214,5,5,12.44
57215,6,6,16.9
57216,5,5,35.71
57217,9,11,12.42
57218,14,18,14.0
57219,7,8,13.94
57220,3,3,24.39
57221,49,197,16.6
57222,15,21,15.28
57224,40,120,30.33
57225,2,2,14.18
57226,33,59,18.78
57227,77,606,28.68
57228,6,8,42.33
57229,3,5,33.11
57230,4,4,20.73
57231,4,4,40.4
57232,21,31,40.31
57233,1,1,11.63
57234,11,12,20.0
57235,16,16,15.69
57236,2,2,22.73
57237,12,12,39.47
57238,3,3,15.31
57239,14,16,36.78
57240,67,341,26.18
57241,6,6,36.59
57242,24,56,18.49
57244,11,13,26.53
57245,8,9,15.49
57246,4,4,18.1
57247,3,3,40.54
57248,4,4,44.94
57249,6,7,26.72
57250,23,30,20.78
57251,13,15,43.1
57252,8,9,19.27
57253,10,13,25.74
57254,17,26,22.71
57255,8,10,17.57
57256,12,18,22.22
57257,3,3,29.41
57258,3,3,26.09
57259,10,10,31.85
57260,39,82,24.87
57261,19,33,25.4
57262,17,21,33.07
57263,12,16,24.73
57264,6,6,14.46
57265,2,2,33.9
57266,5,5,34.48
57267,8,8,9.82
57268,1,1,8.06
57269,46,129,16.62
57270,11,14,25.93
57271,11,12,17.67
57272,6,6,65.93
57273,3,3,7.98
57274,11,15,17.32
57275,14,17,18.54
57276,8,9,26.87
57277,4,4,27.59
57278,2,2,31.25
57280,5,5,13.77
57281,5,5,21.55
57282,5,5,13.89
57283,52,236,25.32
57284,2,2,18.52
57286,6,6,19.74
57287,25,54,24.14
57288,26,63,21.91
57289,31,58,20.49
57290,5,6,35.09
57291,5,6,22.9
57292,1,1,58.82
57293,4,6,23.81
57294,4,4,20.83
57295,3,3,28.04
57296,15,23,21.04
57297,7,7,37.84
57298,6,6,16.17
57299,18,24,25.61
57300,8,10,32.47
57301,9,9,29.61
57302,6,8,39.22
57303,37,79,133.45
57304,6,8,22.35
57305,11,12,26.61
57306,64,283,17.72
57307,4,5,19.61
57308,3,3,20.0
57309,7,7,14.49
57310,5,6,31.58
57311,16,18,35.29
57312,9,11,22.59
57313,5,5,35.21
57314,15,19,38.38
57315,12,13,18.39
57316,14,16,21.36
57317,3,3,28.57
57318,5,6,28.04
57319,12,17,32.57
57320,2,3,16.57
57321,9,9,16.25
57322,6,8,16.7
57323,48,130,16.74
57324,13,16,26.1
57325,10,12,14.42
57326,9,12,35.71
57328,5,7,77.78
57329,9,11,25.11
57330,12,18,14.26
57331,11,13,23.72
57332,38,128,20.42
57333,9,16,19.42
57334,7,8,25.48
57335,5,5,23.36
57336,42,112,21.61
57337,7,8,13.79
57338,8,9,17.72
57339,14,15,41.21
57340,25,36,26.69
57341,8,12,17.02
57342,1,1,10.87
57343,24,30,16.68
57344,13,19,26.39
57345,3,3,7.41
57346,22,27,45.23
57347,6,6,34.88
57348,12,14,17.63
57349,5,5,34.25
57350,35,115,80.36
57351,18,35,26.16
57352,11,14,30.97
57353,1,1,13.89
57354,5,5,38.76
57355,11,14,17.77
57356,11,16,13.09
57357,7,7,16.75
57358,19,25,23.34
57359,5,7,40.46
57360,16,26,21.4
57361,9,10,16.23
57362,2,2,10.7
57364,4,4,12.62
57365,7,9,19.31
57366,3,3,21.9
57367,2,2,9.26
57368,31,77,24.05
57370,27,45,19.91
57371,8,10,17.61
57372,11,12,8.81
57373,13,21,22.85
57374,4,5,24.75
57375,5,6,32.79
57376,7,8,16.43
57377,4,4,16.39
57379,5,6,22.14
57380,1,1,9.43
57381,8,9,31.8
57382,17,23,38.02
57383,4,4,25.64
57384,13,14,22.44
57385,16,17,13.41
57386,9,13,38.01
57387,5,5,17.12
57388,4,4,16.0
57389,5,8,17.35
57390,25,49,34.56
57391,2,2,32.79
57392,11,19,35.78
57393,2,2,10.36
57394,7,7,20.77
57395,8,9,44.12
57396,10,12,15.56
57397,5,6,57.69
57398,12,14,27.56
57399,1,1,10.99
57401,3,3,35.71
57402,2,2,16.95
57403,5,6,46.15
57404,3,3,14.35
57405,1,1,19.23
57406,3,3,21.13
57407,11,12,20.8
57408,15,21,25.55
57409,12,14,20.9
57410,1,1,6.99
57411,8,8,22.22
57412,38,94,23.74
57413,52,125,34.62
57414,28,41,36.12
57415,21,26,15.02
57416,10,15,22.35
57417,2,2,28.57
57418,8,12,38.46
57419,14,22,24.58
57421,1,1,6.41
57422,14,19,21.57
57423,2,2,28.57
