CODGEO,variete_equip,nb_equip_total,densite_equip_1000hab
62169,6,6,23.9
62170,24,48,20.24
62171,3,3,23.26
62172,9,11,30.22
62173,37,91,17.6
62174,12,15,11.57
62175,2,2,12.66
62176,9,13,20.34
62177,15,17,19.63
62178,80,511,23.41
62179,6,6,14.96
62180,5,5,16.95
62181,25,40,27.03
62182,1,1,4.2
62183,14,18,23.81
62184,4,5,17.24
62185,5,5,22.03
62186,54,210,17.18
62187,3,3,16.57
62188,22,43,15.25
62189,1,1,7.52
62190,17,26,20.88
62191,4,4,5.5
62192,7,8,18.87
62193,88,1230,18.25
62194,40,89,16.29
62195,19,31,19.87
62196,11,17,28.67
62197,17,25,14.12
62198,11,12,35.19
62199,8,10,14.81
62200,25,34,27.69
62201,31,63,23.48
62202,15,18,26.28
62203,6,7,16.43
62204,31,43,22.11
62205,16,32,24.73
62206,5,5,17.79
62207,10,12,22.39
62208,2,2,28.99
62209,4,4,25.32
62211,4,4,18.26
62212,9,13,25.59
62213,13,16,19.98
62214,6,7,11.44
62215,64,354,19.83
62216,3,4,19.14
62217,22,41,15.17
62218,6,8,24.02
62219,1,1,6.45
62220,6,6,13.61
62221,6,8,33.33
62222,4,4,24.39
62223,4,4,13.79
62224,28,49,17.35
62225,11,15,25.55
62227,3,3,16.13
62228,4,4,12.62
62229,10,12,14.74
62230,14,24,25.86
62231,1,1,7.69
62232,14,16,18.14
62233,15,18,16.36
62234,6,6,27.03
62235,29,51,20.66
62236,3,4,11.63
62237,9,10,19.19
62238,3,3,37.97
62239,59,254,95.96
62240,22,30,13.24
62241,5,7,22.58
62242,1,1,11.9
62243,1,1,8.33
62244,34,80,14.78
62245,11,14,18.25
62246,2,2,13.61
62247,6,9,15.38
62248,8,10,21.01
62249,40,113,13.76
62250,56,184,18.04
62251,11,14,27.34
62252,27,58,22.17
62253,3,3,40.54
62254,6,6,10.0
62255,13,19,23.63
62256,2,2,12.82
62257,7,7,15.12
62258,6,9,31.91
62259,25,35,18.02
62260,3,3,9.06
62261,53,164,31.97
62262,18,24,13.68
62263,50,103,18.06
62264,17,24,18.14
62265,11,17,14.55
62266,3,3,32.97
62267,9,10,25.19
62268,62,143,29.53
62269,9,13,18.03
62270,33,90,13.06
62271,14,14,16.81
62272,2,2,6.56
62273,9,9,14.56
62274,33,100,16.68
62275,6,6,20.27
62276,35,97,16.74
62277,26,52,17.67
62278,5,8,13.01
62279,28,48,34.71
62280,5,5,16.03
62281,9,10,26.32
62282,3,3,16.57
62283,1,1,7.75
62284,21,33,19.52
62285,15,19,39.01
62286,5,5,9.82
62288,21,35,16.12
62289,15,19,27.54
62290,8,8,21.16
62291,27,39,13.79
62292,8,8,9.32
62293,3,3,13.04
62295,14,20,12.45
62296,4,4,15.62
62297,29,60,16.03
62298,8,8,15.18
62299,7,7,28.69
62300,23,43,16.46
62301,1,1,12.2
62302,7,8,34.19
62303,6,7,30.7
62304,5,5,14.93
62306,11,13,33.33
62307,6,8,37.04
62308,11,13,26.58
62309,19,29,17.91
62310,19,27,15.38
62311,17,26,12.85
62312,5,5,17.3
62313,16,18,19.76
62314,8,9,25.42
62315,3,3,8.7
62316,5,5,23.58
62317,8,9,19.87
62318,64,288,26.35
62319,2,2,7.81
62320,6,7,21.81
62321,27,58,12.41
62322,4,4,36.04
62323,17,25,20.51
62324,8,10,16.21
62325,26,36,38.26
62326,5,5,20.16
62327,9,10,16.16
62328,9,12,13.61
62329,22,36,20.55
62330,21,29,22.91
62331,16,20,19.7
62332,10,12,23.9
62333,2,2,5.13
62334,13,14,16.43
62335,13,17,33.14
62336,11,11,23.11
62337,5,5,22.73
62338,33,65,22.71
62339,3,3,27.52
62340,12,16,18.12
62341,7,9,22.56
62342,2,2,18.52
62343,5,5,19.23
62344,2,2,18.35
62345,1,1,10.53
62346,5,6,27.91
62347,3,3,23.62
62348,3,3,19.61
62349,15,23,14.09
62350,28,36,32.29
62351,30,74,11.87
62352,2,2,17.86
62353,3,3,12.61
62354,13,18,19.87
62355,14,24,40.27
62356,12,14,17.46
62357,1,1,14.71
62358,4,4,17.09
62359,8,10,17.27
62360,21,28,20.07
62361,36,67,20.19
62362,3,3,12.5
62363,13,15,38.76
62364,56,97,41.65
62365,2,3,14.78
62366,5,5,16.45
62367,12,12,15.08
62368,2,2,9.43
62369,13,20,24.97
62370,2,2,16.26
62371,19,31,15.3
62372,2,3,20.13
62373,12,13,12.92
62374,4,4,26.32
62375,1,1,11.36
62376,22,41,16.35
62377,18,28,29.41
62378,3,3,15.15
62379,6,7,21.54
62380,2,2,5.63
62381,2,2,15.27
62382,8,11,16.9
62383,15,21,15.04
62384,8,11,16.79
62385,6,6,15.79
62386,38,97,14.47
62387,4,4,11.27
62388,7,7,23.81
62389,1,1,34.48
62390,22,37,24.73
62391,12,13,9.5
62392,4,5,12.69
62393,12,21,18.82
62395,5,5,36.5
62396,1,1,71.43
62397,43,114,20.56
62398,3,3,11.11
62399,10,16,24.35
62400,26,63,12.9
62401,27,53,11.97
62402,5,7,22.44
62403,13,17,14.08
62404,3,3,15.08
62405,9,10,21.55
62406,4,4,15.09
62407,8,10,10.59
62408,16,28,19.35
62409,4,6,30.93
62410,4,4,21.28
62411,1,1,18.87
62412,18,22,18.05
62413,53,188,15.26
62414,7,8,38.46
62415,15,17,36.56
62416,2,2,9.22
62418,3,3,9.84
62419,1,1,5.56
62421,7,8,21.45
62422,8,9,17.27
62423,21,30,17.32
62424,1,1,3.26
62425,5,5,36.23
62426,4,4,21.28
62427,80,585,22.47
62428,5,6,11.36
62429,6,8,28.78
62430,4,4,25.64
62432,8,8,19.51
62433,2,2,24.69
62434,4,4,28.99
62435,2,3,28.04
62436,9,9,55.9
62437,7,10,32.47
62438,9,10,18.69
62439,8,10,24.27
62440,23,34,30.44
62441,4,4,19.23
62442,8,8,15.09
62443,34,95,15.45
62444,3,3,13.45
62445,13,16,19.05
62446,15,17,20.71
62447,46,114,51.31
62448,24,31,16.48
62449,4,5,32.05
62450,3,3,13.51
62451,12,15,30.61
62452,14,17,12.33
62453,1,1,7.69
62454,22,50,20.69
62455,3,3,26.32
62456,12,15,20.63
62457,35,93,13.23
62458,10,16,13.95
62459,5,5,20.75
62460,4,5,18.59
62461,8,11,12.87
62462,5,6,38.96
62463,31,38,80.51
62464,29,59,17.52
62465,7,7,31.96
62466,7,8,32.65
62467,2,2,11.17
62468,4,6,28.57
62469,13,17,29.51
62470,1,1,11.49
62471,8,13,11.96
62472,3,3,18.99
62473,51,134,15.49
62474,19,28,24.41
62475,2,2,8.37
62476,11,19,17.96
62477,14,19,25.96
62478,5,7,23.57
62479,21,33,19.95
62480,23,61,21.08
62481,4,5,34.25
62483,5,5,20.16
62484,4,5,16.23
62485,7,8,21.74
62486,13,18,16.95
62487,18,25,20.06
62488,11,15,18.82
62489,27,48,13.64
62490,2,2,6.8
62491,44,104,20.93
62492,2,2,8.47
62493,4,6,25.75
62494,1,1,21.74
62495,4,5,15.48
62496,5,6,26.79
62497,45,112,15.6
62498,78,803,24.62
62499,3,3,10.38
62500,9,11,27.57
62501,4,5,21.28
62502,38,88,17.35
62503,4,5,16.89
62504,9,9,34.48
62505,5,7,13.16
62506,32,42,25.67
62507,4,5,16.84
62508,6,8,22.66
62509,6,7,19.72
62510,76,576,19.11
62511,2,2,14.29
62512,5,8,14.21
62513,4,4,21.28
62514,6,7,29.05
62515,6,7,13.44
62516,59,209,20.93
62517,7,7,36.84
62518,4,4,23.39
62519,9,12,20.0
62520,25,40,17.08
62521,2,3,14.22
62522,6,6,22.3
62523,33,117,22.26
62524,18,30,19.92
62525,64,229,21.67
62526,2,2,13.61
62527,5,7,27.56
62528,43,138,20.01
62529,16,25,15.54
62530,9,9,16.76
62531,14,20,21.25
62532,11,17,13.22
62533,3,3,20.83
62534,46,101,28.25
62535,5,6,40.27
62536,12,15,23.55
62537,1,1,9.8
62538,4,5,11.01
62539,1,1,4.05
62540,16,27,15.97
62541,3,3,24.79
62542,6,6,29.56
62543,24,31,15.52
62544,1,1,5.52
62545,7,12,81.08
62546,7,7,22.01
62547,1,1,15.62
62548,44,150,14.29
62549,30,38,35.82
62550,21,29,26.73
62551,1,1,4.07
62552,16,28,26.72
62553,5,6,21.43
62554,2,3,30.61
62555,39,88,16.02
62556,5,5,15.92
62557,29,55,22.53
62558,2,2,11.11
62559,25,45,45.36
62560,57,162,31.64
62561,3,3,16.13
62562,1,1,5.75
62563,42,138,17.1
62564,5,7,15.15
62565,1,1,13.51
62566,8,15,22.87
62567,5,6,9.23
62568,10,11,15.17
62569,10,13,19.29
62570,43,154,13.47
62571,40,106,31.48
62572,6,6,9.85
62573,31,59,15.87
62574,3,3,12.88
62576,3,4,28.17
62577,2,2,26.67
62578,2,2,19.8
62579,10,11,20.15
62580,8,8,14.84
62581,6,6,20.48
62582,13,16,24.32
62583,12,14,25.09
62584,15,18,13.68
62585,5,5,12.82
62586,7,7,15.73
62587,38,116,11.75
62588,45,120,63.39
62589,14,17,16.68
62590,2,3,48.39
62591,1,1,4.78
62592,7,8,14.31
62593,2,2,22.73
62594,5,7,22.95
62595,16,27,23.26
62596,4,4,16.74
62597,4,5,17.3
62598,12,17,24.36
62599,4,4,17.39
62600,2,2,12.99
62601,6,9,25.86
62602,4,4,19.9
62603,12,17,15.89
62604,47,115,29.72
62605,1,1,41.67
62606,15,18,12.68
62607,2,2,32.79
62608,3,3,17.75
62609,22,30,18.71
62610,15,18,27.73
62611,8,10,20.41
62612,11,13,22.41
62613,19,21,23.15
62614,7,8,13.58
62615,2,2,7.07
62616,3,3,16.39
62617,60,239,20.75
62618,17,23,17.5
62619,2,2,14.6
62620,23,35,25.7
62621,14,20,11.42
62622,2,2,7.3
62623,6,9,12.69
62624,51,251,42.5
62625,1,1,17.86
62626,28,39,17.0
62627,5,5,5.96
62628,40,100,15.02
62629,3,3,18.87
62630,9,10,35.34
62631,7,7,14.55
62632,3,3,7.83
62633,6,8,31.5
62634,8,10,7.99
62635,4,5,25.38
62636,7,7,25.83
62637,48,166,16.26
62638,16,18,15.15
62639,8,13,34.3
62640,4,4,11.11
62641,4,5,24.51
62642,14,14,19.0
62643,56,219,16.5
62644,5,6,12.05
62645,34,72,12.73
62646,7,11,19.43
62647,9,14,19.23
62648,7,7,13.04
62649,19,20,26.35
62650,5,6,7.76
62651,7,7,14.64
62652,32,64,40.18
62653,7,9,21.58
62654,10,10,12.71
62655,6,6,18.29
62656,11,12,12.74
62657,11,14,27.13
62658,1,1,8.62
62659,3,3,29.13
62660,5,7,15.42
62661,8,12,23.58
62662,11,13,14.99
62663,3,3,9.71
62664,3,3,12.61
62665,6,7,33.02
62666,26,58,18.49
62667,55,154,17.31
62668,1,1,4.98
62669,5,5,16.45
62670,10,14,22.62
62671,6,6,19.23
62672,6,6,9.15
62673,13,15,23.55
62674,7,11,20.3
62675,6,6,21.35
62676,5,6,13.67
62677,6,6,18.07
62678,6,7,9.83
62679,8,8,24.32
62680,14,18,25.0
62681,9,9,14.02
62682,2,2,30.77
62683,2,2,9.13
62684,26,39,17.62
62685,6,6,23.08
62686,7,7,20.0
62688,39,98,22.34
62689,4,6,15.31
62690,4,4,17.39
62691,9,18,21.38
62692,9,10,25.97
62693,16,23,21.48
62694,4,5,26.6
62695,3,3,11.67
62696,4,4,17.32
62697,4,4,14.76
62698,4,4,14.81
62699,10,14,20.96
62700,2,2,9.43
62701,13,15,33.19
62702,5,5,13.93
62703,4,4,10.44
62704,8,9,15.49
62705,17,33,15.95
62706,28,53,20.24
62708,3,3,100.0
62709,6,8,32.39
62710,3,3,16.39
62711,25,55,18.16
62712,19,28,24.91
62713,16,25,18.81
62714,14,18,23.17
62715,2,2,7.12
62716,8,9,16.3
62717,8,12,22.9
62718,12,20,14.39
62719,3,4,14.44
62720,4,4,85.11
62721,22,32,16.35
62722,2,2,22.47
62723,3,3,12.35
62724,38,136,15.46
62725,3,3,22.56
62726,5,5,24.51
62727,19,33,21.87
62728,13,17,24.53
62729,1,1,4.12
62730,23,32,19.98
62731,4,4,14.18
62732,6,7,21.94
62733,1,1,3.4
62734,13,14,20.83
62735,25,51,19.79
62736,32,66,17.0
62737,34,113,18.85
62738,2,2,12.99
62739,6,7,21.47
62740,4,4,12.86
62741,1,1,8.62
62742,6,6,21.66
62743,6,8,21.56
62744,33,64,17.81
62745,4,4,24.24
62746,40,93,18.34
62747,10,11,17.49
62748,15,27,11.6
62749,3,3,9.06
62750,16,17,20.81
62751,14,14,17.33
62752,20,29,26.85
62753,45,153,23.51
62754,8,8,15.44
62755,32,64,19.17
62756,12,16,9.45
62757,45,117,19.78
62758,67,275,25.0
62759,6,6,13.22
62760,6,10,37.04
62761,2,2,9.39
62762,2,2,15.87
62763,15,17,20.07
62764,39,70,15.21
62765,72,426,29.06
62766,15,15,13.56
62767,63,190,39.27
62768,1,1,9.35
62769,7,8,10.39
62770,36,70,23.16
62771,43,160,16.58
62772,8,10,19.8
62773,42,101,21.73
62774,32,71,14.66
62775,6,6,17.7
62776,2,2,10.47
62777,5,5,31.65
62778,3,4,51.28
62779,1,1,5.21
62780,6,6,16.13
62781,5,5,11.06
62782,7,9,20.79
62783,4,4,12.46
62784,10,13,16.95
62785,18,21,23.23
62786,6,6,19.23
62787,6,8,24.84
62788,10,10,14.43
62789,4,5,19.08
62790,2,2,12.42
62791,2,2,41.67
62792,10,15,13.08
62793,13,18,15.87
62794,14,16,27.26
62795,3,3,26.55
62796,11,17,30.14
62797,1,1,3.61
62798,4,6,27.65
62799,10,17,18.28
62800,6,6,15.92
62801,29,52,19.56
62802,2,3,15.96
62803,10,12,18.81
62804,3,3,8.31
62805,4,5,18.8
62806,4,5,33.33
62808,3,3,11.54
62809,4,4,29.63
62810,18,31,24.39
62811,31,40,36.07
62812,7,10,12.02
62813,7,8,16.6
62814,1,1,10.42
62815,2,2,11.63
62816,2,2,9.22
62817,19,28,18.43
62818,2,2,12.9
62819,17,21,19.63
62820,23,40,49.63
62821,6,7,23.81
62822,1,1,10.87
62823,5,5,28.74
62824,3,3,13.33
62825,9,10,11.61
62826,60,363,86.16
62827,18,28,20.42
62828,1,1,18.18
62829,6,7,16.32
62830,1,1,5.41
62831,7,8,27.4
62832,8,8,13.86
62833,2,2,27.4
62834,4,4,15.81
62835,8,8,14.57
62836,13,14,12.68
62837,6,8,16.1
62838,2,2,22.22
62839,14,17,15.86
62840,3,3,22.73
62841,24,48,20.06
62842,59,211,25.18
62843,1,1,4.29
62844,10,15,24.12
62845,4,4,7.78
62846,35,89,18.74
62847,21,34,16.87
62848,30,60,17.35
62849,28,49,19.31
62850,11,11,32.16
62851,14,19,22.09
62852,16,21,14.45
62853,9,10,26.53
62854,7,8,13.09
62855,5,5,20.33
62856,7,9,24.39
62857,4,4,31.25
62858,4,4,15.81
62859,3,3,11.63
62860,1,1,7.63
62861,32,58,13.47
62862,1,1,6.62
62863,33,72,18.79
62864,14,18,27.91
62865,49,108,22.56
62866,5,5,11.63
62867,7,7,27.03
62868,4,4,15.5
62869,9,11,10.18
62870,17,23,21.93
62871,5,5,19.23
62872,6,8,34.48
62873,8,11,17.35
62874,14,18,24.76
62875,13,19,14.12
62876,3,3,22.73
62877,4,4,25.97
62878,9,13,34.12
62879,1,1,4.57
62880,5,5,25.25
62881,8,8,21.56
62882,14,18,14.65
62883,2,2,10.2
62885,4,4,15.94
62886,6,7,26.02
62887,3,3,12.15
62888,4,4,17.62
62889,12,13,15.19
62890,5,6,32.97
62891,2,2,14.6
62892,6,6,9.1
62893,48,155,24.38
62894,33,82,21.09
62895,43,171,19.56
62896,11,12,16.06
62897,7,9,17.54
62898,1,1,4.44
62899,20,47,55.42
62900,8,10,16.56
62901,14,16,16.05
62902,28,56,16.85
62903,14,21,35.06
62904,12,12,20.3
62905,17,27,25.96
62906,16,28,15.63
62907,41,124,15.24
62908,26,30,18.87
62909,4,5,11.6
80001,86,634,28.06
80002,5,5,18.73
80003,23,23,39.79
80004,8,10,20.04
80005,1,1,12.2
80006,5,5,20.24
80008,12,13,14.43
80009,25,37,36.42
80010,41,68,24.96
80011,33,59,20.04
80013,45,66,28.96
80014,2,2,32.79
80015,2,2,30.3
80016,71,273,27.91
80017,4,4,9.43
80018,3,5,20.0
80019,14,17,21.01
80020,12,13,16.77
80021,90,2640,19.76
80022,8,9,35.16
80023,6,6,21.35
80024,13,15,27.47
80025,4,5,15.34
80026,2,2,64.52
80027,4,4,133.33
80028,3,3,19.61
80029,17,19,22.97
80030,4,4,17.94
80031,17,20,26.01
80032,4,4,32.26
80033,10,14,45.45
80034,12,12,19.83
80035,2,2,27.03
80036,11,13,24.53
80037,3,3,18.52
80038,3,3,23.08
80039,29,48,35.04
80040,4,4,23.26
80041,3,3,21.74
80042,1,1,8.2
80043,9,10,38.31
80044,7,9,22.44
80045,4,5,31.25
80046,2,2,37.74
80047,7,10,18.73
80048,1,1,15.38
80049,2,2,12.99
80050,10,17,36.09
80051,4,4,16.0
80052,4,4,17.24
80053,3,3,41.67
80054,3,3,13.04
80055,4,4,24.24
80056,2,2,20.83
80057,1,1,13.51
80058,5,5,14.97
80059,3,3,37.5
80060,3,3,26.79
80061,2,2,11.11
80062,22,26,17.96
80063,17,23,24.01
80064,3,3,17.96
80065,2,2,22.73
80066,7,7,25.64
80067,5,7,36.84
80068,7,7,31.96
80069,2,2,9.9
80070,20,31,23.26
80071,20,27,13.61
80073,4,4,26.14
80074,2,3,24.59
80076,8,12,23.26
80077,6,8,25.64
80078,5,5,9.63
80079,4,4,13.07
80080,3,3,20.41
80081,1,1,11.36
80082,10,12,16.44
80083,3,3,21.43
80084,3,3,14.56
80085,1,1,26.32
80086,31,40,38.06
80087,4,5,20.83
80088,7,8,22.47
80089,5,8,29.85
80090,3,3,20.0
80092,12,13,16.69
80093,16,19,17.45
80094,10,10,20.92
80095,5,5,23.47
80096,14,22,24.12
80097,1,1,7.87
80098,3,3,29.41
80099,4,4,18.26
80100,8,8,12.97
80101,9,10,11.63
80102,7,9,23.38
80103,2,2,32.79
80104,3,4,28.37
80105,4,4,23.26
80106,6,6,35.29
80107,11,13,20.54
80108,4,4,58.82
80109,8,8,24.02
80110,10,15,31.78
80112,8,8,32.92
80113,5,5,14.88
80114,9,10,29.33
80115,4,4,14.04
80116,7,7,27.45
80117,3,3,18.87
80118,2,3,25.86
80119,7,9,22.44
80120,9,11,20.56
80121,2,2,13.51
80122,10,11,22.31
80123,7,7,18.87
80124,12,18,25.17
80125,1,1,11.9
80126,14,19,20.45
80127,12,14,17.16
80128,2,2,14.18
80129,6,8,14.93
80130,9,9,21.43
80131,41,86,26.01
80132,5,5,23.92
80133,2,2,9.01
80134,5,6,74.07
80135,5,5,20.16
80136,33,41,33.63
80137,8,11,14.84
80138,5,5,41.67
80139,1,1,22.73
80140,4,4,35.4
80141,8,8,24.02
80142,2,2,5.81
80143,4,4,38.1
80144,6,6,12.37
80145,1,1,6.94
80146,5,6,29.7
80147,3,3,8.96
80148,3,3,7.61
80149,6,8,15.07
80150,6,6,27.52
80151,4,4,13.33
80152,5,5,34.48
80153,2,2,14.81
80154,5,6,28.04
80155,6,6,19.87
80156,9,10,25.32
80157,2,2,21.74
80158,1,1,20.83
80159,7,9,32.73
80160,21,25,20.76
80161,8,9,43.27
80162,12,14,20.11
80163,6,7,9.17
80164,40,119,26.96
80165,4,4,21.62
80166,18,19,27.03
80167,9,9,26.63
80168,14,15,14.07
80169,2,2,32.26
80170,5,6,54.55
80171,6,6,10.33
80172,7,11,19.96
80173,7,7,13.41
80174,2,2,27.03
80176,4,5,18.87
80177,9,11,15.83
80179,5,6,27.4
80180,4,4,42.11
80181,3,3,24.59
80182,37,82,34.5
80183,5,5,18.38
80184,7,10,18.55
80185,7,8,27.97
80186,39,66,33.23
80187,14,19,27.98
80188,11,12,20.48
80189,4,4,58.82
80190,26,30,24.29
80191,6,6,36.36
80192,5,6,35.93
80193,1,1,6.71
80194,1,1,6.9
80195,5,6,40.54
80196,5,6,24.39
80197,1,1,35.71
80198,7,8,21.0
80199,8,12,23.08
80200,2,2,9.17
80201,1,1,18.87
80202,2,2,5.33
80203,1,1,11.49
80204,17,18,24.16
80205,13,17,19.14
80206,2,2,16.67
80207,7,7,21.34
80208,2,2,8.89
80210,3,3,20.98
80211,42,60,34.11
80212,54,123,19.91
80213,10,11,19.3
80214,8,9,29.13
80215,3,3,14.22
80216,3,3,19.74
80217,1,1,14.08
80218,4,4,26.32
80219,3,3,45.45
80220,2,2,20.2
80221,9,9,29.61
80222,34,52,38.26
80223,1,1,7.09
80224,1,1,8.06
80225,5,5,25.91
80226,9,10,37.17
80227,9,11,23.97
80228,31,91,46.15
80229,4,4,11.05
80230,4,4,13.11
80231,6,6,36.14
80232,3,3,13.16
80233,2,2,13.07
80234,20,26,33.64
80235,15,18,15.42
80236,8,8,14.36
80237,10,15,28.41
80238,6,6,11.24
80239,3,3,53.57
80240,16,30,21.54
80241,19,25,23.76
80242,12,13,32.18
80243,2,2,45.45
80244,3,3,17.54
80245,1,1,3.37
80246,11,12,35.19
80247,12,16,22.25
80248,5,5,11.71
80249,7,8,26.06
80250,8,8,23.19
80251,5,5,13.74
80252,5,5,19.92
80253,66,185,31.71
80256,21,25,15.62
80258,1,1,12.05
80259,1,1,11.76
80260,13,14,15.28
80261,43,116,79.73
80262,7,10,27.03
80263,2,3,63.83
80264,3,3,34.88
80265,10,11,19.57
80266,7,7,23.26
80267,3,3,11.63
80268,8,10,19.23
80269,5,5,45.87
80270,2,2,333.33
80271,19,25,22.4
80272,3,4,32.26
80273,6,6,17.49
80274,22,28,16.07
80275,5,5,16.89
80276,4,4,14.08
80278,2,2,10.53
80279,15,20,26.39
80280,4,4,33.06
80281,5,5,29.59
80282,10,11,21.57
80283,5,5,31.06
80284,13,14,19.42
80285,6,6,22.47
80287,3,3,12.5
80288,9,9,25.14
80290,8,8,20.2
80291,3,3,10.95
80292,1,1,7.69
80293,7,8,22.99
80294,4,4,24.24
80295,8,10,16.81
80296,10,13,11.25
80297,1,1,24.39
80298,8,9,17.14
80299,9,9,39.65
80300,4,4,25.0
80301,2,2,7.02
80302,7,8,47.06
80303,8,10,21.98
80304,2,2,20.83
80305,9,9,18.79
80306,4,4,30.3
80307,3,3,19.48
80308,36,65,26.49
80310,9,11,16.34
80311,2,2,13.7
80312,8,9,32.26
80313,7,7,23.81
80314,3,3,15.15
80315,6,6,11.72
80316,25,44,22.29
80317,3,5,24.15
80318,44,95,29.28
80319,5,5,15.29
80320,5,5,31.85
80321,2,2,14.18
80322,5,6,35.29
80324,1,1,7.09
80325,2,2,37.04
80326,3,3,29.7
80327,2,3,19.11
80328,10,11,21.48
80329,3,4,23.67
80330,4,4,16.88
80331,5,5,15.87
80332,3,3,7.67
80333,37,103,79.6
80334,2,2,20.2
80335,6,6,25.21
80336,2,2,25.0
80337,3,3,14.56
80338,21,35,19.42
80339,2,2,13.07
80340,1,1,4.98
80341,4,5,13.02
80342,6,6,13.3
80343,2,2,12.27
80344,4,4,22.99
80345,6,7,13.67
80346,5,7,43.48
80347,5,5,31.25
80348,1,1,5.32
80349,3,3,23.26
80350,8,8,14.84
80351,7,8,31.13
80352,3,3,18.63
80353,2,2,12.74
80354,3,3,14.71
80355,2,2,19.61
80356,1,1,10.75
80357,3,3,13.16
80358,1,1,7.35
80359,5,6,21.05
80360,24,43,20.22
80361,2,2,27.78
80362,3,3,10.14
80364,9,11,15.99
80365,1,1,5.52
80366,6,6,12.47
80367,5,5,28.41
80368,55,126,28.09
80369,4,4,16.67
80371,2,2,21.98
80372,2,5,41.67
80373,40,81,33.16
80374,5,5,18.18
80375,12,13,38.81
80376,13,14,21.91
80377,10,10,25.13
80378,2,2,28.57
80379,35,135,160.33
80380,6,7,29.41
80381,1,1,26.32
80383,2,2,21.05
80384,2,2,11.3
80385,10,12,25.92
80386,6,6,33.9
80387,6,6,18.69
80388,4,4,19.32
80390,6,8,19.51
80391,2,2,22.22
80392,11,12,21.09
80393,9,11,35.83
80395,6,6,22.22
80396,7,9,23.94
80397,2,2,21.74
80399,5,5,12.22
80400,7,8,20.25
80401,2,2,15.75
80402,3,3,23.08
80403,3,3,17.96
80404,4,4,27.97
80405,7,10,24.21
80406,17,17,13.22
80407,3,4,28.99
80408,7,8,24.46
80409,4,4,27.78
80410,61,131,29.38
80411,8,8,16.53
80412,7,7,10.9
80413,4,4,44.94
80414,3,3,23.44
80415,18,24,23.53
80416,11,14,18.37
80417,20,25,15.24
80418,2,2,23.53
80420,4,5,28.74
80421,6,6,20.13
80422,7,9,16.13
80423,10,11,29.1
80424,7,9,16.61
80425,1,1,9.09
80426,12,14,32.04
80427,4,5,13.02
80428,3,3,23.08
80429,5,5,25.77
80430,3,3,16.13
80431,8,12,16.15
80432,3,3,15.54
80433,1,1,23.81
80434,4,5,26.32
80435,1,1,18.87
80436,6,8,15.36
80437,1,1,9.35
80438,11,12,23.3
80439,4,4,25.16
80440,1,1,6.58
80442,15,19,16.68
80443,29,47,28.31
80444,11,13,19.29
80445,4,4,15.44
80446,11,15,20.33
80449,3,3,46.15
80450,3,3,26.32
80451,2,2,15.38
80452,10,13,24.48
80453,2,2,13.99
80455,1,1,11.11
80456,8,11,19.82
80458,5,5,11.09
80459,2,2,19.61
80460,3,3,49.18
80461,8,8,35.09
80462,7,10,29.5
80463,18,21,29.79
80464,17,24,26.14
80465,2,3,15.54
80466,3,3,22.73
80467,2,2,10.7
80468,8,8,47.9
80469,5,5,32.05
80470,2,2,12.42
80472,5,5,29.94
80473,4,6,20.55
80474,5,5,12.53
80475,3,3,14.02
80476,6,6,17.39
80477,3,3,13.51
80478,2,2,13.7
80479,13,14,40.82
80480,3,3,26.79
80481,8,11,23.97
80482,4,4,28.37
80484,11,13,33.68
80485,20,36,31.06
80486,11,13,21.38
80487,1,1,13.7
80488,26,38,24.74
80489,48,120,20.81
80490,5,6,21.51
80491,3,3,41.67
80493,4,4,13.25
80494,5,5,25.0
80495,4,4,7.69
80496,4,4,26.32
80497,1,1,8.47
80498,14,18,27.82
80499,7,8,26.32
80500,6,8,16.16
80501,9,9,31.14
80502,2,3,30.3
80503,5,5,26.74
80504,1,1,13.16
80505,7,9,32.14
80507,17,19,14.88
80508,1,1,20.0
80509,8,9,15.38
80511,2,2,17.86
80512,15,24,28.95
80513,4,4,22.35
80514,3,3,22.56
80515,4,4,27.4
80516,5,5,26.46
80517,5,5,26.32
80518,7,8,18.48
80519,12,14,28.46
80520,7,7,35.9
80521,9,10,45.66
80522,3,3,28.3
80523,24,31,24.49
80524,8,13,23.05
80525,3,3,16.76
80526,2,2,13.25
80527,5,6,20.0
80528,1,1,111.11
80529,5,6,31.41
80530,11,12,19.9
80531,6,6,59.41
80533,50,121,47.49
80535,3,3,20.27
80536,5,5,17.36
80537,3,3,33.33
80538,4,4,35.71
80540,5,6,25.42
80541,5,6,29.13
80542,7,7,12.54
80543,3,3,25.21
80544,3,3,16.3
80545,10,12,22.51
80546,13,15,25.0
80547,5,5,24.39
80548,6,7,20.06
80549,15,17,26.6
80550,4,4,32.52
80552,12,17,15.15
80553,3,4,11.8
80554,23,28,29.69
80555,14,15,25.73
80556,9,10,17.57
80557,9,9,15.15
80558,5,5,22.94
80559,5,6,41.96
80560,4,4,18.6
80561,57,178,29.62
80562,3,3,15.38
80563,2,2,20.2
