codgeo,libgeo,revenu_median,taux_pauvrete,rapport_interdecile,decile1,decile9,part_imposes,nb_menages,nb_personnes,nb_uc,part_rev_activite,part_salaires,part_chomage,part_non_salaries,part_retraites,part_patrimoine,part_presta_sociales,part_presta_familiales,part_presta_logement,part_minima_sociaux,part_impots
03077,,18270,,,,,,59,136,92.3,,,,,,,,,,,
03078,,22310,,,,,,128,243,180.4,,,,,,,,,,,
03079,,21750,,,,,,143,300,215.1,,,,,,,,,,,
03080,,22770,,,,,,291,715,478.1,,,,,,,,,,,
03081,,21280,,,,,,147,322,226.7,,,,,,,,,,,
03082,,20330,19,2.9,11050,31530,39,3120,5894,4369.2,53.2,47.4,2.7,3.1,44.5,6.4,7.7,1.8,1.6,4.3,-11.8
03083,,22670,,,,,,258,584,403.3,,,,,,,,,,,
03084,,20910,14,2.7,12350,33260,40,1030,1929,1439.1,54.6,47.4,2.2,5,43.2,8.4,5.9,1.3,1.2,3.4,-12.1
03085,,25030,,,,,,277,666,454.5,,,,,,,,,,,
03086,,20820,,,,,,147,307,220.1,,,,,,,,,,,
03087,,18920,,,,,,260,500,370.8,,,,,,,,,,,
03088,,18370,,,,,,136,303,212.3,,,,,,,,,,,
03089,,20270,,,,,,68,136,99.3,,,,,,,,,,,
03090,,19430,,,,,,128,324,212.8,,,,,,,,,,,
03091,,22140,,,,,,186,429,295,,,,,,,,,,,
03092,,22080,,,,,,296,678,467.4,,,,,,,,,,,
03093,,24310,,,,,,523,1246,844.1,,,,,,,,,,,
03094,,25400,8,2.9,14780,42320,60,1479,3349,2331,66.4,58,2,6.4,35.4,11.8,3,1.2,0.5,1.3,-16.6
03095,,20770,20,3.1,10930,34000,44,6315,12504,9068.5,60.4,52.3,2.8,5.3,38.2,6.8,8.1,2,1.8,4.3,-13.5
03097,,23600,,,,,,153,347,238.4,,,,,,,,,,,
03098,,22100,14,2.8,12610,35050,50,2143,4253,3093.4,61.2,53.3,2.5,5.4,40,7.5,5.6,1.5,1.2,2.9,-14.3
03099,,20760,,,,,,176,356,257.5,,,,,,,,,,,
03100,,21080,,,,,,630,1308,938.1,,,,,,,,,,,
03101,,22590,11,2.6,13190,34840,51,4065,8561,6106.3,58.5,53.3,2,3.2,43.1,7.1,4.7,1.5,0.9,2.3,-13.4
03102,,21010,14,2.7,12510,33650,40,1465,2986,2153.7,55.9,48.7,2,5.2,40.5,8.8,6.9,1.9,1.3,3.7,-12.1
03103,,18540,,,,,,487,929,689.5,,,,,,,,,,,
03104,,21120,,,,,,529,1123,791.6,,,,,,,,,,,
03105,,20640,,,,,,173,354,254.1,,,,,,,,,,,
03106,,22540,,,,,,550,1334,896.3,,,,,,,,,,,
03107,,22690,,,,,,537,1137,808.3,,,,,,,,,,,
03108,,20290,,,,,,156,307,223.6,,,,,,,,,,,
03109,,21420,,,,,,330,786,528.2,,,,,,,,,,,
03110,,24210,,,,,,436,1054,710,,,,,,,,,,,
03111,,23010,,,,,,509,1102,775.8,,,,,,,,,,,
03112,,21210,,,,,,288,636,444.3,,,,,,,,,,,
03113,,20330,,,,,,237,453,335.7,,,,,,,,,,,
03114,,23540,,,,,,119,264,182.8,,,,,,,,,,,
03115,,23340,,,,,,154,317,228.9,,,,,,,,,,,
03116,,21920,,,,,,99,192,141,,,,,,,,,,,
03117,,19780,,,,,,211,428,307.7,,,,,,,,,,,
03118,,20770,17,2.9,11760,33510,40,2731,5444,3931.7,63.6,55,3.2,5.4,34,7.3,7.6,2,1.5,4.1,-12.5
03119,,20720,,,,,,184,390,273.7,,,,,,,,,,,
03120,,21670,,,,,,298,652,457.2,,,,,,,,,,,
03121,,23840,,,,,,256,624,418.9,,,,,,,,,,,
03122,,22070,,,,,,113,250,173.6,,,,,,,,,,,
03124,,22840,,,,,,83,204,136,,,,,,,,,,,
03125,,14110,,,,,,57,108,80,,,,,,,,,,,
03126,,22750,,,,,,556,1179,838.5,,,,,,,,,,,
03127,,21930,,,,,,274,496,375.3,,,,,,,,,,,
03128,,22370,11,2.5,13710,33750,49,1202,2707,1866.2,67.8,61.8,1.9,4.1,33.9,6.1,5.2,2,0.9,2.3,-13
03129,,20730,,,,,,148,310,220.9,,,,,,,,,,,
03130,,21340,,,,,,125,237,176.9,,,,,,,,,,,
03131,,20450,,,,,,240,571,386.6,,,,,,,,,,,
03132,,20390,,,,,,257,514,372.5,,,,,,,,,,,
03133,,21720,,,,,,246,525,371.9,,,,,,,,,,,
03134,,22420,,,,,,64,119,90.1,,,,,,,,,,,
03135,,18680,,,,,,168,373,258.2,,,,,,,,,,,
03136,,20210,,,,,,83,199,133.4,,,,,,,,,,,
03137,,22900,,,,,,118,284,190.2,,,,,,,,,,,
03138,,20090,19,2.9,11370,32460,39,1459,2853,2081.8,56.4,48.6,2.7,5.1,39.2,8.8,7.4,2.1,1.6,3.7,-11.8
03139,,18090,,,,,,161,305,227.8,,,,,,,,,,,
03140,,23460,,,,,,493,1069,746.3,,,,,,,,,,,
03141,,19490,,,,,,78,153,112.6,,,,,,,,,,,
03142,,18770,,,,,,115,250,177,,,,,,,,,,,
03144,,20770,,,,,,94,194,139.9,,,,,,,,,,,
03145,,24080,,,,,,314,765,512.4,,,,,,,,,,,
03146,,21110,,,,,,78,154,111.2,,,,,,,,,,,
03147,,18880,,,,,,80,153,112.9,,,,,,,,,,,
03148,,21710,,,,,,143,348,232.6,,,,,,,,,,,
03149,,23390,,,,,,198,423,301.4,,,,,,,,,,,
03150,,20420,,,,,,103,213,153.2,,,,,,,,,,,
03151,,21050,,,,,,82,181,126.1,,,,,,,,,,,
03152,,20790,,,,,,122,234,174.3,,,,,,,,,,,
03154,,19280,,,,,,132,297,205.7,,,,,,,,,,,
03155,,20010,,,,,,860,1688,1232.9,,,,,,,,,,,
03156,,22870,,,,,,707,1684,1140.2,,,,,,,,,,,
03157,,22400,,,,,,412,1018,671.3,,,,,,,,,,,
03158,,20780,,,,,,358,761,541.3,,,,,,,,,,,
03159,,21660,,,,,,325,762,521.4,,,,,,,,,,,
03160,,22920,,,,,,156,365,248.9,,,,,,,,,,,
03161,,21440,,,,,,431,888,632.6,,,,,,,,,,,
03162,,23890,,,,,,84,190,131,,,,,,,,,,,
03163,,22640,,,,,,356,764,543.2,,,,,,,,,,,
03164,,21340,,,,,,131,289,198.9,,,,,,,,,,,
03165,,19350,,,,,,665,1275,941.1,,,,,,,,,,,
03166,,23360,,,,,,145,314,222.1,,,,,,,,,,,
03167,,21590,,,,,,126,289,198.1,,,,,,,,,,,
03168,,21490,,,,,,436,845,623.4,,,,,,,,,,,
03169,,21650,,,,,,123,272,188,,,,,,,,,,,
03170,,24080,,,,,,55,119,84.7,,,,,,,,,,,
03171,,21340,,,,,,111,248,170.1,,,,,,,,,,,
03172,,19870,,,,,,62,131,92.9,,,,,,,,,,,
03173,,20790,,,,,,507,1148,794.7,,,,,,,,,,,
03174,,23100,,,,,,390,877,606.7,,,,,,,,,,,
03175,,21000,,,,,,140,292,206.8,,,,,,,,,,,
03176,,21810,,,,,,252,522,372,,,,,,,,,,,
03177,,18640,,,,,,117,249,178.6,,,,,,,,,,,
03178,,18200,,,,,,135,280,198,,,,,,,,,,,
03179,,20670,,,,,,138,297,208.9,,,,,,,,,,,
03180,,21720,,,,,,269,646,433.2,,,,,,,,,,,
03181,,20090,,,,,,161,292,221.7,,,,,,,,,,,
03182,,23340,,,,,,108,249,171.4,,,,,,,,,,,
03183,,20430,,,,,,193,382,277.2,,,,,,,,,,,
03184,,24980,,,,,,218,486,337.9,,,,,,,,,,,
03185,,19420,25,3.3,10120,33250,40,17670,32175,24042.9,57.1,49.5,2.8,4.8,38.2,7.7,10.3,2.2,2.4,5.7,-13.3
03186,,19010,,,,,,685,1342,976.3,,,,,,,,,,,
03187,,21840,,,,,,184,424,290.2,,,,,,,,,,,
03188,,22050,,,,,,98,220,152.1,,,,,,,,,,,
03189,,20680,,,,,,338,720,508.5,,,,,,,,,,,
03190,,19880,24,3.4,10370,34880,41,9844,17332,13113.2,61.5,54.4,2.6,4.5,34.2,7.5,10.2,2.1,2.4,5.7,-13.4
03191,,19300,,,,,,126,253,183,,,,,,,,,,,
03192,,20080,,,,,,50,99,71.9,,,,,,,,,,,
03193,,21980,,,,,,85,206,136.7,,,,,,,,,,,
03194,,22190,,,,,,69,150,105,,,,,,,,,,,
03195,,23450,11,3.2,12940,41050,53,1188,2401,1734.1,59.1,46.9,2.2,10,43.2,10.4,4.1,1.3,0.8,2,-16.8
03196,,18380,,,,,,97,182,135.1,,,,,,,,,,,
03197,,23230,,,,,,652,1515,1035.4,,,,,,,,,,,
03198,,21380,,,,,,91,191,135,,,,,,,,,,,
03200,,25570,,,,,,672,1475,1038.2,,,,,,,,,,,
03201,,18970,,,,,,135,292,207.7,,,,,,,,,,,
03202,,19430,,,,,,327,610,456.2,,,,,,,,,,,
03203,,20240,,,,,,197,380,282.5,,,,,,,,,,,
03204,,22250,,,,,,274,627,431.9,,,,,,,,,,,
03205,,20560,,,,,,202,486,325.6,,,,,,,,,,,
03206,,17890,,,,,,78,159,115.4,,,,,,,,,,,
03207,,21530,,,,,,218,458,328.2,,,,,,,,,,,
03208,,18120,,,,,,179,417,284,,,,,,,,,,,
03209,,23850,,,,,,59,145,97.3,,,,,,,,,,,
03210,,21920,,,,,,172,317,235.9,,,,,,,,,,,
03211,,24280,,2.5,15330,38330,55,1093,2363,1668.9,61.2,53.4,2.3,5.5,41.4,9.1,3.9,1.3,0.7,1.9,-15.6
03212,,23880,,,,,,631,1544,1032.3,,,,,,,,,,,
03213,,22020,,,,,,113,245,172.9,,,,,,,,,,,
03214,,20740,,,,,,125,278,191.9,,,,,,,,,,,
03215,,22700,,,,,,237,540,373,,,,,,,,,,,
03216,,19540,,,,,,76,154,110.6,,,,,,,,,,,
03217,,24690,,,,,,315,708,492.8,,,,,,,,,,,
03218,,23110,,,,,,124,274,190.9,,,,,,,,,,,
03219,,22480,,,,,,94,203,141.7,,,,,,,,,,,
03220,,21880,,,,,,296,707,478.3,,,,,,,,,,,
03221,,20830,,,,,,357,664,496,,,,,,,,,,,
03223,,22230,,,,,,210,466,327.7,,,,,,,,,,,
03224,,18430,,,,,,154,266,206.3,,,,,,,,,,,
03225,,19270,,,,,,196,425,298.9,,,,,,,,,,,
03226,,18300,,,,,,110,253,173.7,,,,,,,,,,,
03227,,21710,,,,,,178,418,283.6,,,,,,,,,,,
03229,,21990,,,,,,281,616,429.2,,,,,,,,,,,
03230,,23060,,,,,,221,532,355.5,,,,,,,,,,,
03231,,21260,,,,,,94,189,136.6,,,,,,,,,,,
03232,,22730,,,,,,123,298,204.5,,,,,,,,,,,
03233,,24070,,,,,,153,377,251.4,,,,,,,,,,,
03234,,20990,,,,,,185,364,263.2,,,,,,,,,,,
03235,,20990,,,,,,388,847,591.8,,,,,,,,,,,
03236,,20490,17,3,10840,32020,41,1693,3569,2526.7,63.2,58,2.5,2.7,34.6,6.2,8.1,2.3,1.5,4.3,-12.1
03237,,22420,,,,,,197,418,297.6,,,,,,,,,,,
03238,,20960,,,,,,219,425,311.8,,,,,,,,,,,
03239,,20580,,,,,,121,261,186.6,,,,,,,,,,,
03240,,19800,,,,,,260,532,387.9,,,,,,,,,,,
03241,,18540,,,,,,155,334,234,,,,,,,,,,,
03242,,21770,,,,,,265,584,406.9,,,,,,,,,,,
03243,,24150,,,,,,59,132,93.2,,,,,,,,,,,
03244,,22040,,,,,,61,121,89.8,,,,,,,,,,,
03245,,22140,,,,,,52,120,82.8,,,,,,,,,,,
03246,,21890,,,,,,247,569,389.6,,,,,,,,,,,
03247,,21130,,,,,,477,1069,739.3,,,,,,,,,,,
03248,,18720,,,,,,91,168,126.6,,,,,,,,,,,
03249,,19530,,,,,,88,170,126,,,,,,,,,,,
03250,,19890,,,,,,166,349,249.7,,,,,,,,,,,
03251,,21410,,,,,,191,391,281.4,,,,,,,,,,,
03252,,23790,,,,,,275,690,458.1,,,,,,,,,,,
03253,,21440,,,,,,165,359,249.7,,,,,,,,,,,
03254,,20970,15,2.8,12480,35360,41,2401,4607,3394.2,60,52.8,2.3,4.9,37.1,8.7,7.2,1.7,1.6,3.9,-13
03255,,22020,,,,,,74,145,106.8,,,,,,,,,,,
03256,,20580,,,,,,94,210,146.9,,,,,,,,,,,
03257,,21930,,,,,,355,762,535.8,,,,,,,,,,,
03258,,24140,,,,,,779,1827,1246.2,,,,,,,,,,,
03259,,20060,,,,,,162,315,231.7,,,,,,,,,,,
03260,,17210,,,,,,96,210,147.3,,,,,,,,,,,
03261,,23890,,,,,,81,171,122.7,,,,,,,,,,,
03262,,24700,,2.5,15120,38030,60,931,2164,1485.5,70.6,62.9,2,5.7,33.9,7.2,3.3,1.6,0.5,1.2,-15
03263,,21750,,,,,,82,165,119.7,,,,,,,,,,,
03264,,21180,16,2.7,12190,32710,43,1286,2652,1893,60.9,54.3,2.7,3.9,39,5.6,7,2.1,1.4,3.5,-12.5
03265,,19380,,,,,,310,647,463.3,,,,,,,,,,,
03266,,20870,,,,,,126,270,189.6,,,,,,,,,,,
03267,,23210,,,,,,319,703,490.3,,,,,,,,,,,
03268,,23130,,,,,,173,395,273,,,,,,,,,,,
03270,,19440,,,,,,52,135,89.3,,,,,,,,,,,
03271,,25480,,,,,,382,898,615.5,,,,,,,,,,,
03272,,18460,,,,,,125,284,197.9,,,,,,,,,,,
03273,,22670,,,,,,196,466,317.9,,,,,,,,,,,
03274,,19770,,,,,,139,311,213.6,,,,,,,,,,,
03275,,21640,,,,,,794,1638,1172.8,,,,,,,,,,,
03276,,20580,,,,,,57,101,77,,,,,,,,,,,
03277,,21250,,,,,,110,244,170.8,,,,,,,,,,,
03278,,24340,,,,,,90,210,143.9,,,,,,,,,,,
03279,,21220,,,,,,244,550,376.6,,,,,,,,,,,
03280,,18610,,,,,,92,198,140.6,,,,,,,,,,,
03281,,19680,,,,,,189,371,270.3,,,,,,,,,,,
03282,,18960,,,,,,170,325,240.9,,,,,,,,,,,
03283,,21870,,,,,,474,1061,732,,,,,,,,,,,
03284,,21660,,,,,,144,304,217,,,,,,,,,,,
03285,,23890,,,,,,79,192,130.9,,,,,,,,,,,
03286,,24180,,,,,,515,1193,816.4,,,,,,,,,,,
03287,,20800,,,,,,164,343,244.1,,,,,,,,,,,
03288,,19560,,,,,,207,426,309.1,,,,,,,,,,,
03289,,21340,,,,,,237,511,361.8,,,,,,,,,,,
03290,,25010,,,,,,663,1596,1077.4,,,,,,,,,,,
03291,,21150,,,,,,174,370,262.5,,,,,,,,,,,
03292,,21370,,,,,,378,792,562,,,,,,,,,,,
03293,,20720,,,,,,161,294,219.7,,,,,,,,,,,
03294,,23600,,,,,,83,169,122.1,,,,,,,,,,,
03296,,19680,,,,,,180,341,251.1,,,,,,,,,,,
03297,,20790,,,,,,747,1448,1069.1,,,,,,,,,,,
03298,,20200,18,2.8,11310,31670,39,1786,3414,2516.1,56.1,50.3,2.4,3.4,40.6,7.8,7.9,1.9,1.7,4.3,-12.4
03299,,18280,,,,,,100,215,151.3,,,,,,,,,,,
03300,,19590,,,,,,219,481,336.4,,,,,,,,,,,
03301,,22840,,,,,,479,1156,775.6,,,,,,,,,,,
03303,,21240,,,,,,101,245,165.8,,,,,,,,,,,
03304,,25300,,2.6,15640,39940,61,1002,2300,1587.3,66.4,58.2,2.1,6.1,34.1,13.2,2.9,1.2,0.5,1.2,-16.6
03305,,23170,,,,,,265,597,412.4,,,,,,,,,,,
03306,,25620,,,,,,798,1924,1306,,,,,,,,,,,
03307,,23940,,,,,,120,243,176.7,,,,,,,,,,,
03308,,18530,,,,,,69,159,110,,,,,,,,,,,
03309,,18440,,,,,,239,454,334,,,,,,,,,,,
03310,,20190,23,3.8,10180,38340,43,14598,23597,18614,50.5,42.9,2.9,4.7,45.7,10.4,8.4,1.3,2.2,4.9,-15
03311,,23180,,,,,,150,320,226.3,,,,,,,,,,,
03312,,19120,,,,,,114,274,186.1,,,,,,,,,,,
03313,,19680,,,,,,118,241,175.6,,,,,,,,,,,
03314,,24770,,,,,,549,1368,915.5,,,,,,,,,,,
03315,,20340,,,,,,565,1173,838.2,,,,,,,,,,,
03316,,22210,,,,,,435,1020,693.6,,,,,,,,,,,
03317,,18970,,,,,,149,270,203.6,,,,,,,,,,,
03319,,21690,,,,,,220,502,346.7,,,,,,,,,,,
03320,,19610,,,,,,358,709,517.7,,,,,,,,,,,
03321,,23540,11,2.8,13220,36600,56,5955,12514,8900.9,62.6,56.2,2,4.4,39.6,6.9,5.4,1.8,1,2.6,-14.5
04001,,24270,,,,,,525,1219,832.5,,,,,,,,,,,
04004,,20340,,,,,,234,463,336.7,,,,,,,,,,,
04006,,20390,,,,,,323,536,420.1,,,,,,,,,,,
04008,,20850,,,,,,483,934,684.6,,,,,,,,,,,
04013,,22860,,,,,,228,484,341.5,,,,,,,,,,,
04018,,19910,,,,,,347,648,481,,,,,,,,,,,
04019,,21030,17,3,11820,35840,46,1314,2308,1760,61.9,50.1,4.8,7,35.1,12.1,5.2,1.3,1.3,2.6,-14.3
04021,,21420,,,,,,58,130,91.5,,,,,,,,,,,
04022,,18260,,,,,,192,383,277.9,,,,,,,,,,,
04023,,19430,,,,,,94,172,128.4,,,,,,,,,,,
04024,,22100,,,,,,60,129,90.5,,,,,,,,,,,
04025,,20620,,,,,,206,402,292.2,,,,,,,,,,,
04026,,20310,,,,,,82,149,112.9,,,,,,,,,,,
04027,,25170,,,,,,96,223,151.8,,,,,,,,,,,
04028,,17870,,,,,,57,97,75,,,,,,,,,,,
04031,,21210,,,,,,246,491,356.3,,,,,,,,,,,
04032,,21410,,,,,,77,135,102.8,,,,,,,,,,,
04033,,19920,,,,,,310,713,487.4,,,,,,,,,,,
04034,,20920,,,,,,417,959,653,,,,,,,,,,,
04035,,22300,,,,,,112,226,164.7,,,,,,,,,,,
04036,,24340,,,,,,426,931,650.2,,,,,,,,,,,
04039,,21120,,,,,,646,1268,926.2,,,,,,,,,,,
04041,,21410,,,,,,127,274,192,,,,,,,,,,,
04042,,20510,,,,,,67,125,93.2,,,,,,,,,,,
04045,,20500,,,,,,534,1097,789.2,,,,,,,,,,,
04046,,24180,,,,,,281,601,426.6,,,,,,,,,,,
04047,,24420,,,,,,301,658,462.1,,,,,,,,,,,
04049,,21080,17,2.7,12140,33280,43,2432,4783,3477.9,57.7,51.8,3.3,2.6,42.6,5.3,6.7,2,1.4,3.3,-12.3
04053,,23770,,,,,,225,483,340.7,,,,,,,,,,,
04055,,20290,,,,,,77,172,118.4,,,,,,,,,,,
04057,,18900,,,,,,69,146,103.1,,,,,,,,,,,
04058,,19770,,,,,,108,269,178.1,,,,,,,,,,,
04059,,19470,,,,,,112,217,158.2,,,,,,,,,,,
04061,,20610,,,,,,199,362,273.7,,,,,,,,,,,
04062,,21340,,,,,,78,148,109.6,,,,,,,,,,,
04063,,24550,,,,,,498,1184,794.6,,,,,,,,,,,
04065,,20490,,,,,,284,527,394.7,,,,,,,,,,,
04066,,23750,,,,,,202,493,332.3,,,,,,,,,,,
04068,,24570,,,,,,343,699,503.8,,,,,,,,,,,
04069,,22910,,,,,,51,88,68.3,,,,,,,,,,,
04070,,21480,18,3.2,11330,36040,47,7885,14886,10993.8,59.4,51.2,2.5,5.7,38.9,8.1,7.9,1.9,1.8,4.2,-14.3
04073,,22140,,,,,,211,376,285.8,,,,,,,,,,,
04074,,20030,,,,,,52,97,71.9,,,,,,,,,,,
04075,,25900,,,,,,170,374,263.8,,,,,,,,,,,
04076,,20970,,,,,,347,636,481.4,,,,,,,,,,,
04077,,21150,,,,,,66,145,99.8,,,,,,,,,,,
04079,,23510,,,,,,613,1303,918.2,,,,,,,,,,,
04081,,20650,,,,,,181,312,242.3,,,,,,,,,,,
04084,,23060,,,,,,231,442,328.4,,,,,,,,,,,
04086,,21400,,,,,,142,277,202.9,,,,,,,,,,,
04087,,21610,,,,,,65,130,94.7,,,,,,,,,,,
04088,,20570,20,3.4,11160,38280,43,2141,4184,3042.5,55.1,43.7,3.2,8.2,41.5,11.9,6.5,1.6,1.5,3.4,-15
04090,,18110,,,,,,99,192,141,,,,,,,,,,,
04094,,22240,16,3.4,12060,41220,47,1413,2643,1956.6,58.7,46.5,3.6,8.6,36.2,14.7,4.7,1.3,0.9,2.5,-14.3
04096,,21510,,,,,,501,1022,727.9,,,,,,,,,,,
04097,,21710,,,,,,187,377,270.6,,,,,,,,,,,
04099,,19760,,,,,,57,93,74.3,,,,,,,,,,,
04101,,16780,,,,,,70,112,89.2,,,,,,,,,,,
04102,,18050,,,,,,109,195,147.5,,,,,,,,,,,
04104,,18550,,,,,,116,225,164.5,,,,,,,,,,,
04106,,23840,,,,,,174,307,234.8,,,,,,,,,,,
04108,,21250,,,,,,763,1696,1179.8,,,,,,,,,,,
04109,,23980,,,,,,135,285,204,,,,,,,,,,,
04110,,23800,,,,,,472,1042,725.6,,,,,,,,,,,
04111,,21340,,,,,,554,1096,795.6,,,,,,,,,,,
04112,,21170,21,3.6,10860,39630,46,10029,20504,14606.9,51.4,45.3,2.4,3.7,29.8,28,6.2,1.8,1.4,3,-15.4
04113,,24140,,,,,,231,470,341.6,,,,,,,,,,,
04115,,18740,,,,,,59,109,81.6,,,,,,,,,,,
04116,,21460,17,2.9,11710,34430,42,1685,3571,2514.3,67.6,58.7,3.8,5.1,31.9,6.9,6.5,2.2,1.3,3,-12.9
04118,,19170,,,,,,54,112,81.4,,,,,,,,,,,
04121,,22540,,,,,,296,596,429.4,,,,,,,,,,,
04122,,24700,,,,,,231,476,341.2,,,,,,,,,,,
04123,,22860,,,,,,474,1026,725.1,,,,,,,,,,,
04124,,20900,,,,,,225,437,320.7,,,,,,,,,,,
04126,,21240,,,,,,208,415,302.8,,,,,,,,,,,
04127,,21530,,,,,,135,274,198.3,,,,,,,,,,,
04128,,24830,,,,,,73,172,118.6,,,,,,,,,,,
04130,,20150,,,,,,80,164,117.9,,,,,,,,,,,
04132,,21960,,,,,,64,116,88.4,,,,,,,,,,,
04133,,19020,,,,,,106,205,150.5,,,,,,,,,,,
04134,,20990,,,,,,243,489,353.4,,,,,,,,,,,
04135,,20670,,,,,,291,558,412.2,,,,,,,,,,,
04136,,23340,,,,,,158,314,228.7,,,,,,,,,,,
04138,,22130,,,,,,113,239,169.3,,,,,,,,,,,
04139,,22230,,,,,,221,472,332.7,,,,,,,,,,,
04140,,23990,,,,,,51,106,75.6,,,,,,,,,,,
04141,,21230,,,,,,153,305,223.1,,,,,,,,,,,
04143,,23050,12,2.8,13240,37190,52,2646,5472,3908.3,64,56.2,2.6,5.2,37.5,8.4,4.9,1.6,1,2.3,-14.8
04144,,18290,,,,,,156,274,208,,,,,,,,,,,
04145,,21980,,,,,,637,1414,984,,,,,,,,,,,
04148,,19750,,,,,,122,241,176.4,,,,,,,,,,,
04149,,22080,14,3,12370,36680,48,1250,2785,1921.4,71.3,63,3.3,5,30,7.5,5.1,2,0.9,2.2,-13.9
04150,,18730,,,,,,68,150,103.5,,,,,,,,,,,
04151,,23110,,,,,,242,484,350.3,,,,,,,,,,,
04152,,27990,7,3.1,15210,47570,64,1620,3728,2567.4,66.1,56,2,8.1,33.6,15.9,2.4,1,0.4,1,-18
04155,,19160,,,,,,98,159,126.3,,,,,,,,,,,
04156,,22910,,,,,,110,207,154.5,,,,,,,,,,,
04157,,21770,,,,,,335,617,462,,,,,,,,,,,
04158,,18920,,,,,,209,362,278.4,,,,,,,,,,,
04160,,21480,,,,,,735,1474,1062.4,,,,,,,,,,,
04161,,20160,,,,,,166,347,247,,,,,,,,,,,
04162,,20230,,,,,,114,229,164.5,,,,,,,,,,,
04163,,20790,,,,,,228,431,318.6,,,,,,,,,,,
04166,,20130,,,,,,820,1459,1115.1,,,,,,,,,,,
04167,,23480,,,,,,136,257,191.2,,,,,,,,,,,
04172,,20550,,,,,,297,613,441.6,,,,,,,,,,,
04173,,23120,,,,,,458,861,639.8,,,,,,,,,,,
04174,,24060,,,,,,69,141,101.6,,,,,,,,,,,
04176,,23000,,,,,,56,94,73.9,,,,,,,,,,,
04178,,20660,,,,,,557,1013,765.8,,,,,,,,,,,
04179,,18700,,,,,,50,104,75.1,,,,,,,,,,,
04182,,21920,,,,,,85,167,123.7,,,,,,,,,,,
04183,,20650,,,,,,72,135,99.7,,,,,,,,,,,
04184,,18850,,,,,,77,133,102.9,,,,,,,,,,,
04188,,22120,,,,,,332,740,514.9,,,,,,,,,,,
04189,,21530,,,,,,273,547,396.2,,,,,,,,,,,
04190,,21630,,,,,,50,96,70.6,,,,,,,,,,,
04192,,22620,,,,,,559,1178,832.8,,,,,,,,,,,
04193,,21560,,,,,,103,208,150.2,,,,,,,,,,,
04194,,19380,,,,,,52,95,71.4,,,,,,,,,,,
04195,,23310,,,,,,312,630,451.3,,,,,,,,,,,
04197,,22180,16,3.1,11570,36260,54,1395,3109,2155.2,68.2,60.2,3,5,33.3,7.1,5.9,2,1.1,2.8,-14.5
04199,,21690,,,,,,80,154,114.4,,,,,,,,,,,
04200,,23880,,,,,,221,503,343.4,,,,,,,,,,,
04201,,21070,,,,,,57,104,78.9,,,,,,,,,,,
04202,,20210,,,,,,64,119,88.1,,,,,,,,,,,
04203,,19390,,,,,,209,427,304.8,,,,,,,,,,,
04204,,21210,,,,,,76,136,103.1,,,,,,,,,,,
04205,,20830,,,,,,662,1273,939.7,,,,,,,,,,,
04206,,20830,,,,,,175,346,251.7,,,,,,,,,,,
04207,,20890,,,,,,48,107,75,,,,,,,,,,,
04208,,21840,,,,,,272,523,383.7,,,,,,,,,,,
04209,,20900,18,3.1,11420,35730,45,3450,6724,4912.9,59.8,51.8,3.2,4.8,39.2,7.6,7.1,1.7,1.7,3.7,-13.7
04210,,18170,,,,,,51,90,69,,,,,,,,,,,
04211,,19960,,,,,,78,151,110.4,,,,,,,,,,,
04214,,18600,,,,,,63,125,90.9,,,,,,,,,,,
04216,,19870,,,,,,105,224,156.8,,,,,,,,,,,
04217,,21110,,,,,,306,613,444.8,,,,,,,,,,,
04218,,20970,,,,,,113,205,153.6,,,,,,,,,,,
04219,,18190,,,,,,129,252,184.3,,,,,,,,,,,
04220,,21370,,,,,,186,398,281.9,,,,,,,,,,,
04222,,20960,,,,,,110,210,156,,,,,,,,,,,
04226,,23250,,,,,,269,533,390.1,,,,,,,,,,,
04227,,19380,,,,,,126,227,172.5,,,,,,,,,,,
04229,,20950,,,,,,122,238,174.2,,,,,,,,,,,
04230,,21900,16,3.1,12080,36890,49,1407,2829,2045.4,63.4,51.2,3.6,8.6,34.4,12.2,4.8,1.4,1.1,2.3,-14.8
04231,,20580,,,,,,103,206,149.9,,,,,,,,,,,
04233,,18090,,,,,,105,225,159,,,,,,,,,,,
04234,,21270,,,,,,94,193,135.6,,,,,,,,,,,
04237,,18840,,,,,,60,120,88.2,,,,,,,,,,,
04240,,20320,,,,,,123,235,172.8,,,,,,,,,,,
04241,,22410,,,,,,69,143,102.6,,,,,,,,,,,
04242,,22910,10,2.6,13880,36630,54,1616,3886,2612.1,73.1,65.6,2.6,4.9,29.9,6.9,4.6,2.1,0.8,1.7,-14.5
04244,,22980,,,,,,768,1510,1108.2,,,,,,,,,,,
04245,,23570,10,2.8,13850,38690,53,1313,2751,1956.9,66.2,59,2.6,4.6,35.5,8.8,4.1,1.5,0.8,1.8,-14.6
05001,,19460,,,,,,176,330,243.1,,,,,,,,,,,
05003,,23060,,,,,,150,286,210.9,,,,,,,,,,,
05004,,23090,,,,,,463,936,677.8,,,,,,,,,,,
05006,,20810,18,3.1,10910,34150,47,984,2187,1520.7,67.9,57.1,3.5,7.3,32.1,7.5,6.1,2.3,1.2,2.6,-13.6
05007,,19610,,,,,,182,341,254.1,,,,,,,,,,,
